N	2gram	Propp_Isto	OGranits
1	и в	40	13
2	и его	5	12
3	прежде всего	15	9
4	и не	19	8
5	не может	19	8
6	может быть	37	8
7	в его	10	7
8	и пр	11	7
9	и их	4	7
10	не только	28	6
11	мы должны	17	6
12	как бы	6	6
13	таким образом	13	6
14	только в	16	6
15	то что	17	6
16	все же	17	5
17	и наконец	5	5
18	хотя бы	5	5
19	мы можем	7	4
20	еще и	2	4
21	но в	13	4
22	то же	21	4
23	но мы	2	4
24	в своей	2	4
25	все это	6	4
26	было бы	11	4
27	мы не	12	4
28	никогда не	25	3
29	да и	3	3
30	и для	5	3
31	и то	3	3
32	материала и	2	3
33	связана с	7	3
34	в ее	2	3
35	превращается в	4	3
36	с этим	5	3
37	отношению к	6	3
38	как и	5	3
39	в пределах	4	3
40	не в	11	3
41	в их	6	3
42	ни один	8	3
43	так как	20	3
44	в себе	6	3
45	поставить вопрос	2	3
46	что в	19	3
47	по отношению	6	3
48	точку зрения	3	3
49	самом деле	2	3
50	так и	13	3
51	что же	4	3
52	в которой	2	3
53	не как	3	3
54	в одном	8	3
55	здесь мы	9	3
56	но и	21	3
57	могут быть	5	2
58	может иметь	2	2
59	мы видим	16	2
60	своего рода	2	2
61	в этом	13	2
62	в них	2	2
63	и должно	3	2
64	в книге	4	2
65	уже в	2	2
66	в том	12	2
67	тем что	7	2
68	есть не	2	2
69	в целом	3	2
70	если бы	8	2
71	от этого	2	2
72	с одной	8	2
73	зависимости от	3	2
74	роль в	3	2
75	и др	11	2
76	но так	3	2
77	материал в	3	2
78	ее в	7	2
79	в действительности	2	2
80	с другой	8	2
81	там где	5	2
82	а в	15	2
83	и тем	2	2
84	том что	11	2
85	а как	2	2
86	а также	2	2
87	этот материал	4	2
88	в связи	7	2
89	в зависимости	3	2
90	не менее	7	2
91	с ними	2	2
92	все эти	6	2
93	в области	2	2
94	что эта	3	2
95	связанные с	3	2
96	так же	18	2
97	что они	13	2
98	мы уже	7	2
99	в нем	8	2
100	не на	2	2
101	в тех	4	2
102	при этом	6	2
103	и ее	3	2
104	нет ничего	2	2
105	что иное	3	2
106	а не	18	2
107	во всей	2	2
108	в ней	10	2
109	вслед за	7	2
110	еще в	2	2
111	как в	7	2
112	другой стороны	7	2
113	во всем	3	2
114	мог бы	3	2
115	одной стороны	7	2
116	бы в	2	2
117	между тем	2	2
118	мы получим	2	2
119	в целях	3	2
120	связанных с	2	2
121	соответствии с	2	2
122	тот же	3	2
123	иное как	3	2
124	не что	3	2
125	в другом	6	2
126	самого начала	4	2
127	вовсе не	3	2
128	к сожалению	3	2
129	с самого	4	2
130	подойти к	2	2
131	к тому	6	2
132	не мог	4	2
133	в которую	3	2
134	для него	2	2
