N	2gram	Voloshinov	Problemy
1	и в	13	106
2	и не	8	90
3	как бы	6	70
4	может быть	8	66
5	в его	7	56
6	в этом	2	52
7	в нем	2	51
8	не может	8	49
9	как и	3	44
10	но и	3	40
11	точки зрения	7	40
12	для него	2	39
13	и его	12	39
14	а не	2	38
15	не только	6	36
16	то же	4	36
17	в пределах	3	35
18	то что	6	33
19	но в	4	33
20	прежде всего	9	32
21	все это	4	29
22	и все	3	28
23	не в	3	27
24	в одном	3	27
25	с точки	5	25
26	в самом	2	25
27	самом деле	3	24
28	не как	3	24
29	героя и	2	24
30	вовсе не	2	24
31	слова и	2	23
32	таким образом	6	22
33	в каждом	4	22
34	там где	2	21
35	никогда не	3	20
36	все же	5	20
37	только в	6	20
38	что в	3	19
39	отношению к	3	19
40	что же	3	19
41	в себе	3	18
42	по отношению	3	18
43	все эти	2	18
44	в том	2	17
45	так и	3	17
46	а в	2	17
47	и к	2	17
48	так же	2	16
49	в другом	2	16
50	если бы	2	16
51	в своей	4	16
52	и наконец	5	15
53	и для	3	15
54	в отношении	2	14
55	так как	3	14
56	лишь в	4	14
57	а как	2	14
58	в целом	2	13
59	том что	2	12
60	слово в	3	12
61	к тому	2	12
62	между тем	2	12
63	при этом	2	12
64	было бы	4	12
65	за пределы	3	12
66	как в	2	12
67	бы в	2	11
68	тем что	2	11
69	сознания и	2	11
70	с другой	2	11
71	более того	2	11
72	входит в	2	11
73	мы уже	2	11
74	к одному	3	10
75	в произведении	2	10
76	для себя	2	10
77	самого начала	2	10
78	с самого	2	9
79	могут быть	2	9
80	в них	2	9
81	да и	3	9
82	другой стороны	2	9
83	хотя бы	5	9
84	мы должны	6	8
85	уже в	2	8
86	наконец в	2	8
87	несмотря на	2	8
88	с ними	2	8
89	не на	2	8
90	и следовательно	2	7
91	в их	3	7
92	точку зрения	3	7
93	и др	2	7
94	в процессе	5	7
95	что они	2	7
96	и ее	2	7
97	тот же	2	7
98	кажется что	2	7
99	и их	7	7
100	может стать	2	6
101	не менее	2	6
102	с этим	3	6
103	во всем	2	6
104	зависимости от	2	6
105	превращается в	3	6
106	но ведь	5	6
107	но для	3	6
108	и пр	7	6
109	в своих	2	6
110	на фоне	4	6
111	не мог	2	6
112	и то	3	5
113	здесь мы	3	5
114	но так	2	5
115	в общем	2	5
116	в чем	2	5
117	в зависимости	2	5
118	мы не	4	5
119	в ее	3	5
120	слов и	4	5
121	те же	2	5
122	между собою	2	5
123	он только	2	5
124	в ней	2	5
125	конечно в	2	4
126	каждый элемент	2	4
127	во всей	2	4
128	понятно что	3	4
129	одно и	3	4
130	в которой	3	4
131	с этой	2	4
132	ни один	3	4
133	еще в	2	4
134	каждое слово	2	4
135	вполне понятно	4	4
136	данном случае	2	3
137	во времени	2	3
138	и отчасти	2	3
139	и внутренняя	2	3
140	в структуре	2	3
141	в руках	2	3
142	своего рода	2	3
143	нуждается в	2	3
144	ее в	2	3
145	мы видим	2	3
146	того или	2	3
147	в сознании	4	3
148	в данном	2	3
149	говорить о	3	3
150	мог бы	2	3
151	и уже	3	3
152	не является	4	3
153	и при	2	3
154	себе что	2	3
155	мы можем	4	3
156	и эта	5	3
157	материалом для	2	3
158	еще и	4	2
159	в книге	2	2
160	его на	2	2
161	же слово	2	2
162	от своего	2	2
163	в интонации	2	2
164	ни одно	2	2
165	к сожалению	2	2
166	лишь путем	2	2
167	от этого	2	2
168	в поэзии	5	2
169	в г	2	2
170	человеческого голоса	4	2
171	смысле слова	2	2
172	представим себе	2	2
173	не исчерпывается	2	2
174	она является	2	2
175	и этот	2	2
176	художественного произведения	5	2
177	в этот	2	2
178	материал в	2	2
179	не столько	3	2
180	с одной	2	2
181	только его	2	2
182	не имеет	2	2
183	и является	2	2
184	всей своей	2	2
185	социальной группы	4	2
186	от всех	2	2
187	только и	4	2
188	в музыке	5	2
189	роль в	2	2
190	материала в	4	2
191	я хочу	3	2
192	и должно	2	2
193	произведения как	4	2
194	с помощью	2	2
