N	2gram	Trubetskoy	VLabPisa
1	таким образом	22	32
2	в этом	15	29
3	не только	10	26
4	и в	26	26
5	может быть	10	23
6	хотя бы	3	20
7	и не	8	20
8	в процессе	2	17
9	не может	4	17
10	в том	11	15
11	в его	5	15
12	этом отношении	2	14
13	в силу	5	14
14	прежде всего	2	13
15	все это	6	13
16	в качестве	3	12
17	что в	9	11
18	с другой	8	11
19	из них	7	11
20	то же	4	10
21	не могут	2	10
22	но и	9	10
23	о том	6	10
24	к этому	3	9
25	для него	3	9
26	в своем	3	8
27	том что	7	8
28	ни один	2	8
29	все эти	6	8
30	только в	4	8
31	вместе с	15	8
32	из этих	10	7
33	во всех	2	7
34	то что	7	7
35	отношению к	3	7
36	в нем	4	7
37	главным образом	8	7
38	не было	2	7
39	а не	5	7
40	не в	2	6
41	в то	4	6
42	в себе	6	6
43	или менее	5	6
44	все же	6	6
45	так и	6	6
46	более или	5	6
47	приводит к	2	6
48	один из	2	6
49	между тем	2	6
50	никогда не	5	5
51	сказать что	2	5
52	в одном	3	5
53	в результате	3	5
54	одним из	2	5
55	и при	3	5
56	к тому	6	5
57	как бы	12	5
58	утверждать что	2	5
59	в них	2	5
60	связи с	9	5
61	же время	2	5
62	только что	2	4
63	в виду	2	4
64	что он	4	4
65	по существу	2	4
66	с тем	18	4
67	что все	4	4
68	когда он	3	4
69	в самом	4	4
70	в связи	3	4
71	во время	4	4
72	них не	2	4
73	можно сказать	3	4
74	в этой	4	4
75	с его	2	4
76	и от	4	3
77	некоторые из	2	3
78	и к	5	3
79	мы имеем	2	3
80	так же	5	3
81	вслед за	2	3
82	в значительной	3	3
83	в конце	6	3
84	и как	3	3
85	если бы	3	3
86	значительной мере	2	3
87	как о	3	3
88	для того	5	3
89	как на	8	3
90	его не	2	3
91	всех других	2	3
92	того что	3	3
93	так называемые	3	3
94	образом в	5	3
95	мы видели	2	3
96	далеко не	4	3
97	а в	4	3
98	в котором	4	3
99	именно в	2	3
100	точки зрения	13	3
101	в которых	4	3
102	что оно	4	3
103	жизни и	2	3
104	того чтобы	5	3
105	что и	6	3
106	и мир	2	3
107	и по	4	3
108	относится к	2	2
109	если в	3	2
110	или иной	2	2
111	и потому	6	2
112	которые в	2	2
113	с другими	4	2
114	одной стороны	7	2
115	крайней мере	5	2
116	вплоть до	2	2
117	из своих	2	2
118	начиная с	2	2
119	отличается от	2	2
120	и даже	3	2
121	и у	8	2
122	мысль о	2	2
123	конце концов	3	2
124	связана с	2	2
125	не всегда	2	2
126	в области	9	2
127	только для	2	2
128	и наконец	2	2
129	у них	3	2
130	еще не	2	2
131	в которой	3	2
132	в течение	4	2
133	по крайней	5	2
134	сих пор	5	2
135	с одной	7	2
136	его от	2	2
137	же самое	2	2
138	не с	2	2
139	одной из	5	2
140	так например	2	2
141	от них	2	2
142	к ним	3	2
143	но не	8	2
144	и для	5	2
145	не менее	3	2
146	но в	7	2
147	на то	2	2
148	в общем	8	2
149	он в	2	2
150	ли это	2	2
151	не вполне	3	2
152	к его	2	2
153	из себя	2	2
154	этой точки	2	2
155	к сожалению	3	2
156	тогда когда	2	2
157	из которых	4	2
158	в образе	2	2
159	что мы	2	2
160	только не	2	2
161	всяком случае	6	2
162	же как	3	2
163	числе и	4	2
164	он не	4	2
165	но с	3	2
166	в пользу	2	2
167	как от	2	2
168	лишь в	5	2
169	том числе	5	2
170	во всяком	6	2
171	оно является	2	2
172	до сих	5	2
