N	2gram	Medvedev_F	Istorich
1	и в	54	181
2	и т	22	160
3	т д	11	142
4	т е	50	133
5	может быть	30	115
6	не только	14	114
7	что он	8	111
8	что в	10	90
9	но и	18	85
10	в этом	39	81
11	так как	4	75
12	то что	14	73
13	таким образом	28	72
14	вместе с	8	71
15	и не	34	67
16	все же	8	65
17	в этих	3	64
18	еще не	6	63
19	не может	26	61
20	так же	5	57
21	то же	16	56
22	никогда не	6	56
23	в том	17	53
24	том что	3	53
25	с другой	8	52
26	а в	11	52
27	потому что	2	52
28	что и	10	51
29	и что	2	51
30	и здесь	8	51
31	мы видели	5	49
32	а не	11	48
33	его в	5	47
34	не в	16	47
35	другой стороны	5	46
36	превращается в	2	45
37	но в	9	44
38	и пр	30	44
39	это не	4	43
40	и его	27	43
41	мы знаем	3	42
42	в нем	25	42
43	только в	6	42
44	как в	12	42
45	представление о	2	41
46	или в	2	39
47	в его	30	38
48	тем что	6	38
49	и на	10	38
50	так и	24	37
51	он не	8	37
52	уже не	9	37
53	как и	18	37
54	мы увидим	5	36
55	знаем что	2	36
56	с тем	11	35
57	что они	4	35
58	все эти	12	35
59	мы не	6	35
60	но не	5	34
61	а именно	3	34
62	связи с	12	34
63	там где	3	33
64	же как	3	33
65	сих пор	7	32
66	в качестве	2	32
67	так в	3	31
68	ничего не	5	31
69	прежде всего	34	31
70	один из	4	31
71	при помощи	2	30
72	с этим	6	30
73	до сих	7	30
74	с одной	5	30
75	к нему	3	30
76	но все	4	29
77	как мы	10	29
78	одной стороны	5	29
79	но это	4	29
80	и другие	3	28
81	и с	17	28
82	как он	2	27
83	так что	2	27
84	того что	7	27
85	могут быть	7	27
86	в ином	2	27
87	в ней	15	26
88	как это	8	26
89	и др	8	26
90	на него	3	26
91	вопрос о	3	25
92	в дальнейшем	3	25
93	было бы	10	24
94	если бы	8	24
95	в виде	2	24
96	к этому	3	24
97	не менее	12	24
98	все это	11	23
99	когда он	3	23
100	тем не	2	23
101	в частности	4	23
102	в этой	10	23
103	их в	2	23
104	и это	4	23
105	как бы	10	23
106	при этом	14	22
107	и по	3	22
108	с ним	3	22
109	в некоторых	2	22
110	в одном	2	21
111	сказать что	3	21
112	ее в	3	21
113	в другом	2	21
114	к тому	6	21
115	они не	7	21
116	здесь не	5	21
117	в связи	11	21
118	она не	8	20
119	одна из	2	20
120	в других	5	20
121	из них	5	20
122	эта связь	2	20
123	из этих	4	20
124	так например	3	19
125	и как	6	19
126	в другой	2	19
127	на то	2	19
128	но он	2	19
129	в данном	2	18
130	вовсе не	18	18
131	в то	14	18
132	по существу	8	17
133	то и	2	17
134	и только	5	17
135	и этим	2	17
136	в них	4	17
137	всех этих	6	16
138	со стороны	7	16
139	и действительно	2	16
140	перед нами	3	16
141	и все	9	16
142	между двумя	3	16
143	в котором	2	16
144	этот вопрос	2	16
145	во всех	9	16
146	данном случае	2	15
147	в целом	7	15
148	на его	2	15
149	в своей	16	15
150	даже в	2	15
151	в особенности	7	15
152	его и	2	15
153	в пределах	13	15
154	друг друга	4	15
155	и даже	7	15
156	но есть	2	15
157	и тем	3	15
158	он в	3	15
159	от него	2	14
160	отношение к	4	14
161	у нас	6	14
162	должна быть	11	14
163	с этой	4	14
164	в него	2	14
165	должен был	3	14
166	отношению к	4	14
167	и ее	15	14
168	одной из	2	14
169	по отношению	4	14
170	и наконец	7	14
171	и для	5	13
172	и от	9	13
173	его не	2	13
174	на котором	2	13
175	на этом	2	13
176	в своем	12	13
177	или на	2	13
178	не имеет	2	13
179	и если	2	13
180	в себе	4	13
181	в форме	2	13
182	по себе	10	13
183	таким же	2	13
184	кроме того	3	12
185	во всем	3	12
186	в их	16	12
187	к этой	4	12
188	и их	13	12
189	в более	2	12
190	хотя бы	10	12
191	в основном	3	12
192	что не	4	12
193	к ней	3	12
194	и вот	2	11
195	должно было	4	11
196	от этого	3	11
197	е в	2	11
198	никто не	2	11
199	и более	4	11
200	если он	4	11
201	главным образом	5	11
202	точки зрения	21	11
203	хотя и	3	11
204	в этот	2	11
205	на нее	2	11
206	далеко не	2	11
207	же в	4	11
208	ясно что	3	11
209	к которому	2	11
210	такой же	2	11
211	должны быть	6	11
212	что же	6	10
213	в ее	10	10
214	только одна	2	10
215	вступает в	2	10
216	что эта	2	10
217	но как	2	10
218	есть только	3	10
219	связанных с	2	10
220	он и	3	10
221	на основе	6	10
222	не как	7	10
223	и других	4	10
224	в которой	5	10
225	ни в	3	10
226	а на	2	10
227	от них	2	10
228	не было	7	10
229	не можем	3	10
230	и к	7	10
231	в различных	2	10
232	социальной жизни	12	9
233	а как	5	9
234	он должен	4	9
235	в истории	10	9
236	в основе	7	9
237	в свою	8	9
238	из этого	2	9
239	из него	2	9
240	не могут	8	9
241	это и	7	9
242	по этому	2	9
243	зависимости от	5	9
244	более или	7	9
245	зависит от	2	9
246	но для	4	9
247	жизни и	10	9
248	что на	3	9
249	не будет	2	9
250	том чтобы	3	9
251	или же	4	9
252	или менее	7	9
253	только на	8	9
254	в чем	2	9
255	себе в	2	9
256	стороны и	4	9
257	с его	12	9
258	целый ряд	4	9
259	приводит к	4	9
260	тем самым	5	8
261	должен быть	5	8
262	роль в	2	8
263	у них	3	8
264	здесь в	2	8
265	для этого	6	8
266	именно в	12	8
267	что такое	2	8
268	входит в	8	8
269	во всяком	6	8
270	или даже	3	8
271	именно на	4	8
272	не дает	3	8
273	в современной	2	8
274	смысле этого	4	8
275	на своем	3	8
276	из его	2	8
277	это положение	2	8
278	в жизни	3	8
279	большинстве случаев	5	8
280	и потому	9	8
281	ни одной	2	8
282	они должны	2	8
283	не так	4	8
284	в зависимости	4	8
285	та же	3	8
286	в целях	2	8
287	от того	2	8
288	его с	5	8
289	и эта	2	8
290	можно сказать	2	8
291	независимо от	5	8
292	с другими	11	8
293	не с	2	8
294	конечно не	5	8
295	на самом	8	7
296	в конце	2	7
297	и о	3	7
298	с самого	2	7
299	а только	4	7
300	состоит в	3	7
301	не то	3	7
302	того чтобы	4	7
303	поставить вопрос	2	7
304	под влиянием	3	7
305	если в	3	7
306	тех же	2	7
307	еще одна	2	7
308	еще в	2	7
309	в работе	2	7
310	но эта	2	7
311	а сам	2	7
312	тому что	3	7
313	как она	5	7
314	одного из	4	7
315	нет в	2	7
316	в какой	3	7
317	если мы	5	7
318	всяком случае	6	7
319	как на	5	7
320	между тем	4	7
321	ее и	3	7
322	совершенно не	5	7
323	в эту	3	7
324	был бы	2	7
325	этого слова	4	7
326	эти формы	2	7
327	думать что	4	7
328	не есть	4	7
329	в области	6	7
330	самом деле	12	7
331	что оно	4	7
332	не столько	5	7
333	указать на	2	7
334	не по	4	7
335	для него	9	7
336	в большинстве	6	7
337	для того	3	6
338	отличие от	2	6
339	нам кажется	2	6
340	почти не	2	6
341	борьбы с	3	6
342	нам важно	2	6
343	равно как	2	6
344	же что	2	6
345	ничем не	4	6
346	характерно что	2	6
347	между ними	3	6
348	фигурирует в	2	6
349	своей работе	2	6
350	формы и	7	6
351	же происходит	3	6
352	он является	2	6
353	в русском	2	6
354	от его	3	6
355	самого начала	2	6
356	той же	2	6
357	к сожалению	2	6
358	не могла	3	6
359	сам он	2	6
360	быть и	5	6
361	это приводит	3	6
362	то в	3	6
363	его как	5	6
364	даже не	2	6
365	не на	3	6
366	но что	2	6
367	сводится к	6	6
368	из всего	2	6
369	его от	5	6
370	они и	2	6
371	этих двух	2	6
372	не происходит	2	6
373	чтобы он	2	6
374	же и	2	6
375	отношения к	6	6
376	приема в	2	5
377	не видели	2	5
378	только как	3	5
379	бы быть	3	5
380	это было	3	5
381	в своих	3	5
382	как таковой	8	5
383	или иное	2	5
384	друг другу	2	5
385	вот как	3	5
386	говорит он	7	5
387	для них	4	5
388	ее как	2	5
389	что если	2	5
390	бы в	6	5
391	с ее	7	5
392	несмотря на	2	5
393	связи со	3	5
394	мы в	2	5
395	но даже	2	5
396	в виду	2	5
397	они были	4	5
398	из воды	2	5
399	не могло	6	5
400	за ней	2	5
401	их на	2	5
402	отличается от	4	5
403	еще более	6	5
404	оно не	6	5
405	в сторону	4	5
406	или иначе	2	5
407	во все	2	5
408	одним словом	8	5
409	на все	3	5
410	нас не	3	5
411	нем и	2	5
412	ней и	2	5
413	и может	6	5
414	могла бы	3	5
415	в лице	2	5
416	как о	8	5
417	в таком	2	5
418	в отличие	2	5
419	однако не	5	5
420	к этим	2	4
421	нисколько не	2	4
422	и во	2	4
423	все время	7	4
424	время в	4	4
425	столь же	2	4
426	во второй	3	4
427	каждый из	3	4
428	правда в	3	4
429	с этими	2	4
430	как один	2	4
431	они сами	2	4
432	во всей	4	4
433	не от	3	4
434	впечатление что	2	4
435	особенно в	6	4
436	в результате	8	4
437	задачи и	7	4
438	для этой	2	4
439	сами по	4	4
440	если же	4	4
441	слова в	2	4
442	как раз	8	4
443	что было	2	4
444	очевидно что	2	4
445	для нее	2	4
446	новые формы	2	4
447	и этот	2	4
448	могло бы	2	4
449	в литературе	6	4
450	и должно	4	4
451	происходит и	2	4
452	на почве	20	4
453	так на	2	4
454	отнюдь не	13	4
455	он становится	3	4
456	с точки	17	4
457	от нее	6	4
458	все в	3	4
459	в действительности	3	4
460	и через	2	4
461	но конечно	2	4
462	войти в	2	4
463	и те	2	4
464	ее к	2	4
465	в самом	17	4
466	они в	2	4
467	перейти к	3	4
468	здесь дело	2	4
469	что именно	2	4
470	и должен	3	3
471	как из	2	3
472	в такой	3	3
473	только при	2	3
474	не могли	2	3
475	точка зрения	3	3
476	одновременно с	2	3
477	со всем	4	3
478	и многие	2	3
479	на языке	2	3
480	на всю	2	3
481	в предыдущей	2	3
482	так сказать	6	3
