N	2gram	Vygotskiy_	VeschiIm
1	и не	20	57
2	не только	16	48
3	то что	61	48
4	не может	17	46
5	и в	65	45
6	и есть	3	40
7	может быть	33	39
8	и т	19	39
9	т д	6	38
10	а не	11	37
11	значит что	2	32
12	это значит	4	30
13	потому что	26	25
14	было бы	22	24
15	не просто	7	24
16	в себе	9	23
17	что она	34	23
18	по себе	5	23
19	только в	9	23
20	сказать что	14	22
21	и что	29	22
22	и следовательно	2	20
23	что такое	2	20
24	как бы	29	20
25	и ее	4	19
26	что это	19	19
27	но и	6	19
28	что же	3	19
29	есть только	3	18
30	все же	10	18
31	в этом	37	18
32	есть не	2	17
33	и это	13	17
34	прежде всего	2	17
35	так как	13	17
36	что мы	6	17
37	оно есть	2	16
38	того что	9	16
39	таким образом	21	16
40	как раз	14	16
41	в том	46	15
42	как и	12	15
43	в ней	23	15
44	уже не	2	15
45	не в	12	14
46	и то	10	14
47	но это	6	14
48	том что	28	13
49	это и	4	13
50	не будет	2	13
51	и больше	2	13
52	и для	4	13
53	в самом	41	13
54	ничего не	4	12
55	но если	6	12
56	совершенно не	8	12
57	смысл и	8	12
58	что в	36	12
59	точки зрения	19	12
60	что и	7	12
61	что они	9	12
62	если она	2	12
63	и как	10	12
64	то же	17	12
65	еще не	3	12
66	и даже	4	12
67	о том	17	12
68	если мы	19	12
69	и с	4	12
70	еще и	2	11
71	в то	5	11
72	что не	5	11
73	вовсе не	11	11
74	и их	2	11
75	ни в	6	11
76	и только	8	11
77	в чем	3	10
78	что оно	5	10
79	с ее	5	10
80	ясно что	11	10
81	это не	7	9
82	нисколько не	3	9
83	со стороны	4	9
84	так что	10	9
85	в своем	8	9
86	то и	3	9
87	она не	10	9
88	ли это	3	9
89	бы и	2	9
90	хотя бы	3	9
91	бы в	3	9
92	в результате	3	9
93	у нас	4	9
94	на то	25	9
95	но не	3	9
96	но что	3	9
97	говорить о	3	9
98	и его	8	9
99	с ним	6	9
100	его в	5	8
101	указывает на	8	8
102	что он	23	8
103	но в	5	8
104	в ее	9	8
105	мы не	7	8
106	все это	12	8
107	это есть	3	8
108	должна быть	5	8
109	можно сказать	2	8
110	смысла и	3	8
111	мы имеем	2	8
112	отличается от	2	8
113	если бы	22	8
114	с тем	14	8
115	для него	4	8
116	не с	2	8
117	с другой	8	8
118	как с	2	8
119	отнюдь не	2	8
120	действительность и	4	8
121	в действительности	3	7
122	с именем	4	7
123	и тут	2	7
124	и тем	4	7
125	из них	10	7
126	самом деле	33	7
127	а в	9	7
128	все эти	7	7
129	в сущности	16	7
130	я не	9	7
131	относится к	2	7
132	никак не	12	7
133	или не	3	7
134	есть именно	2	7
135	слова и	3	7
136	тем что	7	7
137	с этой	5	7
138	с самой	2	7
139	никогда не	9	6
140	в каком	8	6
141	как же	2	6
142	независимо от	2	6
143	когда мы	5	6
144	как я	2	6
145	и все	14	6
146	в нем	8	6
147	и до	4	6
148	в своей	6	6
149	ее не	3	6
150	как мы	12	6
151	одно и	4	6
152	одна из	6	6
153	в данном	5	6
154	можно было	7	6
155	и другое	6	6
156	или иначе	2	6
157	этот вопрос	5	6
158	их в	4	6
159	из себя	3	6
160	несмотря на	7	6
161	в той	8	6
162	жизни и	6	6
163	с точки	11	6
164	как только	4	6
165	в одном	9	6
166	и если	13	5
167	мы должны	3	5
168	когда я	3	5
169	как к	6	5
170	должен быть	4	5
171	и мы	19	5
172	свою очередь	3	5
173	ничем не	3	5
174	вместе с	10	5
175	как это	13	5
176	того же	4	5
177	и без	2	5
178	тогда когда	2	5
179	то это	5	5
180	один из	7	5
181	мы видим	15	5
182	в его	11	5
183	и когда	8	5
184	со всем	2	5
185	для этого	9	5
186	на это	6	5
187	во всех	4	5
188	в которой	8	5
189	но совершенно	4	5
190	мысли и	2	5
191	об этом	4	5
192	и здесь	9	5
193	кроме того	2	5
194	ее с	5	5
195	или как	2	5
196	в жизни	6	5
197	что у	7	5
198	что для	6	5
199	все что	2	5
200	в свою	6	5
201	по смыслу	2	5
202	только не	3	5
203	как она	8	5
204	быть не	2	5
205	если же	3	5
206	она должна	3	4
207	так же	12	4
208	том как	5	4
209	она может	4	4
210	к себе	2	4
211	в силу	2	4
212	в конце	5	4
213	отношение к	2	4
214	что именно	3	4
215	при помощи	7	4
216	в их	3	4
217	сам себя	2	4
218	и чем	3	4
219	так и	3	4
220	в отдельности	2	4
221	который мы	4	4
222	что все	10	4
223	в этой	20	4
224	то время	4	4
225	это будет	3	4
226	этой точки	2	4
227	не то	7	4
228	того чтобы	21	4
229	то как	4	4
230	в качестве	2	4
231	не было	4	4
232	тот же	5	4
233	во всяком	6	4
234	когда она	4	4
235	в основе	5	4
236	с этим	11	4
237	есть в	3	4
238	только то	3	4
239	дело не	3	4
240	и эта	3	4
241	и еще	2	4
242	к ней	3	4
243	мы можем	12	4
244	на него	3	4
245	так то	2	4
246	и вот	6	4
247	и о	6	4
248	но только	10	4
249	и более	4	4
250	что только	3	4
251	время как	6	4
252	в котором	7	4
253	образом и	3	4
254	это совершенно	2	4
255	на этом	6	4
256	главным образом	6	4
257	еще более	2	4
258	говорит о	6	4
259	сам по	2	4
260	что смысл	2	4
261	он не	11	4
262	однако не	3	4
263	перед нами	12	3
264	но как	3	3
265	не является	2	3
266	в другом	6	3
267	то мы	2	3
268	и эти	2	3
269	по самому	3	3
270	казалось бы	7	3
271	оба эти	4	3
272	в виде	5	3
273	это все	2	3
274	только на	3	3
275	в частности	3	3
276	если он	5	3
277	на ее	2	3
278	а с	4	3
279	по существу	4	3
280	мы видели	7	3
281	бы на	2	3
282	к нему	2	3
283	к тому	18	3
284	была бы	5	3
285	одной стороны	6	3
286	другой стороны	5	3
287	себя как	3	3
288	в целом	8	3
289	же как	3	3
290	и во	3	3
291	заключается в	13	3
292	и может	5	3
293	в истории	3	3
294	мы получим	4	3
295	только один	2	3
296	нет никакого	2	3
297	могла бы	6	3
298	имени а	2	3
299	тем более	2	3
300	к другой	2	3
301	от этого	4	3
302	говорит что	17	3
303	а я	5	3
304	то чтобы	2	3
305	только что	10	3
306	что ее	3	3
307	для того	18	3
308	себе что	2	3
309	как в	8	3
310	с одной	7	3
311	остановиться на	3	3
312	всех прочих	2	3
313	не мог	4	3
314	но все	2	3
315	сами по	3	3
316	у него	6	3
317	не имеет	8	3
318	видели что	2	3
319	в своих	6	3
320	в самой	9	3
321	есть как	2	3
322	из которых	6	3
323	и она	4	3
324	не можем	4	3
325	есть конечно	3	3
326	но когда	2	3
327	из этого	10	3
328	у всех	4	3
329	или в	6	3
330	на нас	5	3
331	бы что	2	3
332	отношения к	3	3
333	не к	5	3
334	у меня	2	3
335	и всякий	2	3
336	мы будем	4	3
337	мы уже	12	3
338	но он	5	3
339	данном случае	5	2
340	чтобы не	2	2
341	тем самым	4	2
342	и заставляет	3	2
343	к действительности	3	2
344	тому что	10	2
345	к этим	2	2
346	для нее	2	2
347	которого я	2	2
348	еще раз	3	2
349	то есть	30	2
350	и формы	2	2
351	наряду с	4	2
352	которые мы	2	2
353	едва ли	4	2
354	заключается не	2	2
355	здравого смысла	2	2
356	и прежде	2	2
357	очевидно что	4	2
358	слово в	2	2
359	в виду	6	2
360	но эта	3	2
361	на все	2	2
362	совершенно в	3	2
363	это только	4	2
364	как он	2	2
365	другое и	2	2
366	что если	6	2
367	у них	2	2
368	на две	3	2
369	же мы	2	2
370	бы сказать	4	2
371	и дает	3	2
372	одно из	4	2
373	не так	4	2
374	никак нельзя	2	2
375	совсем не	3	2
376	со всей	3	2
377	видим что	8	2
378	гораздо более	2	2
379	он говорит	9	2
380	с другом	2	2
381	или его	3	2
382	нам не	2	2
383	что на	4	2
384	всяком случае	6	2
385	и та	3	2
386	она и	2	2
387	между собой	2	2
388	и совершенно	9	2
389	имеет никакого	3	2
390	или вернее	2	2
391	ли что	2	2
392	и этот	6	2
393	связи с	2	2
394	при чем	2	2
395	же точно	6	2
396	в первом	3	2
397	что эти	5	2
398	признать что	2	2
399	в первой	2	2
400	и который	2	2
401	на их	3	2
402	в одну	2	2
403	к его	2	2
404	все то	15	2
405	момент который	3	2
406	утверждать что	2	2
407	что эта	8	2
408	ее на	2	2
409	здесь не	3	2
410	к этому	5	2
411	о котором	5	2
412	по преимуществу	2	2
413	это было	4	2
414	друг с	2	2
415	что здесь	2	2
416	и ничего	2	2
417	как не	3	2
418	находятся в	2	2
419	они как	2	2
420	и другие	3	2
421	раз в	7	2
422	одного из	2	2
423	силы и	3	2
424	но они	2	2
425	жизнь и	2	2
426	она была	5	2
427	есть все	2	2
428	том чтобы	2	2
429	и так	4	2
430	далеко не	3	2
431	где она	3	2
432	именно в	3	2
433	зависит от	2	2
434	когда он	8	2
435	и к	5	2
436	к чему	6	2
437	о которых	10	2
438	для нас	14	2
439	это можно	2	2
440	и на	7	2
441	она могла	2	2
442	что образ	2	2
443	не знаем	2	2
444	совершенно ясно	19	2
445	которую мы	5	2
446	только как	2	2
447	и уже	5	2
448	конечно не	6	2
449	бы его	2	2
450	с но	5	2
451	как будто	13	2
452	только одно	3	2
453	во всем	2	2
454	но с	2	2
455	той же	6	2
456	мы говорили	3	2
457	с его	2	2
458	части и	2	2
