N	2gram	Voloshinov	formyVre
1	и в	28	148
2	в этом	28	73
3	в нем	7	51
4	прежде всего	26	46
5	и не	34	37
6	в его	25	36
7	и его	22	36
8	вовсе не	16	35
9	но и	10	33
10	то же	12	32
11	не только	10	32
12	но в	13	31
13	жизни и	7	31
14	так и	14	29
15	может быть	28	27
16	не в	10	26
17	как мы	18	26
18	как и	13	25
19	как бы	19	25
20	мы уже	10	24
21	точки зрения	31	24
22	в то	7	23
23	человека в	4	23
24	только в	11	23
25	то что	17	22
26	в том	10	22
27	жизни в	3	21
28	все эти	15	21
29	во всех	13	21
30	же время	6	21
31	в основном	4	19
32	в своем	4	19
33	и др	9	19
34	и для	7	19
35	и на	9	19
36	у него	4	18
37	и все	13	18
38	еще не	8	18
39	таким образом	34	18
40	человека и	6	17
41	с этим	8	17
42	те же	9	17
43	при этом	8	17
44	так как	15	17
45	в пределах	6	17
46	все же	8	16
47	того же	3	16
48	и во	2	16
49	в основе	6	16
50	не может	30	16
51	в условиях	3	16
52	и их	2	16
53	никогда не	10	15
54	в них	3	15
55	так сказать	7	15
56	в дальнейшем	2	15
57	в одном	3	15
58	с точки	15	15
59	с его	9	15
60	вместе с	5	15
61	так же	4	14
62	его жизни	7	14
63	все это	12	14
64	всех этих	6	14
65	и как	3	14
66	в конце	2	14
67	и с	10	14
68	как раз	6	14
69	а не	9	14
70	роль в	7	13
71	в их	2	13
72	а в	8	13
73	здесь в	6	13
74	того чтобы	5	13
75	во время	6	13
76	для того	6	13
77	как в	4	13
78	в котором	4	13
79	в самом	12	13
80	с ним	14	13
81	ничего не	5	12
82	отнюдь не	5	12
83	в истории	4	12
84	не было	5	12
85	время в	2	12
86	и до	5	12
87	конечно не	10	12
88	и наконец	12	12
89	но не	7	12
90	потому что	4	12
91	он не	10	12
92	что в	7	12
93	его в	11	11
94	и у	7	11
95	между ними	5	11
96	в ней	8	11
97	ни в	12	11
98	из них	7	11
99	уже в	3	11
100	влияние на	4	10
101	в ее	5	10
102	тот же	10	10
103	и другие	2	10
104	сих пор	3	10
105	также и	2	10
106	этого ряда	2	10
107	входит в	2	10
108	уже не	9	10
109	в большинстве	5	10
110	на основе	3	10
111	до сих	3	10
112	могут быть	9	9
113	к себе	3	9
114	на этой	3	9
115	и следовательно	3	9
116	том что	12	9
117	должно быть	2	9
118	и даже	3	9
119	мира в	2	9
120	с другой	2	9
121	на протяжении	7	9
122	для него	12	9
123	но все	2	9
124	их в	3	9
125	оно не	3	9
126	отношения к	2	9
127	до конца	7	8
128	это не	5	8
129	или иной	2	8
130	и смерть	3	8
131	для себя	2	8
132	и прежде	7	8
133	и потому	12	8
134	к тому	6	8
135	отношение к	7	8
136	все его	3	8
137	в целом	4	8
138	и т.п	4	8
139	большинстве случаев	6	8
140	один из	10	8
141	что и	5	8
142	во всяком	9	8
143	и то	3	8
144	а также	2	8
145	характер и	4	8
146	но эти	2	8
147	в результате	3	8
148	в этот	4	8
149	и по	5	8
150	если бы	4	8
151	в этих	5	8
152	со всеми	5	8
153	отношению к	11	8
154	с одной	2	8
155	в жизни	7	8
156	в мире	2	8
157	значение в	3	8
158	связанные с	4	8
159	рядом с	2	8
160	и к	7	8
161	в некоторых	2	8
162	в виду	4	8
163	жизни но	2	8
164	для всех	3	7
165	в процессе	5	7
166	в себе	7	7
167	не как	2	7
168	связанных с	4	7
169	отличие от	2	7
170	не знает	5	7
171	того что	7	7
172	между собой	4	7
173	было бы	8	7
174	себя и	4	7
175	мир в	3	7
176	к этому	9	7
177	из этих	6	7
178	этот процесс	4	7
179	в которой	5	7
180	с ее	4	7
181	этом отношении	4	7
182	ее в	5	7
183	в отличие	2	7
184	еще более	2	7
185	в себя	5	7
186	в широком	2	6
187	все они	2	6
188	лежат в	2	6
189	в отношении	2	6
190	не могут	7	6
191	и ее	7	6
192	есть и	2	6
193	а как	3	6
194	к смерти	7	6
195	более того	7	6
196	одной стороны	2	6
197	в основу	3	6
198	между двумя	3	6
199	мы видим	3	6
200	в качестве	2	6
201	во всей	3	6
202	сказать что	11	6
203	половой акт	2	6
204	тех же	5	6
205	за пределы	10	6
206	мы не	9	6
207	мы можем	20	6
208	мы находим	4	6
209	и самое	2	6
210	на первый	5	6
211	не является	7	6
212	только для	2	6
213	смысле слова	4	6
214	нет и	4	6
215	о том	3	6
216	именно в	4	6
217	все что	10	6
218	в эпоху	3	6
219	поэтому все	2	6
220	в таком	6	6
221	в различных	2	6
222	слова и	4	6
223	в совершенно	3	6
224	и речи	4	6
225	с помощью	20	6
226	следовательно и	2	5
227	и вообще	4	5
228	и через	2	5
229	на свет	2	5
230	не без	3	5
231	он должен	2	5
232	только на	4	5
233	ничем не	2	5
234	и ни	3	5
235	одно из	6	5
236	от этого	2	5
237	в него	2	5
238	они не	3	5
239	с другими	8	5
240	все основные	4	5
241	что все	7	5
242	там где	2	5
243	с ними	5	5
244	всего этого	2	5
245	в этой	7	5
246	и они	2	5
247	отсюда и	2	5
248	и от	3	5
249	хотя бы	7	5
250	бы он	3	5
251	мы имеем	6	5
252	в своей	14	5
253	по преимуществу	2	5
254	большое значение	2	5
255	об этом	7	5
256	всем этим	3	5
257	чем не	5	5
258	или как	3	5
259	чаще всего	3	5
260	первый план	4	5
261	конечно и	5	5
262	не имеет	2	5
263	и является	3	5
264	далеко не	5	5
265	вообще не	2	5
266	да и	2	5
267	новое и	2	5
268	и уже	2	5
269	точка зрения	15	5
270	и только	6	5
271	как его	2	5
272	той же	5	5
273	мы и	4	5
274	вполне понятно	2	5
275	из того	2	4
276	мы должны	9	4
277	в одной	2	4
278	по себе	4	4
279	во внутреннем	5	4
280	по отношению	13	4
281	его целом	2	4
282	в другом	4	4
283	которых мы	2	4
284	друг друга	2	4
285	уже указывали	4	4
286	и при	3	4
287	весь мир	2	4
288	что он	12	4
289	и о	6	4
290	за ними	2	4
291	последнем счете	4	4
292	о которых	2	4
293	и тех	3	4
294	и было	2	4
295	большую роль	2	4
296	проходит через	2	4
297	жизни так	3	4
298	в чем	9	4
299	и те	5	4
300	вещи и	2	4
301	формы и	3	4
302	совсем не	6	4
303	для них	3	4
304	связи в	2	4
305	связаны с	2	4
306	он был	3	4
307	войти в	4	4
308	и со	3	4
309	в корне	6	4
310	быть и	7	4
311	в данном	4	4
312	полового акта	2	4
313	борьба с	3	4
314	и смерти	2	4
315	в глаза	2	4
316	в последнем	4	4
317	находятся в	2	4
318	и вот	8	4
319	у нас	3	4
320	себе и	3	4
321	по всему	2	4
322	всей его	2	4
323	в своих	5	4
324	равно как	2	4
325	всяком случае	8	4
326	же что	2	4
327	раз и	3	4
328	это и	4	4
329	природы и	3	4
330	а следовательно	3	4
331	же самое	2	4
332	переходим к	3	4
333	совершенно иной	2	4
334	в нашем	3	4
335	и становится	3	4
336	этого нового	2	3
337	вопрос о	2	3
338	его к	4	3
339	но мы	6	3
340	очень важный	3	3
341	есть только	3	3
342	а на	2	3
343	не будем	3	3
344	узком смысле	3	3
345	подхода к	4	3
346	теми же	2	3
347	точку зрения	12	3
348	как это	5	3
349	самого начала	5	3
350	значение для	2	3
351	тому что	5	3
352	она не	6	3
353	это уже	3	3
354	она становится	2	3
355	жизнь в	2	3
356	в более	5	3
357	нет никакого	3	3
358	не входит	2	3
359	но это	4	3
360	всей жизни	4	3
361	же как	2	3
362	для развития	2	3
363	в зависимости	4	3
364	на этом	8	3
365	в центре	3	3
366	под влиянием	3	3
367	конечно в	3	3
368	с самого	7	3
369	силу и	2	3
370	последующей жизни	2	3
371	и так	2	3
372	во внешнем	12	3
373	них и	2	3
374	одна из	4	3
375	все то	3	3
376	с которыми	4	3
377	нет в	2	3
378	человека так	2	3
379	бы в	2	3
380	и между	2	3
381	все время	4	3
382	с этими	3	3
383	место и	2	3
384	другом месте	2	3
385	бы и	2	3
386	дело в	2	3
387	это было	2	3
388	к ней	4	3
389	в прошлом	2	3
390	борьбы с	4	3
391	в таких	4	3
392	зависимости от	4	3
393	мы увидим	4	3
394	в первый	4	3
395	нам важно	3	3
396	в заключение	5	3
397	для восприятия	2	3
398	совершенно не	9	3
399	как на	3	3
400	его и	2	3
401	в течение	2	3
402	которой мы	6	3
403	нас в	2	3
404	по своему	4	3
405	явлений и	2	3
406	от всех	3	3
407	можно сказать	6	3
408	их не	2	3
409	ни один	3	3
410	на почве	3	3
411	если мы	7	3
412	в свою	6	3
413	и исторического	2	3
414	связь с	7	3
415	подходе к	2	3
416	выражение в	4	3
417	жизни а	2	3
418	главным образом	4	3
419	что мы	3	3
420	которой он	3	3
421	находится в	3	3
422	распадается на	2	3
423	мы в	3	3
424	человек не	2	3
425	и явления	2	3
426	и есть	3	3
427	не к	2	3
428	мы говорили	2	3
429	не меняется	2	3
430	тем же	3	3
431	данном случае	4	2
432	в каком	7	2
433	нигде не	4	2
434	и об	2	2
435	на себя	3	2
436	случае в	2	2
437	для всего	2	2
438	в человеке	6	2
439	и поэтому	2	2
440	и притом	3	2
441	свою очередь	4	2
442	связанный с	2	2
443	на один	2	2
444	должен быть	2	2
445	это новое	2	2
446	были в	2	2
447	в прошлое	2	2
448	а вовсе	3	2
449	для жизни	2	2
450	самом деле	14	2
451	на место	3	2
452	утверждает что	3	2
453	же мы	3	2
454	его не	2	2
455	от других	2	2
456	и очень	3	2
457	в искусстве	3	2
458	образом в	2	2
459	больше и	2	2
460	в подходе	2	2
461	или вовсе	2	2
462	в обществе	3	2
463	для своего	2	2
464	комплекса в	2	2
465	к нему	9	2
466	а только	4	2
467	они и	2	2
468	притом в	3	2
469	во втором	3	2
470	образы и	2	2
471	этот мотив	3	2
472	в узком	4	2
473	и та	2	2
474	но как	2	2
475	природной и	2	2
476	на них	2	2
477	ее целом	4	2
478	жизни человек	2	2
479	такие же	3	2
480	отметить что	4	2
481	и пр	29	2
482	на более	2	2
483	и всей	2	2
484	жизни по	3	2
485	всех своих	4	2
486	на другой	2	2
487	без исключения	2	2
488	как для	2	2
489	должны быть	4	2
490	жизни то	2	2
491	всего они	2	2
492	правда в	2	2
493	не поддаются	2	2
494	в мир	4	2
495	поэтому они	2	2
496	с их	5	2
497	мы видели	12	2
498	когда мы	2	2
499	то в	2	2
500	дело и	2	2
501	его рождения	3	2
502	его с	2	2
503	ступенях развития	3	2
504	на которые	4	2
505	себя в	3	2
506	всех сторон	2	2
507	все другие	2	2
508	отличается от	2	2
509	также в	2	2
510	и тот	3	2
511	в мифах	2	2
512	и может	4	2
513	и всего	2	2
514	человека мы	2	2
515	как по	2	2
516	в несколько	2	2
517	для нас	2	2
518	опирается на	2	2
