N	2gram	Tiupa_Lite	DiskursI
1	в качестве	21	72
2	а не	28	60
3	может быть	24	56
4	не только	29	49
5	и в	26	49
6	как и	13	47
7	тогда как	20	47
8	при этом	23	46
9	в том	22	44
10	и не	19	44
11	то есть	11	41
12	представляет собой	5	41
13	том что	19	40
14	в этом	19	38
15	в себе	8	37
16	состоит в	18	37
17	в частности	18	36
18	но и	25	35
19	своего рода	22	32
20	и т.п	14	32
21	но не	8	31
22	со стороны	6	28
23	так и	7	28
24	отличие от	6	28
25	но в	5	28
26	не может	10	27
27	в отличие	6	27
28	по своей	3	26
29	как в	5	25
30	такого рода	18	24
31	коммуникативного события	8	24
32	в рамках	9	23
33	еще не	4	23
34	отнюдь не	4	23
35	а также	5	20
36	все же	6	19
37	прежде всего	14	19
38	в нем	4	19
39	в своей	5	19
40	лирического героя	4	18
41	в основе	5	18
42	далеко не	4	18
43	по отношению	6	17
44	в данном	7	17
45	то же	13	17
46	с другой	11	17
47	отношению к	4	17
48	в мире	9	17
49	точки зрения	8	16
50	только в	8	16
51	роль в	2	15
52	в его	9	15
53	художественного письма	11	15
54	то что	14	15
55	о том	3	15
56	это не	4	14
57	или иной	3	14
58	не в	11	14
59	не менее	11	14
60	одной стороны	8	14
61	не является	3	14
62	с одной	9	14
63	в целом	10	13
64	для него	6	13
65	как бы	8	13
66	данном случае	6	12
67	в своем	12	12
68	того же	5	12
69	являет собой	2	12
70	при всей	5	12
71	ведет к	5	12
72	в своих	5	12
73	и на	5	12
74	что в	7	11
75	в тексте	9	11
76	по мысли	2	11
77	с его	5	11
78	и как	2	11
79	как правило	5	11
80	не сводится	3	11
81	столь же	5	11
82	не было	5	11
83	для себя	6	10
84	в лирике	3	10
85	а в	5	10
86	а с	2	10
87	не столько	8	10
88	также и	3	10
89	и т.д	8	10
90	же время	12	10
91	тем самым	8	9
92	в то	12	9
93	в силу	4	9
94	героя в	2	9
95	коммуникативное событие	6	9
96	между тем	2	9
97	картина мира	2	9
98	уже не	9	9
99	еще в	7	9
100	себя в	7	9
101	сводится к	4	9
102	художественного целого	3	9
103	человека в	5	8
104	в соответствии	2	8
105	этом отношении	5	8
106	как уже	3	8
107	к тому	3	8
108	потому что	5	8
109	не на	2	8
110	если в	2	8
111	в противоположность	2	8
112	и даже	9	8
113	жизни в	5	8
114	в этих	2	8
115	не с	2	8
116	в себя	5	8
117	в творчестве	2	8
118	лирический герой	14	8
119	соответствии с	3	8
120	в одном	2	8
121	из них	5	8
122	он не	4	8
123	его в	4	7
124	могут быть	4	7
125	приводит к	4	7
126	в ходе	2	7
127	одной из	2	7
128	с позиции	3	7
129	но это	2	7
130	что и	3	7
131	например в	3	7
132	в этой	7	7
133	другой стороны	5	7
134	к этому	2	7
135	иначе говоря	2	7
136	мира в	4	7
137	лишь в	4	7
138	в пределах	4	7
139	я в	12	7
140	в русской	13	7
141	той же	5	7
142	и его	7	7
143	таким образом	4	7
144	нового времени	2	7
145	тому же	2	7
146	никогда не	5	6
147	в ситуации	2	6
148	не как	4	6
149	что он	8	6
150	не знает	3	6
151	одно из	3	6
152	тому как	4	6
153	одного из	4	6
154	однако в	7	6
155	крайней мере	2	6
156	в принципе	7	6
157	в сущности	5	6
158	и то	3	6
159	одна из	8	6
160	разумеется не	2	6
161	то в	3	6
162	дело в	3	6
163	во всех	4	6
164	конечном счете	8	6
165	и одновременно	2	6
166	в особенности	2	6
167	героя и	2	6
168	по крайней	2	6
169	в конечном	9	6
170	с точки	4	6
171	и того	2	6
172	в противовес	2	6
173	ничего не	3	5
174	к себе	3	5
175	в другом	3	5
176	в виду	4	5
177	в их	3	5
178	свою очередь	2	5
179	того что	7	5
180	для своего	2	5
181	но одновременно	2	5
182	во втором	3	5
183	несмотря на	3	5
184	художественного дискурса	2	5
185	один из	7	5
186	исходя из	3	5
187	русской литературе	7	5
188	как будто	2	5
189	но при	2	5
190	из этих	2	5
191	за пределы	3	5
192	с ее	3	5
193	несет в	2	5
194	мысль о	2	5
195	во второй	2	5
196	я и	10	5
197	адресата в	2	5
198	в концовке	2	5
199	эстетической деятельности	7	5
200	себе не	2	5
201	в свою	2	5
202	в литературе	2	5
203	с.с аверинцева	2	5
204	подобно тому	4	5
205	и состоит	2	5
206	следует признать	2	5
207	на этом	3	5
208	как раз	6	5
209	перед ним	2	5
210	не к	3	5
211	в ней	4	5
212	при котором	2	5
213	тем что	6	5
214	до конца	3	4
215	из того	3	4
216	одну из	2	4
217	более чем	4	4
218	силу своей	3	4
219	и прежде	4	4
220	и тем	4	4
221	одном из	3	4
222	и др	4	4
223	объекта и	2	4
224	как это	9	4
225	только на	3	4
226	произведение в	2	4
227	по формуле	2	4
228	что не	3	4
229	в году	18	4
230	к жизни	2	4
231	аналогии с	3	4
232	по выражению	2	4
233	во всяком	3	4
234	особого рода	3	4
235	мы имеем	2	4
236	а к	2	4
237	в равной	4	4
238	однако и	2	4
239	в результате	2	4
240	по преимуществу	6	4
241	этом случае	2	4
242	тем не	4	4
243	я не	8	4
244	связи с	7	4
245	и адресата	4	4
246	оказывается не	2	4
247	в становлении	2	4
248	в культуре	5	4
249	одним из	8	4
250	в какой	2	4
251	в жизни	7	4
252	восходит к	2	4
253	в е	3	4
254	но уже	2	4
255	во мне	2	4
256	в самом	4	4
257	и.п смирнов	5	4
258	не есть	2	4
259	а по	2	4
260	со своим	2	4
261	человеческого существования	2	4
262	не для	2	4
263	и весьма	2	4
264	не более	2	4
265	и само	3	4
266	и есть	3	4
267	с ним	2	4
268	с читателем	2	4
269	это мир	2	3
270	самому себе	2	3
271	еще и	3	3
272	в повестях	4	3
273	идет о	4	3
274	различие между	3	3
275	этого рода	2	3
276	вплоть до	4	3
277	обнаруживаются в	2	3
278	ли не	7	3
279	коммуникативная стратегия	9	3
280	повестях белкина	2	3
281	в области	5	3
282	здесь как	2	3
283	причастности к	5	3
284	в формах	4	3
285	в действительности	2	3
286	в каждой	2	3
287	литературного произведения	4	3
288	как на	3	3
289	своего времени	2	3
290	но как	3	3
291	на том	3	3
292	он говорит	2	3
293	в миропорядке	2	3
294	своей собственной	2	3
295	ему в	2	3
296	которая в	3	3
297	героя как	2	3
298	уже о	2	3
299	литературного письма	3	3
300	на себя	4	3
301	по этой	2	3
302	не говоря	3	3
303	и он	3	3
304	в сферу	2	3
305	этой причине	2	3
306	не бывает	2	3
307	для этого	5	3
308	все эти	2	3
309	было бы	4	3
310	мы не	5	3
311	говоря уже	3	3
312	дело не	2	3
313	более не	2	3
314	должна быть	3	3
315	том числе	2	3
316	как мы	2	3
317	да и	3	3
318	своего другого	6	3
319	произведения как	2	3
320	в начале	4	3
321	по аналогии	3	3
322	с их	3	3
323	хотя бы	3	3
324	лирическое я	5	3
325	не просто	2	3
326	с миром	5	3
327	и наконец	2	3
328	и.п смирнова	4	3
329	на смену	6	3
330	перед лицом	2	3
331	при всем	4	3
332	как представляется	2	3
333	не имеет	2	3
334	всей своей	2	3
335	не случайно	5	3
336	различного рода	2	3
337	этом в	3	3
338	личности в	4	3
339	на почве	2	3
340	уже в	7	3
341	всяком случае	2	3
342	жизни и	6	3
343	слова в	2	3
344	на рубеже	4	3
345	и сам	6	3
346	слова и	6	3
347	о себе	7	3
348	жизненный путь	2	3
349	и что	2	3
350	равной степени	2	3
351	жизни не	2	3
352	однако не	2	3
353	имеем дело	2	3
354	тем же	5	3
355	вместе с	5	3
356	в художественной	4	2
357	этом как	3	2
358	я на	3	2
359	в отношении	2	2
360	чтобы не	2	2
361	очевидно что	2	2
362	в третьем	3	2
363	этого текста	3	2
364	граница между	2	2
365	для всех	5	2
366	всего лишь	7	2
367	каждый из	4	2
368	в каждом	2	2
369	эстетического субъекта	12	2
370	все то	2	2
371	к хх	2	2
372	отказ от	7	2
373	как к	4	2
374	едва ли	5	2
375	мышления и	3	2
376	друг друга	5	2
377	есть не	2	2
378	другого в	4	2
379	себе как	2	2
380	мыслится как	5	2
381	художественного мышления	3	2
382	бы я	2	2
383	обращаясь к	4	2
384	от своего	3	2
385	взаимодействующих сознаний	2	2
386	к своему	2	2
387	xix столетия	3	2
388	самом деле	2	2
389	в чем	2	2
390	всего в	4	2
391	м.л гаспарова	2	2
392	по существу	4	2
393	в россии	2	2
394	для понимания	2	2
395	в душе	3	2
396	е годы	3	2
397	в хх	9	2
398	субъекта жизни	2	2
399	со всей	2	2
400	хх столетия	2	2
401	во главе	2	2
402	а только	2	2
403	свидетельствует о	3	2
404	воспринимающего сознания	2	2
405	своей внутренней	2	2
406	а потому	4	2
407	самим собой	2	2
408	так в	6	2
409	как некий	2	2
410	речь идет	3	2
411	не могло	3	2
412	себя и	3	2
413	писателя в	2	2
414	который в	2	2
415	не поддается	2	2
416	же как	3	2
417	хх веке	8	2
418	вовсе не	3	2
419	то с	2	2
420	но зато	2	2
421	литературного процесса	8	2
422	по поводу	2	2
423	эстетического объекта	7	2
424	нашего времени	2	2
425	в стихах	8	2
426	право на	4	2
427	тех же	3	2
428	вследствие которого	2	2
429	х годов	5	2
430	только то	3	2
431	же это	3	2
432	тем более	2	2
433	о литературе	2	2
434	как писал	3	2
435	автора в	2	2
436	в первый	2	2
437	не обладает	2	2
438	и вполне	3	2
439	и чужого	2	2
440	сознания в	14	2
441	ни было	2	2
442	для того	2	2
443	с этой	6	2
444	такой же	3	2
445	не по	2	2
446	себе и	2	2
447	одновременно с	2	2
448	отношении к	2	2
449	на фоне	5	2
450	эстетического отношения	2	2
451	у него	5	2
452	общим местом	2	2
453	из наиболее	2	2
454	первого лица	2	2
455	на то	2	2
456	в роли	3	2
457	человек в	2	2
458	как эстетической	2	2
459	под названием	3	2
460	отношения между	3	2
461	и с	4	2
462	путь к	2	2
463	жизни как	3	2
464	деятельности в	4	2
465	как все	2	2
466	из которых	3	2
467	как замечает	2	2
468	с собачкой	2	2
469	со своей	3	2
470	начала жизни	2	2
471	к общему	3	2
472	в случае	5	2
473	он сам	2	2
474	на роль	2	2
475	и читателем	3	2
476	и только	4	2
477	лирический сюжет	2	2
478	поскольку в	3	2
479	в нашем	2	2
480	а лирический	4	2
481	а как	2	2
482	на основе	2	2
