N	2gram	Propp_Isto	EvropaiC
1	таким образом	15	34
2	в том	13	31
3	и в	43	24
4	том что	12	20
5	все эти	8	19
6	не может	8	18
7	то что	20	18
8	может быть	22	17
9	до сих	7	15
10	все же	13	15
11	сих пор	7	15
12	точки зрения	3	14
13	в этом	25	13
14	все это	4	13
15	в своем	2	12
16	с этим	13	12
17	между тем	2	12
18	по отношению	2	11
19	но и	24	11
20	отношению к	2	11
21	не только	28	10
22	так и	6	10
23	мы знаем	11	10
24	как и	9	10
25	все что	4	10
26	как бы	5	10
27	друг с	2	9
28	и не	16	9
29	не в	9	9
30	что в	29	9
31	и все	4	9
32	на то	4	9
33	с другом	2	9
34	потому что	8	9
35	при этом	4	9
36	и что	6	9
37	так же	16	8
38	из этих	5	8
39	если бы	7	8
40	к тому	9	8
41	знаем что	9	8
42	ясно что	2	8
43	на самом	2	7
44	так как	13	7
45	в силу	2	7
46	что он	17	7
47	того что	8	7
48	не менее	6	7
49	о том	4	7
50	что и	17	7
51	в этой	7	7
52	по существу	3	7
53	что при	3	7
54	вместе с	12	7
55	только в	8	6
56	еще не	15	6
57	и при	2	6
58	так что	8	6
59	в то	2	6
60	должна быть	2	6
61	и для	3	6
62	с другой	10	6
63	и если	3	6
64	и на	7	6
65	мы можем	10	6
66	тогда как	6	6
67	тому же	4	6
68	и от	3	5
69	его в	7	5
70	но все	5	5
71	по сравнению	2	5
72	в себе	2	5
73	в состоянии	2	5
74	к этому	10	5
75	оказывается что	2	5
76	как к	2	5
77	на все	2	5
78	и их	4	5
79	ничем не	2	5
80	из них	7	5
81	что это	4	5
82	у него	4	5
83	далеко не	3	5
84	но в	15	5
85	и с	10	5
86	и к	4	5
87	другой стороны	10	5
88	в целом	4	5
89	между двумя	6	5
90	в его	7	5
91	как будто	2	5
92	сравнению с	2	5
93	быть и	3	5
94	никогда не	9	4
95	в одну	3	4
96	и то	4	4
97	из того	2	4
98	мы должны	9	4
99	что эта	2	4
100	всех этих	3	4
101	хотя бы	3	4
102	тем не	6	4
103	отношение к	4	4
104	и у	6	4
105	целый ряд	3	4
106	то же	11	4
107	одним из	4	4
108	в виде	2	4
109	совершенно не	2	4
110	что его	2	4
111	в течение	6	4
112	между собой	2	4
113	с тем	3	4
114	этом случае	8	4
115	ни один	2	4
116	не есть	3	4
117	что мы	5	4
118	выше мы	5	4
119	связи с	9	4
120	что как	2	4
121	он не	11	4
122	в дальнейшем	8	4
123	хотя и	4	4
124	мы уже	9	4
125	совершенно так	4	4
126	даже в	4	3
127	данном случае	6	3
128	представление о	3	3
129	вопрос о	4	3
130	при помощи	11	3
131	это не	10	3
132	и потому	2	3
133	что по	2	3
134	от него	3	3
135	на земле	2	3
136	в начале	2	3
137	в тех	3	3
138	от того	3	3
139	только что	3	3
140	с этой	3	3
141	в этих	18	3
142	конечно не	3	3
143	в связи	5	3
144	как у	2	3
145	у нас	7	3
146	но по	4	3
147	прежде всего	3	3
148	с одной	2	3
149	образом в	2	3
150	одно из	2	3
151	в жизни	3	3
152	но не	10	3
153	очень много	3	3
154	и это	5	3
155	в данном	7	3
156	на этой	2	3
157	а в	13	3
158	не вполне	7	3
159	в нем	11	3
160	указывают на	2	3
161	в ней	3	3
162	не то	2	3
163	для нас	6	3
164	же не	2	3
165	в сторону	3	3
166	было бы	5	3
167	и по	6	3
168	таким же	5	3
169	случаях когда	2	3
170	во всем	3	3
171	если же	2	3
172	же как	8	3
173	тот же	2	3
174	как мы	11	3
175	образом и	2	2
176	он все	5	2
177	одна из	2	2
178	другими словами	2	2
179	тех же	2	2
180	что представление	2	2
181	то и	7	2
182	они могут	2	2
183	независимо от	3	2
184	но как	2	2
185	из этой	2	2
186	и ее	3	2
187	есть только	4	2
188	чтобы быть	3	2
189	то время	2	2
190	что она	8	2
191	в другом	11	2
192	эти черты	2	2
193	но если	2	2
194	на него	4	2
195	друг друга	6	2
196	однако это	4	2
197	как не	2	2
198	к тем	2	2
199	этих двух	2	2
200	в виду	2	2
201	не было	2	2
202	он должен	3	2
203	в частности	6	2
204	что они	14	2
205	такой же	3	2
206	одной и	2	2
207	никто не	2	2
208	не знает	2	2
209	только тогда	2	2
210	мы видели	18	2
211	на нее	4	2
212	от них	5	2
213	на месте	2	2
214	и так	3	2
215	представления об	2	2
216	не имеет	3	2
217	что у	4	2
218	к нему	12	2
219	она не	4	2
220	со своими	2	2
221	на том	3	2
222	они не	4	2
223	в котором	5	2
224	если это	4	2
225	их в	6	2
226	время от	2	2
227	те же	2	2
228	вступают в	4	2
229	и там	6	2
230	ту же	2	2
231	в свою	5	2
232	этот вопрос	3	2
233	что на	6	2
234	в которых	7	2
235	одной стороны	2	2
236	но для	2	2
237	между прочим	4	2
238	на этом	5	2
239	если он	2	2
240	что за	3	2
241	по этому	2	2
242	где находится	2	2
243	в них	6	2
244	только не	2	2
245	можно ли	3	2
246	со своей	2	2
247	что же	2	2
248	совершенно ясно	2	2
249	всяком случае	2	2
250	жизни и	2	2
251	и некоторые	3	2
252	а затем	6	2
253	с ними	5	2
254	во всяком	2	2
255	и уже	2	2
256	из него	3	2
257	и его	10	2
258	и только	6	2
259	с ее	2	2
260	не следует	2	2
261	и более	3	2
262	этого слова	3	2
263	в себя	3	2
264	той же	3	2
265	я не	3	2
266	вовсе не	3	2
267	многих других	2	2
