N	2gram	Bakhtin_Fr	Freidism
1	и не	13	34
2	таким образом	34	34
3	точки зрения	6	31
4	не может	4	30
5	может быть	5	28
6	и в	73	28
7	в этом	21	28
8	прежде всего	18	26
9	в его	18	25
10	и его	18	22
11	с помощью	11	20
12	как бы	15	19
13	как мы	19	18
14	то что	12	17
15	вовсе не	11	16
16	так как	9	15
17	точка зрения	2	15
18	с точки	4	15
19	все эти	24	15
20	самом деле	4	14
21	так и	13	14
22	в своей	4	14
23	с ним	6	14
24	во всех	13	13
25	и все	19	13
26	но в	12	13
27	как и	19	13
28	по отношению	3	13
29	и потому	6	12
30	том что	8	12
31	то же	16	12
32	что он	8	12
33	мы видели	7	12
34	ни в	7	12
35	в самом	9	12
36	и наконец	6	12
37	для него	7	12
38	все это	19	12
39	сказать что	4	11
40	его в	3	11
41	отношению к	3	11
42	только в	7	11
43	никогда не	6	10
44	и с	17	10
45	все те	2	10
46	не только	11	10
47	но и	15	10
48	не в	12	10
49	он не	4	10
50	в том	13	10
51	мы уже	25	10
52	все что	5	10
53	один из	5	10
54	тот же	3	10
55	конечно не	2	10
56	к этому	5	9
57	те же	3	9
58	и др	12	9
59	к нему	7	9
60	в чем	3	9
61	уже не	2	9
62	и на	12	9
63	мы не	2	9
64	а не	2	9
65	во всяком	2	9
66	с его	5	9
67	все же	2	8
68	с этим	4	8
69	было бы	5	8
70	оно и	3	8
71	и вот	3	8
72	еще не	3	8
73	а в	10	8
74	в ней	10	8
75	на этом	6	8
76	при этом	5	8
77	так сказать	5	7
78	не могут	3	7
79	до конца	5	7
80	в то	14	7
81	в себе	16	7
82	что в	14	7
83	и ее	2	7
84	и для	8	7
85	отношение к	3	7
86	роль в	4	7
87	того что	5	7
88	и у	7	7
89	что все	3	7
90	более того	3	7
91	с самого	2	7
92	об этом	2	7
93	связь с	2	7
94	в нем	18	7
95	если мы	2	7
96	и к	6	7
97	из них	6	7
98	и прежде	2	7
99	жизни и	6	7
100	в этой	18	7
101	одно из	2	6
102	на самом	2	6
103	для этого	2	6
104	мы имеем	2	6
105	в человеке	2	6
106	человека и	3	6
107	всех этих	2	6
108	и о	2	6
109	к тому	2	6
110	чем же	2	6
111	в свою	3	6
112	большинстве случаев	9	6
113	совсем не	3	6
114	здесь в	9	6
115	как раз	3	6
116	и что	5	6
117	же время	12	6
118	во время	12	6
119	учение о	2	6
120	в основе	3	6
121	что это	9	5
122	ничего не	4	5
123	в заключение	2	5
124	тех же	2	5
125	в которой	3	5
126	и по	4	5
127	другими словами	2	5
128	во второй	3	5
129	со всеми	4	5
130	на первый	2	5
131	и те	5	5
132	между ними	2	5
133	в этих	6	5
134	как это	2	5
135	не знает	4	5
136	конечно и	4	5
137	что и	6	5
138	таким путем	2	5
139	в более	4	5
140	далеко не	2	5
141	в большинстве	9	5
142	это не	7	5
143	той же	9	5
144	в процессе	3	5
145	в следующей	7	5
146	того чтобы	2	5
147	не было	4	5
148	в ее	6	5
149	с ними	4	5
150	он сам	4	5
151	и до	14	5
152	в себя	3	5
153	вместе с	9	5
154	человека в	3	4
155	одна из	7	4
156	и вообще	3	4
157	в таких	2	4
158	все время	4	4
159	характер и	2	4
160	его к	3	4
161	так же	11	4
162	и образы	5	4
163	но это	3	4
164	в развитии	2	4
165	в области	3	4
166	связанных с	5	4
167	мысли и	3	4
168	с ее	3	4
169	в другом	4	4
170	на него	2	4
171	этом отношении	3	4
172	и может	2	4
173	мы увидим	4	4
174	в виду	4	4
175	в основном	2	4
176	нигде не	2	4
177	свою очередь	3	4
178	только на	2	4
179	у него	13	4
180	может стать	2	4
181	как в	9	4
182	между собой	2	4
183	в своем	13	4
184	только с	2	4
185	влияние на	5	4
186	по своему	3	4
187	так называемый	3	4
188	а только	2	4
189	в котором	4	4
190	связанные с	4	4
191	потому что	9	4
192	именно в	4	4
193	уже указывали	2	4
194	все основные	3	4
195	и т.п	21	4
196	выражение в	3	4
197	мы находим	3	4
198	по себе	2	4
199	отметить что	2	4
200	сам по	2	4
201	в истории	3	4
202	первый план	2	4
203	в данном	3	4
204	слова и	2	4
205	я не	3	4
206	конечно в	2	3
207	и то	3	3
208	и от	10	3
209	все то	3	3
210	и смерть	3	3
211	в силах	2	3
212	в эпоху	13	3
213	не будем	2	3
214	в результате	7	3
215	борьба с	3	3
216	к себе	3	3
217	и даже	4	3
218	он дает	5	3
219	связанное с	2	3
220	и как	5	3
221	на место	4	3
222	отца и	2	3
223	на все	2	3
224	он был	7	3
225	одним из	3	3
226	у нас	4	3
227	и со	2	3
