N	3gram	Bakhtin_fo	Myshleni
1	в том что	4	133
2	с точки зрения	9	89
3	для того чтобы	11	78
4	по сравнению с	3	45
5	по отношению к	3	42
6	с одной стороны	3	39
7	так же как	2	39
8	с самого начала	3	36
9	друг с другом	5	35
10	в этом отношении	5	30
11	вместе с тем	3	26
12	о том что	2	25
13	не может быть	4	23
14	в то время	3	22
15	то время как	2	20
16	в отличие от	3	18
17	до сих пор	4	17
18	одного и того	6	17
19	в связи с	12	17
20	же как и	2	17
21	и того же	6	17
22	в данном случае	2	15
23	друг от друга	2	14
24	мы уже говорили	6	14
25	это значит что	2	13
26	в другом месте	2	13
27	на первый план	2	12
28	одно и то	4	12
29	и то же	4	12
30	как мы уже	11	11
31	одной стороны и	2	10
32	в том числе	7	10
33	друг на друга	4	10
34	том числе и	4	10
35	друг к другу	2	9
36	как и в	3	9
37	с тем что	2	9
38	все более и	2	8
39	более и более	2	8
40	той или иной	3	8
41	в том же	3	8
42	о том как	2	7
43	как раз в	4	7
44	лежит в основе	2	6
45	все эти особенности	2	6
46	и в частности	2	6
47	но он не	2	5
48	но все же	3	5
49	в то же	10	5
50	и как бы	2	5
51	между этими двумя	3	5
52	и в этом	2	5
53	прежде всего в	3	5
54	как если бы	2	5
55	так как он	2	5
56	сами по себе	2	5
57	как мы увидим	2	5
58	не только в	6	5
59	к вопросу о	2	4
60	но и в	5	4
61	таким образом и	2	4
62	но для того	2	3
63	все же в	2	3
64	в соответствии с	2	3
65	одна и та	2	3
66	с ним но	2	3
67	связи с этим	4	3
68	и та же	2	3
69	в значительной мере	2	3
70	по самому своему	2	3
71	имеем в виду	3	3
72	мы имеем в	2	3
73	как раз и	2	3
74	понятно что в	2	3
75	к тому же	2	3
76	а следовательно и	3	3
77	и во всех	3	3
78	то же время	13	3
79	дело в том	2	3
80	во всех этих	2	2
81	наряду с этим	3	2
82	как и для	2	2
83	же что и	3	2
84	и не только	2	2
85	того чтобы они	4	2
86	нашей точки зрения	3	2
87	но в этом	2	2
88	в одно и	3	2
89	и во всей	2	2
90	само собой разумеется	2	2
91	с нашей точки	3	2
92	тем более что	2	2
93	того что было	2	2
94	собой разумеется что	2	2
95	мы будем говорить	2	2
96	в большинстве случаев	2	2
97	в той или	2	2
98	и до конца	2	2
99	на протяжении всего	2	2
