N	2gram	Tiupa_Anal	Tvorches
1	и в	36	56
2	как бы	14	41
3	в его	12	37
4	в романе	3	34
5	в то	8	30
6	то же	7	25
7	не только	40	24
8	но в	8	24
9	в году	5	24
10	же время	7	24
11	то есть	15	23
12	и его	18	23
13	и не	14	23
14	а в	17	23
15	как и	27	23
16	в этом	19	22
17	в том	16	21
18	что в	15	21
19	том что	19	19
20	он не	9	19
21	может быть	19	19
22	у него	2	18
23	то что	5	18
24	что он	5	17
25	все это	5	17
26	и на	5	17
27	таким образом	4	17
28	никогда не	7	16
29	прежде всего	7	16
30	как в	9	16
31	при этом	19	16
32	не может	3	16
33	но и	26	16
34	в этой	10	15
35	с его	15	15
36	но это	3	15
37	в мире	17	15
38	это не	4	14
39	и даже	12	14
40	времени в	3	13
41	о том	9	13
42	а не	16	13
43	тем самым	8	12
44	в целом	8	12
45	все же	6	11
46	в своей	12	11
47	для него	8	11
48	отнюдь не	7	11
49	в конце	6	10
50	не в	9	10
51	так и	19	10
52	уже в	5	10
53	в русской	9	10
54	по нашему	3	10
55	но не	13	10
56	в самом	7	10
57	когда он	2	10
58	он сам	2	10
59	только в	9	10
60	в свою	9	9
61	по природе	3	9
62	в нем	3	9
63	один из	6	9
64	а затем	2	9
65	и от	3	9
66	человека в	3	9
67	жизни в	4	9
68	в своих	3	9
69	первой части	2	9
70	даже в	6	8
71	в себе	7	8
72	человека и	2	8
73	по сути	2	8
74	в их	7	8
75	одной из	6	8
76	не менее	9	8
77	на его	3	8
78	тогда как	37	8
79	вовсе не	2	8
80	к этому	3	8
81	об этом	3	8
82	в соответствии	5	8
83	еще не	7	8
84	именно в	4	8
85	соответствии с	3	8
86	хотя и	4	8
87	вместе с	3	8
88	казалось бы	4	7
89	самом деле	2	7
90	читателя в	3	7
91	своего рода	17	7
92	в чем	2	7
93	например в	2	7
94	в дальнейшем	2	7
95	и он	4	7
96	что она	3	7
97	в этих	2	7
98	русской литературе	6	7
99	не случайно	13	7
100	во сне	3	7
101	уже не	9	7
102	и сам	8	7
103	его в	4	6
104	приводит к	5	6
105	и далее	2	6
106	ли не	5	6
107	так что	2	6
108	и все	3	6
109	на эту	2	6
110	место в	4	6
111	не столько	4	6
112	все эти	2	6
113	в принципе	3	6
114	и ее	3	6
115	одна из	6	6
116	конечном счете	5	6
117	и как	5	6
118	если бы	2	6
119	в конечном	5	6
120	в момент	3	6
121	с ним	2	6
122	ничего не	3	5
123	в одной	2	5
124	по отношению	9	5
125	но эта	2	5
126	в своем	7	5
127	а с	2	5
128	не так	2	5
129	в них	4	5
130	самим собой	3	5
131	у пушкина	3	5
132	что не	3	5
133	что и	10	5
134	в ее	5	5
135	мы не	4	5
136	и по	3	5
137	что они	3	5
138	тот же	3	5
139	с этим	4	5
140	в первой	10	5
141	дело не	3	5
142	между тем	8	5
143	героя и	7	5
144	маленького человека	2	5
145	как у	3	5
146	отношению к	9	5
147	в литературе	3	5
148	что у	3	5
149	с другой	10	5
150	как правило	6	5
151	из них	4	5
152	я не	3	5
153	не было	3	5
154	в таком	2	5
155	но с	3	5
156	перед нами	7	4
157	и потому	3	4
158	крайней мере	5	4
159	он же	2	4
160	роль в	5	4
161	это и	4	4
162	в частности	19	4
163	как это	7	4
164	отличие от	5	4
165	не знает	2	4
166	того что	4	4
167	сюжета и	2	4
168	точки зрения	3	4
169	так в	4	4
170	что на	3	4
171	могут быть	4	4
172	а а	5	4
173	однако в	6	4
174	с ними	2	4
175	о его	3	4
176	и я	3	4
177	главного героя	2	4
178	который в	4	4
179	в основе	2	4
180	как известно	3	4
181	говорит о	3	4
182	восходит к	4	4
183	так сказать	2	4
184	по преимуществу	3	4
185	дело в	3	4
186	в каждом	4	4
187	себя в	6	4
188	и одновременно	6	4
189	наш взгляд	5	4
190	превращается в	3	4
191	тем что	3	4
192	но без	2	4
193	такой же	2	4
194	ведет к	2	4
195	по крайней	5	4
196	в отличие	5	4
197	не мог	4	4
198	далеко не	8	4
199	личности и	4	4
200	представляет собой	7	4
201	личности в	5	4
202	на наш	5	4
203	к жизни	5	4
204	с точки	2	4
205	говорить о	6	4
206	в финале	7	4
207	той же	7	4
208	в ходе	3	3
209	не есть	6	3
210	вплоть до	5	3
211	в другом	3	3
212	отношение к	2	3
213	как к	2	3
214	едва ли	6	3
215	для себя	2	3
216	к которому	2	3
217	таком случае	2	3
218	и тем	3	3
219	со стороны	12	3
220	в искусстве	3	3
221	любви к	2	3
222	о котором	2	3
223	как уже	4	3
224	к тому	10	3
225	гораздо более	3	3
226	может служить	2	3
227	к самому	2	3
228	связь с	3	3
229	в ней	2	3
230	одного из	4	3
231	на себя	5	3
232	другой стороны	7	3
233	всяком случае	6	3
234	и до	2	3
235	там где	2	3
236	в первом	2	3
237	можно сказать	5	3
238	как мы	4	3
239	но зато	2	3
240	да и	3	3
241	сказать что	2	3
242	если в	3	3
243	в стихах	2	3
244	этого персонажа	3	3
245	во многих	2	3
246	то в	4	3
247	авторской позиции	2	3
248	до этого	2	3
249	время в	2	3
250	из этих	4	3
251	в начале	10	3
252	его как	3	3
253	с ее	3	3
254	мысль о	3	3
255	во второй	8	3
256	я и	6	3
257	лишь в	9	3
258	и вот	2	3
259	не является	5	3
260	ее в	2	3
261	и их	3	3
262	то у	2	3
263	со всеми	2	3
264	не с	3	3
265	в жизни	2	3
266	автора и	5	3
267	в себя	6	3
268	и если	2	3
269	и к	7	3
270	на этом	2	3
271	он и	4	3
272	по себе	6	3
273	несмотря на	2	3
274	жизни и	2	3
275	перед ним	2	3
276	сводится к	5	3
277	и что	2	3
278	во всяком	6	3
279	из повести	2	3
280	или в	4	3
281	тому же	7	3
282	жизни но	4	3
283	в одном	4	3
284	данном случае	11	2
285	от автора	2	2
286	которого он	2	2
287	в отношении	2	2
288	к одному	2	2
289	в таких	2	2
290	в доме	2	2
291	не могут	2	2
292	но как	4	2
293	о чем	5	2
294	в гробовщике	7	2
295	в тех	2	2
296	лицо его	2	2
297	включает в	2	2
298	в силу	2	2
299	по своей	5	2
300	уже по	2	2
301	его из	2	2
302	есть не	2	2
303	в стихотворении	4	2
304	свою очередь	7	2
305	в одно	2	2
306	но сам	2	2
307	с тем	2	2
308	говорилось выше	2	2
309	она не	3	2
310	того же	7	2
311	жизнь в	2	2
312	которая в	2	2
313	и без	3	2
314	характер в	2	2
315	однако все	2	2
316	ответ на	3	2
317	грань между	2	2
318	с героем	2	2
319	в известном	2	2
320	у а	2	2
321	не видно	2	2
322	нуждается в	2	2
323	не будет	3	2
324	с лизой	2	2
325	героя а	2	2
326	пушкина и	3	2
327	было бы	6	2
328	же в	5	2
329	в сущности	5	2
330	он был	3	2
331	в качестве	22	2
332	во время	2	2
333	значение в	2	2
334	в действительности	2	2
