N	2gram	Losev_Prob	Problema
1	то есть	63	46
2	в его	10	43
3	и не	56	42
4	и в	62	38
5	не может	14	27
6	может быть	39	26
7	как бы	11	22
8	в художественном	5	20
9	отнюдь не	16	19
10	и с	11	17
11	и его	12	16
12	в этом	25	15
13	в нем	13	15
14	и т	20	14
15	независимо от	4	13
16	прежде всего	13	13
17	только в	33	13
18	за пределы	6	12
19	но не	6	12
20	в искусстве	4	12
21	во всех	4	11
22	художественного произведения	14	11
23	в области	2	11
24	и для	5	11
25	ни в	17	11
26	в их	2	10
27	таким образом	13	10
28	к нему	3	10
29	не только	33	9
30	его в	4	9
31	но и	20	9
32	не имеет	12	9
33	входит в	3	8
34	для нее	2	8
35	и как	4	8
36	в том	35	8
37	художественное произведение	9	8
38	то что	42	8
39	точки зрения	14	8
40	было бы	14	8
41	но отнюдь	2	7
42	не в	21	7
43	совершенно не	7	7
44	еще не	12	7
45	что в	11	7
46	вообще не	5	7
47	с другой	14	7
48	как и	15	7
49	в самом	4	7
50	в своей	8	7
51	как мы	12	7
52	можно только	3	6
53	мы можем	11	6
54	ничего не	4	6
55	и наконец	2	6
56	самом деле	6	6
57	все же	10	6
58	в пределах	3	6
59	а в	9	6
60	дело с	3	6
61	не есть	57	6
62	есть чисто	2	6
63	произведение в	2	6
64	с точки	9	6
65	содержания и	3	6
66	только как	3	6
67	отношения к	3	6
68	не к	2	6
69	никогда не	7	5
70	это не	10	5
71	могут быть	2	5
72	не нужно	2	5
73	и прежде	3	5
74	то же	23	5
75	все они	5	5
76	и о	8	5
77	так и	16	5
78	в отличие	2	5
79	в своем	7	5
80	формы и	3	5
81	может иметь	4	5
82	отличие от	3	5
83	в них	6	5
84	произведения в	2	5
85	при этом	9	5
86	все эти	14	5
87	конечно не	3	5
88	не на	2	5
89	а не	28	5
90	с ним	11	5
91	художественном произведении	3	5
92	в основе	3	5
93	сказать что	24	4
94	данном случае	12	4
95	относится к	4	4
96	на самом	13	4
97	тем самым	9	4
98	хотя бы	6	4
99	и потому	13	4
100	в данном	14	4
101	в себе	23	4
102	можно было	7	4
103	представлять себе	2	4
104	своим предметом	2	4
105	в виду	20	4
106	мы здесь	2	4
107	но они	4	4
108	в то	18	4
109	конечно и	2	4
110	не менее	24	4
111	но в	17	4
112	о том	14	4
113	в ней	12	4
114	что не	4	4
115	другой стороны	11	4
116	которых мы	2	4
117	как в	10	4
118	здесь не	11	4
119	в ее	6	4
120	в других	2	4
121	с ними	2	4
122	перестает быть	3	4
123	и только	10	4
124	в нашем	13	4
125	да и	9	3
126	и от	11	3
127	слова но	3	3
128	том что	25	3
129	от него	2	3
130	она может	2	3
131	но это	13	3
132	в тех	3	3
133	говорить о	7	3
134	его как	3	3
135	не будем	4	3
136	тем не	23	3
137	на него	3	3
138	едва ли	8	3
139	если бы	9	3
140	кроме того	5	3
141	слова и	3	3
142	и тем	16	3
143	а как	2	3
144	сказать и	2	3
145	не является	19	3
146	ни было	5	3
147	в целом	9	3
148	действительности и	2	3
149	в известной	3	3
150	как только	3	3
151	с одной	3	3
152	в слове	4	3
153	или как	4	3
154	также и	22	3
155	и это	11	3
156	и все	13	3
157	с другими	6	3
158	и к	9	3
159	одной стороны	2	3
160	этом смысле	5	3
161	на ее	2	3
162	и на	4	3
163	несмотря на	4	3
164	мы в	6	3
165	и содержания	2	3
166	то ни	7	3
167	как нечто	9	3
168	все это	9	3
169	природы и	3	3
170	в таком	11	3
171	он не	10	3
172	но с	2	3
173	хотя и	9	3
174	мы будем	3	3
175	и даже	21	3
176	имеем дело	2	3
177	бы то	5	3
178	искусства и	3	3
179	ясно что	11	3
180	по поводу	3	2
181	и вообще	20	2
182	но она	2	2
183	что это	3	2
184	в таких	3	2
185	или иного	5	2
186	не могли	2	2
187	о которых	3	2
188	или иной	20	2
189	дает нам	2	2
190	того или	8	2
191	мы должны	13	2
192	мы имеем	7	2
193	но как	6	2
194	и он	3	2
195	не имеют	4	2
196	том как	4	2
197	а к	2	2
198	в начале	3	2
199	и ее	7	2
200	узком смысле	2	2
201	дело в	6	2
202	особенно в	2	2
203	есть только	5	2
204	себя в	4	2
205	к этому	2	2
206	с самим	4	2
207	что все	2	2
208	отличается от	8	2
209	в значительной	2	2
210	другими словами	9	2
211	и у	2	2
212	и здесь	8	2
213	есть не	13	2
214	в виде	20	2
215	в другом	4	2
216	или в	7	2
217	тем что	8	2
218	бы не	2	2
219	в связи	9	2
220	относится и	3	2
221	себе не	2	2
222	для того	5	2
223	и при	2	2
224	в этих	6	2
225	у нас	17	2
226	что он	16	2
227	и другие	4	2
228	в частности	4	2
229	и вся	2	2
230	нами в	2	2
231	чем не	4	2
232	как это	4	2
233	ни к	3	2
234	была бы	2	2
235	в чем	5	2
236	его не	2	2
237	поэтому в	2	2
238	же самое	20	2
239	и значение	3	2
240	по существу	2	2
241	самим собою	2	2
242	действительности но	3	2
243	ни с	5	2
244	в него	2	2
245	и искусства	3	2
246	без всякой	3	2
247	она не	3	2
248	а только	9	2
249	на то	6	2
250	он может	2	2
251	в самой	4	2
252	в котором	3	2
253	в нашей	4	2
254	не вполне	3	2
255	в своих	2	2
256	только при	10	2
257	значение но	2	2
258	ни одна	2	2
259	в эстетике	2	2
260	что оно	4	2
261	произведения и	2	2
262	как таковой	2	2
263	из которых	6	2
264	метафора и	2	2
265	смысле слова	19	2
266	не можем	5	2
267	здесь в	3	2
268	раз и	6	2
269	то или	5	2
270	того чтобы	4	2
271	что и	11	2
272	не было	6	2
273	для науки	2	2
274	и что	9	2
275	и во	5	2
276	того что	10	2
277	той или	22	2
278	связи с	10	2
279	на первый	6	2
280	здесь мы	5	2
281	и есть	9	2
282	в истории	4	2
283	случае не	7	2
284	первый план	3	2
285	и весь	2	2
286	во всем	2	2
287	и более	6	2
288	можно сказать	10	2
289	не обходится	2	2
290	и именно	2	2
291	или иное	3	2
292	вовсе не	62	2
293	чем в	2	2
