N	3gram	Propp_Isto	Problema
1	тем не менее	6	56
2	о том что	5	39
3	в том что	4	37
4	и т д	36	33
5	в связи с	6	29
6	в данном случае	2	28
7	с другой стороны	10	25
8	и то что	3	20
9	на то что	3	19
10	для того чтобы	3	17
11	точно так же	3	16
12	и тем не	2	15
13	до сих пор	7	14
14	в этом случае	13	14
15	это значит что	2	13
16	не может быть	6	12
17	в то время	3	12
18	то время как	3	12
19	с одной стороны	7	11
20	вместе с тем	7	10
21	не только в	2	10
22	и тем самым	2	10
23	только тогда когда	2	8
24	потому что он	5	8
25	мы не будем	3	8
26	но и в	2	7
27	о том как	4	7
28	и то же	2	6
29	так и в	2	6
30	в том смысле	2	6
31	же как и	4	5
32	одно и то	2	5
33	так же как	10	5
34	в том числе	3	5
35	во всех этих	2	4
36	как мы видели	2	4
37	и вместе с	3	4
38	этой точки зрения	2	4
39	не потому что	2	4
40	в таких случаях	2	4
41	даже если бы	2	4
42	в это время	2	4
43	это уже не	2	4
44	но все же	6	4
45	на том что	3	4
46	в этих случаях	7	4
47	подобно тому как	2	4
48	том числе и	2	4
49	в том чтобы	2	4
50	но уже в	2	3
51	после того как	4	3
52	чем перейти к	2	3
53	но это не	2	3
54	с этой точки	2	3
55	мы не знаем	2	3
56	мы увидим ниже	4	3
57	как и в	4	3
58	здесь мы имеем	4	3
59	что и в	3	3
60	если бы мы	3	3
61	то что он	2	3
62	если не считать	2	3
63	как мы увидим	4	3
64	мы уже видели	2	3
65	тем что он	3	3
66	мы имеем в	2	2
67	мы до сих	2	2
68	не будем здесь	2	2
69	по отношению к	2	2
70	там где нет	2	2
71	что представление о	2	2
72	ничего не говорит	2	2
73	так как он	2	2
74	т д все	2	2
75	таким образом в	2	2
76	здесь как и	2	2
77	в нем и	3	2
