N	2gram	Trubetskoy	Literetu
1	а не	5	50
2	и не	8	47
3	не только	10	46
4	и в	26	44
5	может быть	10	43
6	при этом	3	41
7	но и	9	41
8	в том	11	39
9	в этом	15	38
10	том что	7	32
11	то что	7	29
12	в мире	5	28
13	в качестве	3	27
14	состоит в	2	26
15	то же	4	26
16	в то	4	23
17	не в	2	22
18	так и	6	22
19	того что	3	22
20	не может	4	22
21	же время	2	21
22	в себе	6	20
23	прежде всего	2	19
24	как бы	12	18
25	то есть	4	17
26	точки зрения	13	17
27	в его	5	17
28	с другой	8	17
29	в этой	4	16
30	не менее	3	15
31	только в	4	15
32	что он	4	14
33	в рамках	3	14
34	и даже	3	14
35	в своем	3	13
36	с одной	7	13
37	но не	8	13
38	уже не	3	13
39	а также	2	12
40	еще не	2	12
41	одним из	2	12
42	отношению к	3	12
43	о том	6	12
44	одной стороны	7	12
45	никогда не	5	11
46	с его	2	11
47	а в	4	11
48	или иначе	3	11
49	вместе с	15	11
50	этом отношении	2	10
51	в области	9	10
52	что в	9	10
53	так или	3	10
54	из них	7	10
55	и на	2	10
56	потому что	7	10
57	жизни и	2	10
58	одно из	2	9
59	к тому	6	9
60	один из	2	9
61	связи с	9	9
62	в начале	2	9
63	лишь в	5	9
64	с этой	3	9
65	и т.д	6	9
66	представляет собой	3	9
67	вплоть до	2	8
68	в конце	6	8
69	все же	6	8
70	по существу	2	8
71	но в	7	8
72	того же	6	8
73	уже в	2	8
74	в глазах	2	8
75	для него	3	8
76	и как	3	8
77	с точки	6	8
78	для всех	2	7
79	не как	2	7
80	по своей	2	7
81	наконец в	2	7
82	для этого	2	7
83	и для	5	7
84	перестает быть	2	7
85	именно в	2	7
86	в самом	4	7
87	и с	10	7
88	в одном	3	7
89	в нем	4	7
90	он не	4	7
91	тому же	5	7
92	в виду	2	6
93	не было	2	6
94	во всех	2	6
95	и наконец	2	6
96	как о	3	6
97	далеко не	4	6
98	том числе	5	6
99	и только	4	6
100	как на	8	6
101	или иной	2	5
102	вслед за	2	5
103	так как	9	5
104	этот путь	2	5
105	так что	3	5
106	между тем	2	5
107	несмотря на	6	5
108	этой точки	2	5
109	что и	6	5
110	в связи	3	5
111	хотя бы	3	5
112	в россии	2	5
113	тем не	3	5
114	ни было	2	5
115	в силу	5	5
116	не с	2	5
117	и если	3	5
118	и к	5	5
119	к жизни	5	5
120	не к	2	5
121	но с	3	5
122	русской культуры	15	4
123	в свою	2	4
124	только для	2	4
125	за собой	3	4
126	не всегда	2	4
127	с тем	18	4
128	общего с	2	4
129	и все	2	4
130	в них	2	4
131	во всяком	6	4
132	бы то	2	4
133	одной из	5	4
134	но при	2	4
135	к этому	3	4
136	он один	2	4
137	для того	5	4
138	никем не	2	4
139	со всеми	2	4
140	можно сказать	3	4
141	на то	2	4
142	приводит к	2	4
143	ко всему	2	4
144	не вполне	3	4
145	свидетельствует о	2	4
146	из этого	2	4
147	и что	4	4
148	то ни	2	4
149	таким образом	22	4
150	и нет	3	4
151	и потому	6	3
152	так же	5	3
153	тех пор	2	3
154	крайней мере	5	3
155	в отношении	6	3
156	еще на	2	3
157	отношение к	5	3
158	но по	3	3
159	без остатка	2	3
160	а с	7	3
161	и о	3	3
162	духовной культуры	3	3
163	той или	2	3
164	же как	3	3
165	того чтобы	5	3
166	числе и	4	3
167	все эти	6	3
168	то с	3	3
169	и тогда	4	3
170	жизни по	2	3
171	во время	4	3
172	всем и	2	3
173	как от	2	3
174	тот же	2	3
175	на нее	3	3
176	относится к	2	3
177	если в	3	3
178	и от	4	3
179	взгляд на	2	3
180	с ней	3	3
181	из своих	2	3
182	мысль о	2	3
183	если бы	3	3
184	превращается в	2	3
185	в этих	4	3
186	по крайней	5	3
187	не могло	2	3
188	не имеет	5	3
189	и является	2	3
190	он в	2	3
191	когда он	3	3
192	путь к	3	3
193	если не	2	3
194	из которых	4	3
195	всяком случае	6	3
196	все что	2	3
197	ничего общего	2	3
198	же самое	2	3
199	и перед	2	3
200	а так	3	3
201	к своим	4	2
202	начиная с	2	2
203	с тех	2	2
204	с идеей	2	2
205	и у	8	2
206	и вместе	4	2
207	у них	3	2
208	и при	3	2
209	при таком	2	2
210	его не	2	2
211	всех других	2	2
212	к его	2	2
213	так например	2	2
214	к нему	7	2
215	в общем	8	2
216	ему в	2	2
217	богом и	2	2
218	тогда когда	2	2
219	в русском	2	2
220	и по	4	2
221	своей индивидуальности	3	2
222	сказать что	2	2
223	к достижению	3	2
224	с другими	4	2
225	в результате	3	2
226	из этих	10	2
227	к концу	3	2
228	в значительной	3	2
229	культуры на	2	2
230	культуры и	3	2
231	в котором	4	2
232	только не	2	2
233	так чтобы	2	2
234	можно назвать	2	2
235	в таком	3	2
236	от бога	2	2
237	мы имеем	2	2
