N	2gram	Voloshinov	Hudozhes
1	в качестве	2	31
2	в мире	2	24
3	и в	28	23
4	не только	10	20
5	в том	10	20
6	может быть	28	19
7	при этом	8	19
8	и не	34	16
9	внутренней речи	5	14
10	но и	10	14
11	а в	8	13
12	в себе	7	13
13	но не	7	13
14	а не	9	13
15	произведение искусства	2	12
16	то же	12	12
17	такого рода	2	12
18	в этом	28	12
19	и его	22	12
20	так и	14	12
21	как бы	19	11
22	точки зрения	31	11
23	представляет собой	2	11
24	в его	25	11
25	сводится к	4	11
26	но в	13	10
27	по отношению	13	10
28	отношению к	11	10
29	не в	10	9
30	в душе	13	9
31	или иной	2	9
32	том что	12	9
33	не может	30	9
34	с другой	2	9
35	в искусстве	3	9
36	особого рода	2	8
37	в то	7	8
38	себя в	3	8
39	в области	4	8
40	в самом	12	7
41	и т.п	4	7
42	отношение к	7	7
43	я и	7	7
44	в своей	14	7
45	только в	11	7
46	же время	6	7
47	как это	5	7
48	что в	7	7
49	отличие от	2	7
50	в отличие	2	7
51	в основе	6	7
52	мы имеем	6	6
53	уже не	9	6
54	приводит к	3	6
55	а также	2	6
56	в нем	7	6
57	с ее	4	6
58	можно сказать	6	6
59	в ее	5	6
60	с его	9	6
61	ни в	12	5
62	с другими	8	5
63	конечном счете	3	5
64	могут быть	9	5
65	в конечном	3	5
66	между ними	5	5
67	как к	2	5
68	хх века	2	5
69	для того	6	5
70	того чтобы	5	5
71	в виду	4	5
72	а на	2	5
73	со стороны	5	5
74	в их	2	5
75	не является	7	5
76	что он	12	5
77	то что	17	5
78	не менее	6	5
79	прежде всего	26	5
80	того что	7	5
81	для него	12	5
82	и то	3	4
83	сказать что	11	4
84	в отношении	2	4
85	его в	11	4
86	далеко не	5	4
87	это не	5	4
88	для себя	2	4
89	а только	4	4
90	к тому	6	4
91	речи и	2	4
92	из которого	4	4
93	на почве	3	4
94	между тем	3	4
95	входит в	2	4
96	в данном	4	4
97	во втором	3	4
98	в другом	4	4
99	не знает	5	4
100	и как	3	4
101	еще не	8	4
102	и тем	2	4
103	и что	6	4
104	роли в	2	4
105	говорить о	5	4
106	сознания в	3	4
107	в этих	5	4
108	он не	10	4
109	не следует	2	4
110	по пути	2	4
111	и о	6	4
112	без исключения	2	4
113	отношения к	2	4
114	в себя	5	4
115	в своем	4	4
116	в жизни	7	3
117	к нему	9	3
118	и для	7	3
119	по своему	4	3
120	и притом	3	3
121	и ее	7	3
122	за пределами	2	3
123	как совокупность	2	3
124	внешнего мира	2	3
125	читателя в	3	3
126	как и	13	3
127	того же	3	3
128	их в	3	3
129	но их	2	3
130	потому что	4	3
131	одной стороны	2	3
132	по преимуществу	2	3
133	в целом	4	3
134	к его	3	3
135	в свою	6	3
136	и к	7	3
137	во всех	13	3
138	личности и	4	3
139	человека с	3	3
140	тем не	4	3
141	а именно	2	3
142	из этих	6	3
143	и на	9	3
144	мог бы	2	3
145	если бы	4	3
146	и прежде	7	3
147	как раз	6	3
148	с точки	15	3
149	он должен	2	3
150	себя и	4	3
151	таким образом	34	3
152	в таком	6	3
153	и сам	3	3
154	в которой	5	3
155	в момент	2	3
156	во всей	3	3
157	в узком	4	3
158	и внешней	4	3
159	этом смысле	2	3
160	на языке	2	3
161	в пределах	6	3
162	в одном	3	3
163	с одной	2	3
164	человека к	4	3
165	никогда не	10	2
166	о том	3	2
167	окружающей его	2	2
168	для понимания	2	2
169	жизни но	2	2
170	в каком	7	2
171	одна из	4	2
172	как в	4	2
173	чтобы не	2	2
174	внутренней и	4	2
175	и др	9	2
176	одно из	6	2
177	ее в	5	2
178	тому что	5	2
179	и потому	12	2
180	от всех	3	2
181	то в	2	2
182	в чем	9	2
183	что такое	6	2
184	именно в	4	2
185	жизни в	3	2
186	но как	2	2
187	все эти	15	2
188	таких случаях	2	2
189	не всегда	4	2
190	о себе	4	2
191	человека и	6	2
192	оно не	3	2
193	что она	5	2
194	с их	5	2
195	должен быть	2	2
196	за пределы	10	2
197	быть и	7	2
198	не входит	2	2
199	дело не	2	2
200	не как	2	2
201	в глаза	2	2
202	так же	4	2
203	из тех	4	2
204	внешней речи	5	2
205	отличается от	2	2
206	об этом	7	2
207	на всех	4	2
208	свою очередь	4	2
209	из которых	2	2
210	и по	5	2
211	между собой	4	2
212	он и	2	2
213	я не	4	2
214	отнюдь не	5	2
215	один из	10	2
216	в них	3	2
217	по себе	4	2
218	таком случае	4	2
219	роль в	7	2
220	но во	3	2
221	на этом	8	2
222	это и	4	2
223	внешнем мире	4	2
224	слова и	4	2
225	мира в	2	2
226	все это	12	2
227	с ними	5	2
228	между двумя	3	2
229	из этого	2	2
230	что и	5	2
231	всей его	2	2
232	во внутренней	3	2
233	то ни	4	2
234	имеет дело	3	2
235	ни одно	2	2
236	ни было	2	2
237	одним из	3	2
238	и может	4	2
239	к своему	2	2
240	и другие	2	2
241	только о	2	2
242	может оказаться	2	2
243	самом деле	14	2
244	случае не	3	2
245	совершенно иной	2	2
246	в нашем	3	2
247	в этой	7	2
248	жизни то	2	2
249	а с	2	2
250	жизни а	2	2
251	с ним	14	2
252	что может	5	2
253	превращается в	2	2
254	этих двух	3	2
255	в какой	3	2
256	вовсе не	16	2
257	как система	2	2
258	заключается в	5	2
259	если мы	7	2
260	во внешнем	12	2
261	на основе	3	2
262	у него	4	2
263	бы то	3	2
