N	3gram	Voloshinov	Komedia
1	в том что	9	29
2	к тому же	2	21
3	до сих пор	10	16
4	то же время	7	16
5	в то же	7	16
6	о том что	2	13
7	в самом деле	13	13
8	для того чтобы	7	11
9	в свою очередь	5	10
10	по отношению к	9	9
11	с одной стороны	2	9
12	с другой стороны	6	8
13	то ни было	11	7
14	бы то ни	11	7
15	в конце концов	3	7
16	во всяком случае	4	7
17	так или иначе	2	7
18	с самого начала	9	7
19	в связи с	12	6
20	с точки зрения	31	6
21	в том числе	3	6
22	до тех пор	2	6
23	в отличие от	7	6
24	то же самое	8	5
25	в этом отношении	4	5
26	том что он	3	5
27	тем не менее	3	5
28	чуть ли не	2	4
29	в достаточной степени	2	4
30	к тому что	4	4
31	можно было бы	2	4
32	и тот же	3	4
33	но все же	4	4
34	более или менее	3	3
35	в чем же	2	3
36	но и в	3	3
37	и речи о	3	3
38	в высшей степени	5	3
39	друг с другом	2	3
40	на то что	2	3
41	один и тот	3	3
42	том числе и	3	3
43	если бы он	3	3
44	но при этом	2	2
45	в большинстве случаев	7	2
46	как мы видели	4	2
47	в первом случае	3	2
48	на первый план	2	2
49	в зависимости от	2	2
50	так и в	2	2
51	не только в	2	2
52	выходят за пределы	3	2
53	в отношении к	7	2
54	как мы знаем	6	2
55	в этом случае	3	2
56	мы не найдем	2	2
57	так же как	2	2
58	как раз эта	2	2
59	или может быть	2	2
60	в этом смысле	2	2
61	их точки зрения	2	2
