N	2gram	Bakhtin_Pr	Problema
1	и в	64	182
2	то есть	3	165
3	и не	55	152
4	вовсе не	12	145
5	то что	21	144
6	не есть	4	113
7	не только	26	104
8	потому что	8	89
9	в этом	33	88
10	может быть	43	82
11	том что	8	81
12	в том	12	81
13	только в	13	73
14	сказать что	4	72
15	но и	26	70
16	у нас	3	68
17	также и	3	68
18	и даже	5	66
19	по себе	16	64
20	не менее	3	58
21	о том	5	57
22	так и	8	56
23	тем не	2	56
24	а не	29	56
25	но в	14	55
26	так что	6	52
27	ни в	5	51
28	для нас	2	50
29	в себе	11	48
30	смысле слова	2	47
31	было бы	8	46
32	в своей	11	45
33	прежде всего	16	45
34	что в	11	44
35	в его	30	44
36	все эти	13	43
37	не в	15	43
38	таким образом	15	42
39	как раз	9	42
40	то же	18	42
41	а именно	2	42
42	если мы	3	42
43	так как	9	40
44	что он	15	40
45	и что	5	40
46	не может	26	39
47	в этой	5	39
48	во всяком	7	39
49	как бы	33	39
50	в данном	2	38
51	никак не	4	37
52	хотя бы	4	37
53	того что	3	37
54	в нем	28	37
55	еще не	10	36
56	есть нечто	2	36
57	точки зрения	31	36
58	и все	6	36
59	и т	14	35
60	в виду	3	34
61	и с	9	34
62	указывает на	2	34
63	как и	25	34
64	уже не	15	34
65	в таком	3	33
66	т д	4	33
67	в то	15	32
68	здесь не	7	32
69	но не	12	32
70	в своем	12	31
71	в конце	8	31
72	связи с	3	31
73	все это	9	31
74	что такое	2	31
75	так же	8	31
76	но это	6	31
77	с другой	7	30
78	и для	7	30
79	в настоящее	3	30
80	настоящее время	3	30
81	как мы	13	29
82	художественный образ	2	29
83	перед нами	12	29
84	все же	11	29
85	об этом	3	29
86	можно сказать	2	29
87	данном случае	2	28
88	и о	7	28
89	что же	9	28
90	мы не	4	28
91	а в	10	28
92	и как	9	27
93	ничего не	8	27
94	и это	8	27
95	хотя и	5	27
96	по крайней	2	26
97	в результате	7	26
98	как будто	4	26
99	это не	12	26
100	крайней мере	2	26
101	да и	2	26
102	другой стороны	6	26
103	и его	21	26
104	с точки	21	25
