N	3gram	Vygotskiy_	Formalny
1	с точки зрения	12	40
2	не может быть	4	29
3	на самом деле	3	21
4	во всяком случае	2	16
5	в связи с	6	16
6	в настоящее время	2	13
7	по отношению к	19	12
8	в самом деле	6	11
9	в этом отношении	7	11
10	в зависимости от	2	10
11	и не может	3	9
12	с другой стороны	8	9
13	как мы видели	4	8
14	для того чтобы	20	8
15	до сих пор	3	8
16	вместе с тем	4	8
17	с одной стороны	10	8
18	в свою очередь	4	7
19	в высшей степени	3	7
20	в данном случае	3	6
21	смысле этого слова	2	6
22	не только не	7	6
23	с тем что	3	6
24	в том что	33	6
25	мы не можем	2	5
26	в этом смысле	5	5
27	одной стороны и	2	5
28	в отличие от	3	5
29	к тому что	5	5
30	к тому чтобы	4	5
31	все более и	3	4
32	в конце концов	2	4
33	может быть понято	2	4
34	с самого начала	8	4
35	хотя бы в	2	4
36	не могут быть	3	4
37	подобно тому как	6	4
38	в лучшем случае	3	4
39	более и более	3	4
40	по аналогии с	2	4
41	сама по себе	4	4
42	в той же	3	4
43	но все же	2	4
44	то и другое	2	3
45	то же самое	7	3
46	на первый план	2	3
47	и тот же	5	3
48	друг с другом	10	3
49	между этими двумя	2	3
50	в том числе	2	3
51	только то что	2	3
52	вместо того чтобы	5	3
53	потому что он	7	3
54	таким же правом	3	3
55	а не как	2	3
56	с таким же	3	3
57	один и тот	5	3
58	том числе и	2	3
59	и в частности	3	3
60	в том чтобы	3	3
61	но при этом	2	2
62	в такой же	3	2
63	от того что	6	2
64	на сегодняшний день	3	2
65	в той мере	3	2
66	из того что	4	2
67	так же как	9	2
68	в следующей главе	2	2
69	ничего общего с	3	2
70	лежит в основе	2	2
71	этой точки зрения	7	2
72	именно в этом	3	2
73	той мере в	3	2
74	с этой точки	7	2
75	связаны между собой	3	2
76	тем что оно	2	2
77	но в этом	2	2
78	на этот вопрос	5	2
79	друг от друга	5	2
80	именно потому что	3	2
81	и тем самым	3	2
82	мы видели что	2	2
83	о том как	3	2
84	в собственном смысле	2	2
85	мере в какой	3	2
86	в этом случае	5	2
87	в основе этой	2	2
88	мы говорим о	2	2
89	если бы оно	3	2
90	тех или иных	2	2
