N	2gram	Losev_Dial	Marksizm
1	точки зрения	43	69
2	может быть	30	64
3	и в	34	63
4	и не	50	55
5	как бы	19	53
6	не может	29	47
7	с точки	25	46
8	и пр	16	42
9	и его	8	41
10	в этом	14	39
11	таким образом	14	38
12	в процессе	2	33
13	как мы	4	32
14	не только	35	29
15	в нем	7	28
16	то же	9	28
17	но и	14	27
18	самом деле	7	25
19	связи с	3	25
20	прежде всего	20	24
21	как и	14	24
22	в самом	9	24
23	так и	11	23
24	только в	10	23
25	в том	17	22
26	то что	25	22
27	а не	39	22
28	– в	15	21
29	при этом	7	20
30	для него	4	20
31	если мы	5	20
32	том что	18	19
33	не в	11	19
34	в его	6	19
35	если бы	10	19
36	но в	3	18
37	в ее	5	18
38	и для	5	18
39	в слове	3	18
40	вовсе не	18	18
41	все же	4	17
42	в сущности	10	17
43	это –	39	17
44	в то	9	16
45	и как	13	16
46	что он	18	15
47	в связи	3	15
48	во всех	2	15
49	отнюдь не	16	15
50	же время	5	15
51	– не	11	15
52	в данном	6	14
53	хотя бы	9	14
54	в смысле	4	14
55	– это	11	14
56	ничего не	29	13
57	так же	7	13
58	– и	8	13
59	мы не	11	13
60	было бы	13	13
61	в своей	4	13
62	и здесь	3	13
63	то ни	4	13
64	что в	12	13
65	в результате	7	12
66	а в	3	12
67	в основе	6	12
68	бы то	3	12
69	для того	4	12
70	он не	8	12
71	на самом	2	11
72	друг друга	3	11
73	как в	2	11
74	и все	17	11
75	к нему	4	11
76	и на	6	11
77	в ней	4	11
78	все эти	4	11
79	и от	4	11
80	так как	12	11
81	еще не	7	11
82	и что	21	11
83	мы уже	6	11
84	никогда не	9	10
85	его в	2	10
86	и потому	6	10
87	бытия в	2	10
88	отличие от	2	10
89	– как	6	10
90	во всяком	5	10
91	с его	7	10
92	сказать что	7	10
93	одна из	4	10
94	к этому	3	10
95	в своем	7	10
96	совершенно не	6	10
97	с другой	5	10
98	именно в	5	10
99	конечно не	6	10
100	в таком	15	10
101	и следовательно	2	9
102	в себе	8	9
103	а как	2	9
104	это не	13	9
105	только на	8	9
106	одной из	3	9
107	и это	12	9
108	к тому	4	9
109	в истории	7	9
110	что это	20	9
111	слово –	2	9
112	не имеет	18	9
113	как целое	3	9
114	ни в	20	9
115	точка зрения	5	9
116	быть и	7	9
117	в каком	9	8
118	перед нами	5	8
119	или иной	4	8
120	и ее	8	8
121	в науке	3	8
122	или же	3	8
123	в их	2	8
124	мы знаем	3	8
125	с этим	4	8
126	тому что	5	8
127	что не	8	8
128	не будет	5	8
129	что и	8	8
130	другой стороны	4	8
131	за пределы	3	8
132	и даже	21	8
133	мы можем	3	8
134	кроме того	8	8
135	у нас	7	8
136	на то	5	8
137	и с	10	8
138	но что	11	8
139	не было	6	8
140	к другому	2	8
141	у него	2	8
142	чем же	3	8
143	ясно что	16	8
144	от него	2	7
145	того что	22	7
146	по себе	31	7
147	место в	2	7
148	могут быть	5	7
149	с ними	3	7
150	в этой	3	7
151	бы в	5	7
152	и формы	2	7
153	в этих	3	7
154	о том	11	7
155	в котором	2	7
156	не существует	10	7
157	той же	6	7
158	как раз	11	7
159	не есть	95	6
160	вопрос о	9	6
161	не имеют	2	6
162	слово в	2	6
163	от своего	2	6
164	в точном	2	6
165	он и	3	6
166	одной стороны	3	6
167	что же	12	6
168	должны быть	7	6
169	все это	13	6
170	с ее	10	6
171	должна быть	11	6
172	из этих	5	6
173	сознания и	5	6
174	пр и	2	6
175	же в	2	6
176	зависимости от	4	6
177	от одного	2	6
178	лишь как	4	6
179	с одной	4	6
180	уже не	9	6
181	теперь мы	4	6
182	всяком случае	3	6
183	ничего общего	2	6
184	этом отношении	2	5
185	как же	9	5
186	но как	3	5
187	о чем	2	5
188	в конце	2	5
189	от того	9	5
190	и у	3	5
191	то мы	3	5
192	в виду	12	5
193	и тем	3	5
194	и вот	13	5
195	то в	5	5
196	в особенности	9	5
197	от этого	5	5
198	не менее	11	5
199	или в	4	5
200	же он	2	5
201	той или	3	5
202	был бы	2	5
203	в первом	2	5
204	– вот	3	5
205	хотя и	9	5
206	да и	4	5
207	себя в	3	5
208	все время	4	5
209	тем более	5	5
210	должно быть	7	5
211	ее в	3	5
212	по преимуществу	2	5
213	и всякое	2	5
214	следовательно не	2	5
215	в условиях	2	5
216	в целях	4	5
217	она не	10	5
218	но не	3	5
219	и является	2	5
220	для себя	2	5
221	что такое	25	5
222	по смыслу	2	5
223	таком случае	11	5
224	в одном	3	5
225	как на	6	5
226	вместе с	3	5
227	в каких	2	4
228	другими словами	8	4
229	следовательно и	2	4
230	не могут	6	4
231	он –	9	4
232	в одной	4	4
233	как он	4	4
234	эти два	3	4
235	что здесь	3	4
236	едва ли	2	4
237	и прежде	6	4
238	к ее	2	4
239	пр в	2	4
240	так что	11	4
241	и к	5	4
242	что все	16	4
243	можно сказать	5	4
244	и вне	3	4
245	и он	3	4
246	в них	6	4
247	категории и	3	4
248	можно назвать	3	4
249	в зависимости	3	4
250	что они	2	4
251	нет и	5	4
252	бы и	2	4
253	и то	7	4
254	независимо от	3	4
255	нет ничего	14	4
256	что она	13	4
257	нем нет	3	4
258	исходит из	2	4
259	целый ряд	3	4
260	только что	7	4
261	но ведь	2	4
262	же и	2	4
263	со всеми	2	4
264	не знает	4	4
265	психической жизни	2	4
266	она и	3	4
267	слова –	2	4
268	но для	3	4
269	допустим что	16	4
270	из них	4	4
271	мог бы	2	4
272	несмотря на	2	4
273	жизни и	8	4
274	от нее	3	4
275	из этого	3	4
276	это и	12	4
277	если же	8	4
278	тем что	5	4
279	не о	6	3
280	еще и	2	3
281	оно –	8	3
282	от его	2	3
283	были бы	2	3
284	как чисто	2	3
285	– что	3	3
286	и сама	6	3
287	неотделим от	4	3
288	только и	3	3
289	но если	11	3
290	как к	2	3
291	ведь это	2	3
292	тогда когда	9	3
293	и при	4	3
294	в виде	11	3
295	и та	4	3
296	же –	4	3
297	с тем	4	3
298	мы только	3	3
299	как это	8	3
300	в каком-нибудь	2	3
301	говорить об	2	3
302	они не	3	3
303	все его	2	3
304	потому что	21	3
305	даже и	9	3
306	по законам	2	3
307	так в	2	3
308	что оно	9	3
309	– именно	2	3
310	в бытии	2	3
311	всегда и	4	3
312	на них	2	3
313	– все	4	3
314	одной и	4	3
315	– к	2	3
316	в данный	2	3
317	мы видим	4	3
318	и по	2	3
319	и тогда	6	3
320	не на	7	3
321	есть только	13	3
322	но вот	3	3
323	и они	3	3
324	хорошо и	2	3
325	и вообще	7	3
326	одно и	6	3
327	они –	3	3
328	того или	6	3
329	здесь не	2	3
330	но это	10	3
331	с их	4	3
332	в этот	3	3
333	тем не	10	3
334	себя самого	4	3
335	и той	4	3
336	на первый	4	3
337	и становление	2	3
338	– на	2	3
339	не приходится	2	3
340	нет никакой	7	3
341	и о	9	3
342	или как	3	3
343	ни к	3	3
344	но они	3	3
345	бы это	3	3
346	также и	6	3
347	прежде чем	2	3
348	он может	2	3
349	такое понимание	2	3
350	со стороны	5	3
351	в своих	3	3
352	когда он	3	3
353	или иначе	2	3
354	в другой	2	3
355	из которых	4	3
356	если он	2	3
357	совпадает с	2	3
358	однако не	2	3
359	учение о	11	3
360	находится в	2	3
361	что эта	2	3
362	говорить о	13	3
363	данный момент	2	3
364	что было	2	3
365	и есть	24	3
366	и только	6	3
367	есть объект	5	3
368	первый план	4	3
369	с ним	3	3
370	того как	2	3
371	он должен	3	2
372	тем самым	3	2
373	– совершенно	4	2
374	ее и	2	2
375	также не	3	2
376	ни о	8	2
377	или к	2	2
378	его на	3	2
379	– чисто	2	2
380	крайней мере	10	2
381	после этого	2	2
382	это будет	6	2
383	ни из	2	2
384	и необходимости	5	2
385	виду что	2	2
386	и притом	10	2
387	иное как	6	2
388	этом условии	2	2
389	есть и	14	2
390	сами по	3	2
391	целое и	2	2
392	от себя	5	2
393	момент –	2	2
394	в частности	3	2
395	зрения в	3	2
396	была бы	5	2
397	же мы	5	2
398	всего в	2	2
399	о нем	6	2
400	самое слово	2	2
401	одна и	3	2
402	и тех	2	2
403	и ни	3	2
404	к этой	2	2
405	так или	2	2
406	а только	2	2
407	тех пор	3	2
408	в лучшем	2	2
409	существует таким	2	2
410	мира и	3	2
411	возможно только	7	2
412	– или	4	2
413	быть в	4	2
414	не то	3	2
415	то о	2	2
416	не умеет	2	2
417	или вообще	3	2
418	мы понимаем	3	2
419	в разных	2	2
420	же как	4	2
421	общего не	2	2
422	его не	3	2
423	или –	3	2
424	то как	5	2
425	что с	2	2
426	и во	3	2
427	и сознание	3	2
428	и часто	3	2
429	то не	2	2
430	себя и	3	2
431	заключается в	3	2
432	или процесс	2	2
433	это значит	29	2
434	никто не	4	2
435	целое не	2	2
436	данном случае	3	2
437	мы как	2	2
438	будет ли	5	2
439	этот момент	2	2
440	всего этого	2	2
441	смысла и	3	2
442	например в	3	2
443	или иного	3	2
444	конечно –	2	2
445	когда мы	3	2
446	она –	3	2
447	само по	8	2
448	можно только	5	2
449	– для	2	2
450	в собственном	3	2
451	его как	6	2
452	в последнее	2	2
453	всех этих	3	2
454	на стадии	2	2
455	бы к	2	2
456	даже не	8	2
457	это было	5	2
458	к истории	2	2
459	отличается от	9	2
460	этом вопросе	2	2
461	перестает быть	2	2
462	и где	2	2
463	было в	2	2
464	сама по	11	2
465	не что	6	2
466	ее от	2	2
467	может существовать	4	2
468	не просто	20	2
469	мы еще	2	2
470	из нее	2	2
471	превращается в	6	2
472	вовсе нет	2	2
473	та же	5	2
474	– только	3	2
475	сознания в	2	2
476	тот или	2	2
477	в коем	4	2
478	если оно	4	2
479	и наконец	2	2
480	как о	6	2
481	она в	3	2
482	с этой	7	2
483	в чем	11	2
484	между собою	3	2
485	что его	5	2
486	все остальное	4	2
487	но только	7	2
488	по крайней	10	2
489	последнее время	2	2
490	с первым	2	2
491	культуры и	2	2
492	все –	3	2
493	есть в	4	2
494	в жизни	4	2
495	быть не	3	2
496	и так	2	2
497	конечно и	2	2
498	во всем	5	2
499	вообще не	3	2
500	нет это	2	2
501	их в	2	2
502	зависит от	4	2
503	не вполне	2	2
504	есть прежде	4	2
505	как с	2	2
506	и если	5	2
507	оно не	7	2
508	коем случае	4	2
509	эти две	5	2
510	же они	2	2
511	это так	2	2
512	жизни –	2	2
513	явления и	4	2
514	вопрос в	2	2
515	а именно	7	2
516	все в	3	2
517	именно как	3	2
518	что мы	10	2
519	социальная среда	2	2
520	это же	3	2
521	нет ни	5	2
522	бытие –	2	2
523	по его	2	2
524	нового времени	2	2
525	тому же	2	2
526	отношения к	4	2
527	– фикция	2	2
528	не значит	5	2
529	мы совершенно	2	2
530	мы и	4	2
531	но он	3	2
