N	3gram	Tiupa_Anal	Vvedenie
1	для того чтобы	3	22
2	в том что	13	15
3	о том что	8	13
4	в этом смысле	3	10
5	не может быть	17	10
6	тем не менее	3	9
7	в широком смысле	2	7
8	мере в какой	2	6
9	в то же	9	6
10	в этом случае	4	6
11	в той мере	2	6
12	в самом деле	3	6
13	то же время	7	6
14	той мере в	2	6
15	не что иное	5	5
16	что иное как	6	5
17	и т п	3	5
18	с другой стороны	2	5
19	в том чтобы	7	5
20	по крайней мере	4	4
21	не только в	3	4
22	в данном случае	3	4
23	в этом отношении	5	4
24	и в этом	4	4
25	с одной стороны	6	4
26	по отношению к	9	4
27	в отличие от	8	4
28	с точки зрения	6	4
29	в известном смысле	2	3
30	то же самое	3	3
31	той или иной	8	3
32	большей или меньшей	4	3
33	есть не что	4	3
34	именно в этом	2	3
35	и в самом	3	3
36	в свое время	3	3
37	тех или иных	3	3
38	но в то	2	3
39	одно и то	2	2
40	и т.д в	2	2
41	том или ином	4	2
42	и то же	2	2
43	состоит в том	6	2
44	дело не с	2	2
45	в том или	3	2
46	подобно тому как	5	2
47	в первом случае	2	2
48	этой точки зрения	2	2
49	с этой точки	2	2
50	не в том	3	2
51	в соответствии с	2	2
52	и того же	2	2
53	одного и того	2	2
54	в связи с	2	2
55	не могут быть	2	2
