N	2gram	Vygotskiy_	Stilisti
1	и в	33	42
2	как бы	11	30
3	не только	28	28
4	и т.п	2	25
5	прежде всего	5	22
6	и т.д	6	21
7	хотя бы	5	18
8	внутренней речи	7	18
9	то же	12	16
10	но и	14	16
11	и не	18	14
12	не может	31	13
13	может быть	15	13
14	как и	13	12
15	точки зрения	27	11
16	что мы	11	11
17	мы уже	4	11
18	в себе	4	10
19	и как	7	10
20	отнюдь не	2	10
21	мы должны	13	10
22	в этом	43	10
23	как мы	20	10
24	в то	5	9
25	для того	20	9
26	все же	5	9
27	то что	48	9
28	язык и	2	9
29	при этом	9	9
30	мы не	6	9
31	тем самым	13	8
32	ничего не	6	8
33	так как	20	8
34	и это	3	8
35	с тем	9	8
36	в ней	2	8
37	что же	2	8
38	таким образом	30	8
39	с его	3	8
40	никогда не	10	7
41	и от	2	7
42	в которой	8	7
43	мы можем	15	7
44	зависимости от	3	7
45	и той	3	7
46	так и	8	7
47	потому что	40	7
48	слов и	3	7
49	только в	21	7
50	а не	14	7
51	и на	11	7
52	того чтобы	26	7
53	в зависимости	2	7
54	было бы	18	7
55	и его	6	7
56	той же	7	7
57	и тем	5	7
58	одно и	2	6
59	когда мы	4	6
60	бы в	6	6
61	во всех	3	6
62	не в	10	6
63	в области	19	6
64	в конце	3	6
65	речи и	8	6
66	в нем	10	6
67	в свою	5	6
68	в процессе	37	6
69	на его	4	6
70	в его	15	6
71	слова в	3	6
72	в этой	8	6
73	мы будем	4	6
74	с помощью	32	6
75	и то	9	5
76	все время	3	5
77	в сознании	5	5
78	независимо от	3	5
79	и следовательно	7	5
80	в нашем	5	5
81	внутренняя речь	7	5
82	мы увидим	3	5
83	слова и	3	5
84	не является	7	5
85	и наконец	3	5
86	и их	4	5
87	самом деле	9	5
88	как это	11	5
89	же мы	2	5
90	а с	3	5
91	мы видели	10	5
92	но все	2	5
93	и является	6	5
94	тому что	14	5
95	точек зрения	4	5
96	а в	5	5
97	но в	9	5
98	те же	6	5
99	в самом	10	5
100	и с	7	5
101	т.д и	2	5
102	обратное влияние	3	5
103	уже в	4	5
104	в той	8	5
105	с точки	12	5
106	же самое	7	5
107	вместе с	9	5
108	в одном	3	4
109	так же	22	4
110	само собой	3	4
111	вопроса о	5	4
112	в данной	2	4
113	его в	6	4
114	если бы	13	4
115	что именно	4	4
116	не что	2	4
117	свою очередь	4	4
118	у нас	4	4
119	влияние на	2	4
120	того что	34	4
121	самого начала	8	4
122	можно было	11	4
123	мы показали	3	4
124	один из	4	4
125	одной и	3	4
126	и все	2	4
127	с самого	8	4
128	к тому	14	4
129	о том	13	4
130	что такое	6	4
131	точка зрения	8	4
132	если мы	9	4
133	и к	7	4
134	речь и	4	4
135	в целом	8	4
136	языка и	6	4
137	мы видим	6	4
138	все это	2	4
139	в качестве	13	4
140	себя в	4	4
141	как только	4	4
142	тех или	2	4
143	можно сказать	7	4
144	сказать что	18	3
145	на самом	3	3
146	зависимость между	2	3
147	слово и	2	3
148	и развития	21	3
149	это не	8	3
150	но при	2	3
151	том что	41	3
152	нуждается в	3	3
153	в начале	2	3
154	в тех	2	3
155	но для	3	3
156	и поэтому	2	3
157	словом и	2	3
158	и даже	3	3
159	этого слова	3	3
160	от того	8	3
161	и здесь	2	3
162	целый ряд	5	3
163	или иных	2	3
164	конце концов	2	3
165	во второй	4	3
166	в виду	4	3
167	в том	44	3
168	он должен	9	3
169	в частности	9	3
170	еще не	11	3
171	только на	3	3
172	совершенно не	5	3
