N	2gram	Losev_Vesc	Myslijsy
1	потому что	25	182
2	то есть	2	142
3	и в	44	121
4	может быть	37	107
5	в том	15	103
6	то что	47	83
7	в слове	2	78
8	для нас	2	75
9	что в	11	73
10	и не	57	73
11	только в	23	72
12	не только	48	67
13	а не	34	67
14	таким образом	16	64
15	том что	13	59
16	так как	17	59
17	в этом	17	59
18	но и	19	59
19	то же	12	56
20	не в	14	54
21	если бы	8	53
22	в себе	23	53
23	не может	44	52
24	по себе	22	52
25	того что	16	47
26	в нем	6	45
27	было бы	24	45
28	не есть	79	42
29	как и	15	42
30	так что	9	39
31	вместе с	4	39
32	мы не	8	38
33	что и	11	38
34	так и	4	37
35	как в	3	37
36	тогда когда	5	36
37	что мы	17	36
38	тем что	7	33
39	и что	22	32
40	а в	6	30
41	но не	9	29
42	что не	11	29
43	вовсе не	11	28
44	есть только	18	28
45	мы можем	4	28
46	для него	8	28
47	с этим	4	27
48	и т	37	26
49	то и	7	26
50	не было	4	26
51	независимо от	5	26
52	язык есть	2	26
53	между собою	12	24
54	в то	11	24
55	с тем	8	23
56	от того	7	23
57	как бы	19	23
58	только тогда	4	22
59	но в	8	22
60	а потому	2	22
61	не имеет	2	22
62	с другой	8	22
63	то это	5	22
64	и потому	8	21
65	не менее	11	21
66	в ней	14	20
67	в одном	6	20
68	это не	9	20
69	тем самым	2	19
70	мысли и	5	19
71	и как	12	19
72	есть уже	4	19
73	с ним	8	19
74	есть не	17	19
75	и то	14	19
76	сказать что	21	19
77	что это	18	19
78	но это	14	19
79	должно быть	8	19
80	тем не	11	19
81	о том	11	19
82	того же	5	19
83	в каком	6	18
84	очевидно что	2	18
85	для меня	3	18
86	для того	3	18
87	еще не	12	18
88	тогда как	3	18
89	в мысли	5	18
90	в самом	13	18
91	что я	26	18
92	в его	5	17
93	слова и	7	17
94	по крайней	10	17
95	крайней мере	10	17
96	со стороны	9	17
97	точки зрения	10	17
98	что оно	10	17
99	во всяком	4	17
100	не можем	3	17
101	уже в	2	17
102	слова в	2	17
103	в своем	9	16
104	к тому	3	16
105	а только	3	16
106	в которой	5	16
107	только что	2	16
108	так же	4	16
109	есть нечто	12	16
110	что если	2	16
111	на то	9	16
112	и на	2	16
113	т д	36	15
114	стало быть	3	15
115	с одной	3	15
116	тому как	5	15
117	и тем	7	15
118	что он	7	15
119	прежде всего	17	15
120	быть может	3	15
121	только как	2	15
122	с другими	8	15
123	в свою	5	15
124	уже не	15	15
125	мы должны	5	14
126	свою очередь	5	14
127	в действительности	7	14
128	и без	4	14
129	должны быть	6	14
130	в истории	3	14
131	само по	4	14
132	то в	4	14
133	в котором	4	14
134	в одно	2	14
135	все же	18	14
136	сам по	4	14
137	когда мы	6	14
138	во всех	5	14
139	бы ни	3	14
140	же время	4	14
141	что все	2	13
142	и все	6	13
143	и может	3	13
144	в смысле	22	13
145	из них	7	13
146	и его	4	13
147	есть для	2	13
148	никогда не	5	12
149	человека и	3	12
150	одно из	2	12
151	что же	17	12
152	что на	2	12
153	не то	4	12
154	все это	7	12
155	как мы	6	12
156	есть в	4	12
157	тем более	3	12
158	быть только	6	12
159	что такое	20	12
160	оно не	6	12
161	или менее	4	12
162	в чем	10	12
163	хотя и	5	12
164	относится к	6	12
165	другой стороны	3	12
166	более или	4	12
167	всяком случае	2	12
168	к одному	3	11
169	другими словами	9	11
170	и притом	4	11
171	в силу	4	11
172	той же	2	11
173	того чтобы	4	11
174	в первом	2	11
175	и вообще	6	11
176	только на	3	11
177	в состоянии	2	11
178	которые мы	2	11
179	что для	5	11
180	все что	3	11
181	и если	5	11
182	из себя	6	11
183	и их	11	11
184	его в	8	11
185	указывает на	8	11
186	если не	3	11
187	мы видели	3	11
188	к нему	3	11
189	с нею	19	11
190	к ней	4	11
191	сами по	3	11
192	подобно тому	5	11
193	и это	17	11
194	и только	11	11
195	быть не	5	11
196	и следовательно	20	10
197	а и	13	10
198	и понимания	3	10
199	одной стороны	3	10
200	между прочим	4	10
201	том как	4	10
202	что только	4	10
203	и для	13	10
204	мы говорим	6	10
205	хотя бы	9	10
206	если же	5	10
207	тем же	2	10
208	слово в	2	10
209	тому что	2	10
210	находится в	4	10
211	мы видим	5	10
212	образ и	3	10
213	и от	4	10
214	и мы	5	10
215	бы в	9	10
216	и другое	6	10
217	он не	4	10
218	если мы	12	10
219	и с	11	10
220	то время	4	10
221	и есть	40	10
222	вопрос о	6	9
223	об отношении	4	9
224	звук и	5	9
225	но оно	3	9
226	зрения и	2	9
227	не будет	13	9
228	то не	7	9
229	не все	3	9
230	это было	2	9
231	и даже	12	9
232	на него	3	9
233	себе не	3	9
234	и о	4	9
235	далеко не	2	9
236	только от	2	9
237	с точки	6	9
238	и того	2	9
239	от нее	2	9
240	самом деле	7	9
241	один из	5	9
242	в целом	3	9
243	можно сказать	8	9
244	на язык	3	9
245	что она	23	9
246	с в	3	9
247	то мы	3	8
248	при помощи	4	8
249	на вопрос	2	8
250	в более	2	8
251	нельзя сказать	3	8
252	тот же	4	8
253	одно и	6	8
254	не как	2	8
255	что они	12	8
256	все равно	6	8
257	и более	4	8
258	но все	3	8
259	в самой	3	8
260	их в	6	8
261	именно в	2	8
262	только не	5	8
263	или что	5	8
264	во всем	2	8
265	была бы	3	8
266	между ними	6	8
267	на все	2	8
268	с ними	4	8
269	и тогда	7	8
270	не так	2	8
271	от одного	2	8
272	что есть	8	8
273	не из	2	8
274	говорить о	9	8
275	перестает быть	3	8
276	или в	3	8
277	для себя	6	7
278	языка как	2	7
279	она не	9	7
280	во втором	2	7
281	и та	2	7
282	и во	3	7
283	себя и	8	7
284	только один	3	7
285	или не	7	7
286	судить о	4	7
287	все эти	5	7
288	в собственном	3	7
289	когда я	5	7
290	превращается в	3	7
291	находятся в	2	7
292	с этой	6	7
293	что у	5	7
294	в своих	3	7
295	но что	9	7
296	как она	5	7
297	не знаем	2	7
298	один и	2	7
299	но как	3	7
300	что именно	4	7
301	в разных	6	7
302	на себе	5	7
303	даже и	5	7
304	было в	3	7
305	самого себя	2	7
306	могла бы	3	7
307	в данном	6	7
308	бы и	9	7
309	на это	5	7
310	к этому	2	7
311	о котором	2	7
312	сама по	7	7
313	не с	8	7
314	в жизни	5	7
315	этом смысле	2	7
316	не существует	4	7
317	допустим что	3	7
318	несмотря на	6	7
319	с но	2	7
320	есть явление	9	6
321	его на	4	6
322	например что	2	6
323	но если	12	6
324	в виду	2	6
325	как он	2	6
326	человеческой мысли	2	6
327	она есть	12	6
328	в ее	8	6
329	в своей	6	6
330	должна быть	8	6
331	в этой	4	6
332	звуки и	2	6
333	вопрос об	2	6
334	никак не	7	6
335	слово и	4	6
336	у нас	9	6
337	на нее	2	6
338	то он	2	6
339	что между	2	6
340	главным образом	3	6
341	образом и	4	6
342	оно есть	16	6
343	в их	4	6
344	в виде	3	6
345	себе в	5	6
346	с а	4	6
347	вне себя	2	6
348	это будет	4	6
349	и до	6	6
350	в сущности	7	6
351	нас в	3	6
352	да и	5	6
353	есть то	12	6
354	как оно	4	6
355	об этом	5	6
356	и самое	3	6
357	ни было	12	6
358	заключается в	3	6
359	явлений и	3	6
360	но на	2	6
361	мог бы	7	6
362	жизни и	6	6
363	и уже	2	6
364	же и	2	6
365	у него	3	6
366	мы уже	3	6
367	но он	2	6
368	из того	3	5
369	для нее	2	5
370	предполагает что	11	5
371	но даже	3	5
372	и таким	2	5
373	вообще и	5	5
374	звуков и	2	5
375	оба эти	3	5
376	как же	6	5
377	а с	3	5
378	можно было	6	5
379	однако в	3	5
380	ее не	6	5
381	это можно	2	5
382	одна из	6	5
383	можно только	6	5
384	нет ничего	2	5
385	переход от	2	5
386	как не	2	5
387	но только	4	5
388	отношение к	4	5
389	том чтобы	2	5
390	если это	4	5
391	этот вопрос	6	5
392	о которых	2	5
393	на нас	3	5
394	перед нами	3	5
395	оно и	4	5
396	но самое	2	5
397	а это	5	5
398	и у	4	5
399	не столько	2	5
400	есть еще	3	5
401	говорим что	3	5
402	нужно было	3	5
403	бы только	2	5
404	что эти	2	5
405	ли мы	2	5
406	все то	2	5
407	но эти	2	5
408	мы имеем	8	5
409	к другой	3	5
410	собою и	5	5
411	что то	3	5
412	отношении к	4	5
413	время как	4	5
414	но уже	3	5
415	и здесь	5	5
416	есть всегда	5	5
417	в той	6	5
418	к другому	3	5
419	конечно не	2	5
420	не к	3	5
421	следовательно и	2	4
422	данном случае	2	4
423	явлений в	2	4
424	с чем	7	4
425	в понятии	5	4
426	иное как	12	4
427	не что	12	4
428	в другом	3	4
429	когда оно	2	4
430	ее с	5	4
431	от слова	2	4
432	понимать себя	6	4
433	здесь как	2	4
434	и чем	4	4
435	то она	2	4
436	от этого	3	4
437	ту же	2	4
438	отлично от	5	4
439	как нечто	3	4
440	то ни	13	4
441	не на	2	4
442	в применении	2	4
443	и они	2	4
444	дело в	6	4
445	его как	2	4
446	но совершенно	4	4
447	и быть	2	4
448	если оно	9	4
449	что иное	12	4
450	себе что	3	4
451	не мог	3	4
452	точке зрения	4	4
453	видели что	3	4
454	ни в	11	4
455	еще более	4	4
456	это так	4	4
457	собственно говоря	5	4
458	равно как	4	4
459	из самого	2	4
460	из этого	3	4
461	не вполне	2	4
462	а тем	3	4
463	но с	2	4
464	с другою	2	4
465	а так	3	4
466	чтобы не	2	4
467	ничего не	12	4
468	от всего	15	4
469	не потому	7	4
470	не я	2	4
471	есть и	13	4
472	который бы	3	4
473	но эта	2	4
474	в науке	3	4
475	и оно	4	4
476	или по	2	4
477	понимание есть	2	4
478	нам не	2	4
479	одного из	2	4
480	этой точки	3	4
481	чего не	2	4
482	мы находим	5	4
483	явление не	2	4
484	это есть	8	4
485	бы то	12	4
486	с его	2	4
487	но она	3	4
488	а можно	2	4
489	есть ни	12	4
490	только о	2	4
491	только то	4	4
492	бытия и	6	4
493	смысле что	2	4
494	стороны и	2	4
495	сознания и	2	4
496	этом отношении	2	4
497	так или	5	4
498	и так	2	4
499	он говорит	2	4
500	на этом	4	4
501	со своим	8	4
502	и значения	2	4
503	не говорит	3	4
504	я и	8	4
505	он есть	2	4
506	только одно	2	4
507	отношения к	3	4
508	собственном смысле	4	4
509	явления и	4	4
510	в свой	2	3
511	как ее	2	3
512	и след	5	3
513	что ему	3	3
514	ни о	3	3
515	к этим	2	3
516	различие между	3	3
517	и сама	4	3
518	она может	4	3
519	нисколько не	7	3
520	и ее	19	3
521	в отношении	7	3
522	именно так	2	3
523	а потом	3	3
524	что здесь	2	3
525	чем бы	3	3
526	должен быть	5	3
527	и прежде	2	3
528	но можно	3	3
529	к ее	3	3
530	это только	2	3
531	значило бы	5	3
532	действительности и	5	3
533	от ее	6	3
534	же мы	2	3
535	идеи и	3	3
536	может в	2	3
537	а если	6	3
538	и человек	2	3
539	по законам	2	3
540	она и	2	3
541	что значит	8	3
542	взаимного понимания	2	3
543	для этого	5	3
544	мною в	2	3
545	себе или	2	3
546	применении к	3	3
547	бы даже	2	3
548	кроме того	5	3
549	этого предмета	2	3
550	от его	2	3
551	или как	3	3
552	себе и	2	3
553	может считаться	3	3
554	есть выражение	2	3
555	ни с	8	3
556	ними в	2	3
557	каждой из	2	3
558	есть именно	7	3
559	есть как	3	3
560	я в	3	3
561	у меня	3	3
562	на такой	2	3
563	которую мы	2	3
564	что эта	2	3
565	как будто	2	3
566	в себя	13	3
567	о которой	3	3
568	мы будем	3	3
569	без всякого	7	3
570	ясно что	10	3
571	я могу	3	3
572	значит то	2	3
573	а что	2	3
574	указанием на	2	3
575	но для	2	3
576	даже не	8	3
