N	2gram	Vygotskiy_	SlovoVZh
1	не может	11	16
2	точки зрения	27	14
3	может быть	25	14
4	и его	5	13
5	как бы	17	13
6	и в	38	12
7	таким образом	36	12
8	в нашем	2	11
9	отношению к	3	11
10	по отношению	4	11
11	и не	16	10
12	так как	19	9
13	если бы	12	9
14	прежде всего	6	8
15	для нас	6	7
16	сказать что	10	7
17	слова и	8	6
18	все время	6	6
19	при этом	13	6
20	в том	59	6
21	в нем	4	6
22	только в	16	6
23	в процессе	33	6
24	с помощью	64	6
25	в ней	3	6
26	никогда не	11	5
27	как в	14	5
28	что мы	18	5
29	в жизни	3	5
30	в виду	4	5
31	можно сказать	2	5
32	но в	4	5
33	том что	44	5
34	то же	18	5
35	как и	20	5
36	хотя бы	2	5
37	а не	7	5
38	то что	27	5
39	отнюдь не	6	5
40	в самом	8	4
41	в этом	35	4
42	не только	16	4
43	как если	2	4
44	его в	8	4
45	и является	2	4
46	зависимости от	7	4
47	не в	10	4
48	ни было	2	4
49	с другой	11	4
50	все же	11	4
51	и к	9	4
52	так и	11	4
53	и на	9	4
54	уже не	3	4
55	от того	8	4
56	в них	3	3
57	по себе	11	3
58	в каком	3	3
59	о том	6	3
60	и для	4	3
61	слово в	4	3
62	имеет в	2	3
63	внутренней речи	19	3
64	ни в	12	3
65	все эти	9	3
66	в котором	3	3
67	так же	26	3
68	в своей	9	3
69	мы не	14	3
70	в себе	9	3
71	еще не	6	3
72	здесь не	2	3
73	все это	8	3
74	только на	2	3
75	когда он	5	3
76	между тем	10	3
77	и с	5	3
78	этой точки	4	3
79	бы мы	2	3
80	но для	2	3
81	не менее	8	3
82	сих пор	3	3
83	с ним	4	3
84	до сих	3	3
85	и по	5	3
86	формы и	3	3
87	в такой	3	3
88	находит свое	2	3
89	самом деле	4	3
90	того что	17	3
91	тем не	6	3
92	и более	4	3
93	но и	9	3
94	для него	6	3
95	ясно что	4	3
96	едва ли	6	2
97	одно и	7	2
98	конечно в	2	2
99	и то	9	2
100	мы в	3	2
101	тем как	4	2
102	в его	22	2
103	которые мы	3	2
104	имеет место	4	2
105	до конца	2	2
106	и здесь	5	2
107	что в	31	2
108	в отношении	14	2
109	мы никогда	3	2
110	но тем	2	2
111	не есть	5	2
112	как уже	8	2
113	место в	3	2
114	для других	2	2
115	общего с	3	2
116	речи в	7	2
117	словом и	3	2
118	с его	3	2
119	и те	3	2
120	что и	14	2
121	это не	5	2
122	и все	5	2
123	там где	4	2
124	с точки	11	2
125	от всех	2	2
126	но все	4	2
127	тому же	6	2
128	в своем	9	2
129	на все	2	2
130	дело с	3	2
131	все они	2	2
132	в зависимости	6	2
133	его к	6	2
134	с другими	3	2
135	независимо от	5	2
136	действия и	2	2
137	ко всем	2	2
138	метод в	2	2
139	мы имеем	6	2
140	и что	15	2
141	в то	5	2
142	те же	6	2
143	уже в	10	2
144	с этой	6	2
145	в этих	4	2
146	одной стороны	8	2
147	связь с	4	2
148	в основном	6	2
149	но это	7	2
150	он не	6	2
151	в какой	5	2
152	такой же	4	2
153	как на	2	2
154	и потому	2	2
155	может стать	2	2
156	оно не	3	2
157	но не	7	2
158	как это	16	2
159	в себя	3	2
160	на один	5	2
161	мы можем	13	2
162	что слово	6	2
163	ни на	3	2
164	могут быть	9	2
165	совпадает с	7	2
166	в чем	2	2
167	между собой	15	2
168	в форме	2	2
169	значения и	6	2
170	со словом	2	2
171	является для	2	2
172	с одной	8	2
173	какой степени	5	2
174	к этому	5	2
175	же самое	9	2
176	между ними	6	2
177	и значение	2	2
178	почти исключительно	2	2
179	тогда когда	10	2
180	и слово	3	2
181	но что	3	2
182	но этот	2	2
183	другой стороны	5	2
184	самое слово	2	2
185	в корне	2	2
186	вместе с	18	2
187	на него	2	2
188	и совершенно	2	2
