N	2gram	Vygotskiy_	StatiiOP
1	и в	38	103
2	в том	59	89
3	том что	44	77
4	в этом	35	76
5	что в	31	74
6	не только	16	60
7	о том	6	47
8	но и	9	46
9	то что	27	44
10	что он	13	42
11	в его	22	42
12	и не	16	41
13	может быть	25	38
14	было бы	15	32
15	в этой	7	31
16	вовсе не	5	31
17	все это	8	29
18	тем что	12	29
19	таким образом	36	28
20	а в	7	27
21	а не	7	27
22	но в	4	26
23	что это	8	25
24	так и	11	25
25	этом отношении	9	24
26	и его	5	24
27	все же	11	23
28	не в	10	23
29	так что	3	23
30	точки зрения	27	23
31	потому что	14	23
32	того что	17	22
33	в области	9	22
34	прежде всего	6	22
35	для того	14	22
36	в которой	4	22
37	как в	14	22
38	того чтобы	15	21
39	это не	5	20
40	до сих	3	20
41	в то	5	19
42	сих пор	3	19
43	в своей	9	19
44	только в	16	19
45	об этом	2	18
46	не может	11	18
47	с другой	11	18
48	в котором	3	18
49	он не	6	18
50	самом деле	4	17
51	как на	2	17
52	в самом	8	17
53	как бы	17	17
54	с этим	6	16
55	сказать что	10	16
56	в ней	3	16
57	можно было	10	16
58	если бы	12	16
59	в этих	4	16
60	в отношении	14	15
61	с тем	18	15
62	как и	20	15
63	для него	6	15
64	например в	2	15
65	другой стороны	5	15
66	из этих	5	15
67	также и	3	15
68	и на	9	15
69	у него	3	15
70	к тому	8	14
71	между тем	10	14
72	то же	18	14
73	в течение	2	14
74	но все	4	14
75	с точки	11	14
76	и что	15	14
77	в своем	9	13
78	а с	4	13
79	тому что	3	13
80	но это	7	13
81	в качестве	25	13
82	в нем	4	13
83	во всяком	10	13
84	в языке	3	13
85	именно в	6	13
86	из них	5	13
87	всяком случае	10	13
88	в той	2	13
89	вместе с	18	13
90	не менее	8	12
91	что они	23	12
92	так как	19	12
93	обстоятельство что	4	12
94	как например	2	12
95	хотя бы	2	12
96	что у	3	12
97	ни в	12	12
98	в своих	3	12
99	никогда не	11	11
100	вопрос о	2	11
101	и с	5	11
102	в другом	3	11
103	в них	3	11
104	все эти	9	11
105	и по	5	11
106	того как	5	11
107	на то	7	11
108	то обстоятельство	4	11
109	ясно что	4	11
110	в каком	3	10
111	так же	26	10
112	в виду	4	10
113	а как	2	10
114	в частности	4	10
115	связь с	4	10
116	не столько	4	10
117	речь идет	4	10
118	в целом	22	10
119	что и	14	10
120	в истории	9	10
121	в начале	5	10
122	во всех	3	10
123	но не	7	10
124	в каждом	2	9
125	в чем	2	9
126	такого рода	7	9
127	место в	3	9
128	по этому	6	9
129	там где	4	9
130	во время	3	9
131	можно сказать	2	9
132	в одном	4	9
133	не является	13	9
134	с этой	6	9
135	и для	4	9
136	и к	9	9
137	для нас	6	9
138	что мы	18	9
139	внимание на	4	9
140	что эта	2	9
141	и тем	8	9
142	и это	7	9
143	до конца	2	8
144	при помощи	3	8
145	могут быть	9	8
146	к которому	6	8
147	в их	12	8
148	связано с	2	8
149	той же	8	8
150	в какой	5	8
151	связи с	14	8
152	к этому	5	8
153	а также	6	8
154	мы имеем	6	8
155	что она	7	8
156	в результате	6	8
157	тем не	6	8
158	и даже	4	8
159	должен был	2	8
160	в речи	4	8
161	одним из	6	8
162	такой же	4	8
163	заключается в	22	8
164	и более	4	8
165	не имеет	3	8
166	в которых	3	8
167	уже в	10	7
168	что здесь	2	7
169	нельзя не	2	7
170	факт что	7	7
171	раньше чем	3	7
172	в виде	4	7
173	что все	2	7
174	в эту	3	7
175	того же	12	7
176	говорит об	2	7
177	что этот	2	7
178	этому поводу	4	7
179	как это	16	7
180	тем более	2	7
181	с самого	6	7
182	и то	9	7
183	с которыми	4	7
184	то в	3	7
185	отличается от	5	7
186	мы находим	3	7
187	еще не	6	7
188	отношению к	3	7
189	еще и	2	7
190	связан с	2	7
191	на этот	5	7
192	по себе	11	7
193	то время	5	7
194	не просто	3	7
195	этой области	2	7
196	не мог	4	7
197	даже в	5	6
198	идет о	2	6
199	случае в	2	6
200	в себе	9	6
201	по отношению	4	6
202	из которых	6	6
203	том смысле	3	6
204	по существу	4	6
205	и все	5	6
206	что на	2	6
207	в известном	6	6
208	на его	5	6
209	и во	4	6
210	в значении	2	6
211	же как	10	6
212	с его	3	6
213	одно из	2	6
214	что с	8	6
215	независимо от	5	6
216	мы не	14	6
217	и здесь	5	6
218	отношения между	6	6
219	же и	2	6
220	и сам	4	6
221	время как	5	6
222	в жизни	3	6
223	ни на	3	6
224	этот вопрос	5	6
225	том отношении	2	6
226	этом смысле	7	6
227	только не	2	6
228	тем же	8	6
229	свое время	2	5
230	его в	8	5
231	нас к	2	5
232	на себя	2	5
233	но если	2	5
234	для себя	2	5
235	оба эти	5	5
236	что именно	3	5
237	в свое	2	5
238	том же	3	5
239	как он	8	5
240	нас не	2	5
241	и потому	2	5
242	в основу	5	5
243	одного из	3	5
244	одной стороны	8	5
245	такое же	2	5
246	один из	8	5
247	можно ли	2	5
248	при этом	13	5
249	в тех	2	5
250	в сущности	3	5
251	не на	2	5
252	что эти	4	5
253	хотя и	2	5
254	тот факт	7	5
255	самого начала	6	5
256	или иного	2	5
257	во многих	3	5
258	того или	2	5
259	которую он	2	5
260	другом месте	3	5
261	по пути	5	5
262	всех этих	2	5
263	не как	3	5
264	к ней	2	5
265	целый ряд	4	5
266	как говорит	7	5
267	не по	2	5
268	но они	4	5
269	с одной	8	5
270	том чтобы	2	5
271	вообще не	3	5
272	ее в	2	5
273	поэтому в	3	5
274	столь же	7	5
275	уже не	3	5
276	оно не	3	5
277	по форме	2	5
278	является не	6	5
279	и только	4	5
280	в слове	3	5
281	в пользу	7	5
282	начиная с	2	4
283	не могут	5	4
284	от его	2	4
285	одна из	2	4
286	в форме	2	4
287	на этом	3	4
288	нисколько не	3	4
289	что оно	8	4
290	и у	7	4
291	и эти	2	4
292	по своей	12	4
293	как у	2	4
294	еще в	2	4
295	в развитии	46	4
296	смысле этого	10	4
297	в такой	3	4
298	не являются	4	4
299	которые в	5	4
300	но как	4	4
301	общего с	3	4
302	они не	4	4
303	состоит в	4	4
304	и те	3	4
305	в процессе	33	4
306	с нею	2	4
307	мы видим	13	4
308	ничего общего	4	4
309	и тогда	2	4
310	в связи	9	4
311	этого слова	13	4
312	который в	4	4
313	как мы	14	4
314	очень часто	4	4
315	показывает что	9	4
316	если в	3	4
317	для этого	3	4
318	не могли	3	4
319	что по	2	4
320	сами по	4	4
321	в чисто	2	4
322	бы и	2	4
323	которые не	5	4
324	в обоих	2	4
325	и тот	6	4
326	на него	2	4
327	в свете	2	4
328	только что	5	4
329	известно что	2	4
330	что как	3	4
331	все они	2	4
332	и их	4	4
333	в наших	2	4
334	тому же	6	4
335	как известно	7	4
336	могло бы	4	4
337	и речи	27	4
338	им в	3	4
339	все что	4	4
340	в ряде	4	4
341	связанные с	3	4
342	для его	2	4
343	но для	2	4
344	а по	3	4
345	с которым	2	4
346	совпадает с	7	4
347	во внимание	2	4
348	значит что	6	4
349	в смысле	9	4
350	или в	4	4
351	в таком	4	4
352	в основе	32	4
353	быть не	2	4
354	или иначе	2	4
355	связана с	3	4
356	чем в	4	4
357	все более	2	3
358	перед нами	15	3
359	в первую	2	3
360	конечно в	2	3
361	в плане	2	3
362	или иной	3	3
363	виде в	4	3
364	не подлежит	2	3
365	из того	4	3
366	на который	2	3
367	только у	2	3
368	которой можно	2	3
369	в других	2	3
370	с той	3	3
371	от того	8	3
372	слово в	4	3
373	тогда когда	10	3
374	и других	4	3
375	так называемая	4	3
376	нет никаких	6	3
377	относятся к	4	3
378	или менее	5	3
379	на основании	11	3
380	в деле	7	3
381	на котором	3	3
382	о котором	2	3
383	к этим	2	3
384	на том	3	3
385	может служить	2	3
386	и как	11	3
387	только при	2	3
388	из нее	2	3
389	находит свое	2	3
390	сомнению что	2	3
391	смысле слова	5	3
392	есть еще	2	3
393	здесь не	2	3
394	не будет	2	3
395	а затем	4	3
396	этот раз	2	3
397	первую очередь	2	3
398	этом случае	4	3
399	том числе	3	3
400	принять во	2	3
401	совершенно так	2	3
402	бы в	5	3
403	известном смысле	2	3
404	все время	6	3
405	то и	5	3
406	в нашей	4	3
407	от этого	6	3
408	однако и	2	3
409	больше чем	2	3
410	бы ни	2	3
411	особенно в	2	3
412	только потому	2	3
413	к истории	3	3
414	который не	3	3
415	также в	2	3
416	этом и	2	3
417	если принять	2	3
418	не встречается	2	3
419	которая не	5	3
420	смысле что	2	3
421	бы что	4	3
422	и которые	5	3
423	формы в	3	3
424	слова с	2	3
425	во всей	3	3
426	вытекает из	2	3
427	со всеми	9	3
428	можно считать	3	3
429	является в	4	3
430	если это	2	3
431	их в	6	3
432	слова в	8	3
433	когда он	5	3
434	в свою	4	3
435	основана на	2	3
436	но на	3	3
437	представляет собой	6	3
438	но что	3	3
439	так чтобы	2	3
440	от нее	4	3
441	в один	4	3
442	это же	2	3
443	целого ряда	2	3
444	более или	3	3
445	что при	3	3
446	одним и	5	3
447	не дает	2	3
448	на основе	29	3
449	тем и	5	3
450	с помощью	64	3
451	совпадают с	5	2
452	наших глазах	2	2
453	что является	2	2
454	тем самым	6	2
455	из всех	2	2
456	его к	6	2
457	бы они	2	2
458	различие между	2	2
459	не имеют	2	2
460	или нет	2	2
461	в связь	3	2
462	долгое время	2	2
463	бы мы	2	2
464	это явление	2	2
465	с нашей	4	2
466	знака в	3	2
467	едва ли	6	2
468	также не	2	2
469	со словами	2	2
470	видеть в	4	2
471	ни были	2	2
472	и вместе	2	2
473	мы имели	7	2
474	на пути	2	2
475	которого он	2	2
476	были бы	3	2
477	этот тип	3	2
478	свою очередь	3	2
479	у них	3	2
480	и при	3	2
481	которым он	2	2
482	не больше	2	2
483	тем как	4	2
484	отличие от	8	2
485	всякий раз	2	2
486	мы знаем	10	2
487	по своему	14	2
488	мы видели	8	2
489	даны в	3	2
490	и совершенно	2	2
491	к изучению	2	2
492	значение для	4	2
493	это обстоятельство	4	2
494	на этой	7	2
495	которым мы	2	2
496	но только	3	2
497	форме в	2	2
498	с полным	3	2
499	с и	2	2
500	все его	2	2
501	вступают в	2	2
502	ту же	2	2
503	говорит и	2	2
504	оно стало	3	2
505	какой степени	5	2
506	от других	2	2
507	цели и	2	2
508	между собой	15	2
509	видит в	2	2
510	которой он	2	2
511	точно так	4	2
512	для них	3	2
513	и когда	3	2
514	в зависимости	6	2
515	то как	2	2
516	числе и	3	2
517	с теми	2	2
518	той или	2	2
519	и может	4	2
520	это значит	6	2
521	что если	3	2
522	тот же	10	2
523	бы быть	2	2
524	и от	5	2
525	к которым	8	2
526	не признать	2	2
527	когда мы	2	2
528	тех же	2	2
529	и эта	4	2
530	только к	2	2
531	образом не	2	2
532	их с	3	2
533	с ней	4	2
534	в наши	2	2
535	и которое	2	2
536	с ее	5	2
537	не обнаруживает	4	2
538	дело с	3	2
539	как правило	2	2
540	зависимости от	7	2
541	и тех	2	2
542	пути к	3	2
543	и той	7	2
544	вообще в	2	2
545	ни было	2	2
546	это положение	6	2
547	не означает	2	2
548	в отличие	8	2
549	остановиться на	3	2
550	к той	2	2
551	обоих случаях	2	2
552	значение в	5	2
553	далеко не	2	2
554	слова он	2	2
555	ни один	5	2
556	самые разнообразные	2	2
557	и другой	4	2
558	к одной	3	2
559	входит в	7	2
560	что там	3	2
561	на которой	2	2
562	и тому	6	2
563	зрения на	2	2
564	которых он	2	2
565	указывает что	3	2
566	которые являются	3	2
567	в одних	2	2
568	те же	6	2
569	мог бы	5	2
570	как она	4	2
571	роль в	5	2
572	совершенно ясно	3	2
573	связь между	7	2
574	в случае	3	2
575	мы в	3	2
576	с их	3	2
577	сам по	2	2
578	но этот	2	2
579	же самое	9	2
580	в живом	3	2
581	последнее время	6	2
582	связанное с	2	2
583	нас сейчас	3	2
584	на все	2	2
585	мы и	4	2
586	имеем дело	2	2
