N	2gram	Bakhtin_Pr	TeoriaLi
1	в мире	7	26
2	не только	26	24
3	и в	64	24
4	то есть	3	22
5	может быть	43	22
6	в том	12	20
7	при этом	8	20
8	я в	2	18
9	и не	55	17
10	а в	10	15
11	но и	26	14
12	так и	8	14
13	а не	29	14
14	в себе	11	14
15	в рамках	2	13
16	но не	12	13
17	в этом	33	12
18	то же	18	12
19	но в	14	12
20	в его	30	12
21	том что	8	11
22	точки зрения	31	11
23	и его	21	11
24	по отношению	12	10
25	лишь в	4	10
26	отношению к	12	10
27	что в	11	10
28	в данном	2	9
29	не в	15	9
30	с другой	7	9
31	в то	15	9
32	только в	13	9
33	не может	26	8
34	как бы	33	8
35	в своей	11	8
36	же время	13	8
37	в своем	12	7
38	себя в	3	7
39	отношение к	4	7
40	во второй	2	7
41	отличие от	4	7
42	в самом	17	7
43	в отличие	4	7
44	однако в	3	7
45	в нем	28	7
46	другой стороны	6	6
47	в первой	3	6
48	не менее	3	6
49	героя и	14	6
50	еще не	10	6
51	то что	21	6
52	или менее	4	6
53	как и	25	6
54	более или	4	6
55	с другими	8	6
56	уже не	15	6
57	приводит к	8	6
58	между ними	6	6
59	в ее	2	6
60	в основе	4	6
61	с его	11	6
62	данном случае	2	5
63	по преимуществу	2	5
64	художественного произведения	2	5
65	как в	7	5
66	как к	3	5
67	и одновременно	3	5
68	ни в	5	5
69	в виду	3	5
70	и о	7	5
71	в пределах	24	5
72	для него	23	5
73	за пределами	2	5
74	на почве	5	5
75	между тем	7	5
76	могут быть	9	5
77	в художественном	6	5
78	того чтобы	2	5
79	того что	3	5
80	он не	14	5
81	в себя	6	5
82	можно сказать	2	5
83	художественного творчества	5	5
84	никогда не	11	4
85	сказать что	4	4
86	в отношении	5	4
87	его в	8	4
88	это не	12	4
89	во времени	3	4
90	художественного мира	5	4
91	и ее	5	4
92	в форме	8	4
93	в другом	3	4
94	этого слова	3	4
95	в их	6	4
96	в этих	5	4
97	что он	15	4
98	в литературе	4	4
99	порядка в	3	4
100	далеко не	7	4
101	к тому	4	4
102	речи и	4	4
103	того же	3	4
104	слова в	12	4
105	мира и	7	4
106	входит в	9	4
107	в целом	8	4
108	личности в	4	4
109	совпадает с	2	4
110	отношении к	5	4
111	и что	5	4
112	или даже	2	4
113	не на	7	4
114	и сам	6	4
115	отношения к	5	4
116	в нашем	2	4
117	не знает	6	4
118	в слове	3	4
119	хотя и	5	4
120	но он	4	4
