N	2gram	Losev_Prob	formyVre
1	и в	48	148
2	в этом	31	73
3	то есть	38	70
4	в романе	2	58
5	в нем	8	51
6	прежде всего	15	46
7	и т	2	40
8	и не	29	37
9	в его	19	36
10	и его	11	36
11	вовсе не	18	35
12	но и	21	33
13	то же	6	32
14	не только	28	32
15	в литературе	5	32
16	но в	17	31
17	жизни и	7	31
18	так и	15	29
19	может быть	11	27
20	не в	16	26
21	как мы	5	26
22	как и	10	25
23	как бы	10	25
24	человеческой жизни	5	24
25	мы уже	2	24
26	точки зрения	17	24
27	в то	6	23
28	человека в	3	23
29	только в	21	23
30	то что	26	22
31	в том	25	22
32	жизни в	7	21
33	все эти	12	21
34	связи с	11	21
35	во всех	2	21
36	в своем	16	19
37	и для	11	19
38	и на	9	19
39	у него	13	18
40	и все	12	18
41	по существу	2	18
42	еще не	4	18
43	таким образом	20	18
44	человека и	4	17
45	с этим	3	17
46	при этом	6	17
47	так как	10	17
48	все же	12	16
49	того же	7	16
50	и во	2	16
51	в связи	11	16
52	не может	6	16
53	и их	7	16
54	никогда не	7	15
55	в них	5	15
56	в дальнейшем	7	15
57	в одном	6	15
58	с точки	13	15
59	с его	3	15
60	вместе с	15	15
61	так же	7	14
62	все это	8	14
63	всех этих	3	14
64	и как	10	14
65	в конце	10	14
66	и с	10	14
67	как раз	7	14
68	а не	7	14
69	в их	4	13
70	в частности	5	13
71	а в	8	13
72	здесь в	7	13
73	того чтобы	3	13
74	же в	4	13
75	для того	4	13
76	как в	3	13
77	в котором	5	13
78	в самом	7	13
79	с ним	4	13
80	ничего не	3	12
81	отнюдь не	14	12
82	значение и	2	12
83	не было	4	12
84	время в	2	12
85	и до	2	12
86	конечно не	2	12
87	и наконец	4	12
88	но не	12	12
89	потому что	21	12
90	это время	3	12
91	он не	4	12
92	что в	12	12
93	его в	9	11
94	и у	8	11
95	в образе	2	11
96	в ней	4	11
97	хотя и	10	11
98	ни в	17	11
99	из них	4	11
100	уже в	4	11
101	мира и	5	11
102	в ряд	3	10
103	здесь не	12	10
104	в ее	6	10
105	тот же	6	10
106	кроме того	5	10
107	и другие	4	10
108	сих пор	3	10
109	также и	21	10
110	уже не	12	10
111	до сих	3	10
112	могут быть	2	9
113	на этой	2	9
114	в других	5	9
115	жизнь и	6	9
116	наряду с	2	9
117	том что	29	9
118	и даже	24	9
119	мира в	3	9
120	и это	3	9
121	с другой	8	9
122	для него	2	9
123	но все	6	9
124	есть в	6	9
125	в самой	5	9
126	здесь нет	4	9
127	до конца	4	8
128	это не	8	8
129	или иной	4	8
130	для себя	6	8
131	и прежде	2	8
132	и потому	4	8
133	к тому	7	8
134	отношение к	3	8
135	том числе	2	8
136	большинстве случаев	2	8
137	один из	2	8
138	что и	8	8
139	во всяком	7	8
140	здесь мы	2	8
141	и то	6	8
142	а также	8	8
143	время как	4	8
144	но эти	2	8
145	в результате	11	8
146	в этот	4	8
147	и по	2	8
148	если бы	2	8
149	в этих	3	8
150	со всеми	5	8
151	отношению к	2	8
152	с одной	5	8
153	в жизни	4	8
154	и к	9	8
155	в виду	3	8
156	на фоне	2	8
157	для всех	2	7
158	в себе	7	7
159	время это	2	7
160	не как	3	7
161	том же	2	7
162	того что	8	7
163	в той	5	7
164	было бы	12	7
165	к этому	2	7
166	из этих	2	7
167	и он	5	7
168	в которой	7	7
169	поэтому и	4	7
170	этом отношении	4	7
171	ее в	2	7
172	к ним	3	7
173	еще более	4	7
174	нет ничего	3	7
175	то время	4	7
176	в романах	2	7
177	но он	5	7
178	в отношении	8	6
179	не могут	3	6
180	и ее	2	6
181	но эта	2	6
182	а как	2	6
183	здесь как	5	6
184	одной из	5	6
185	с тем	7	6
186	в античном	6	6
187	одной стороны	5	6
188	в качестве	9	6
189	сказать что	13	6
190	только и	9	6
191	до нас	7	6
192	в начале	6	6
193	мы не	7	6
194	мы можем	5	6
195	мы находим	9	6
196	и самое	2	6
197	не является	2	6
198	только для	5	6
199	смысле слова	12	6
200	нет и	3	6
201	о том	17	6
202	именно в	11	6
203	все что	2	6
204	в эпоху	5	6
205	уже на	2	6
206	в таком	4	6
207	и речи	2	6
208	с помощью	2	6
209	во все	3	5
210	о чем	2	5
211	и вообще	11	5
212	по своей	3	5
213	был бы	2	5
214	он должен	2	5
215	только на	2	5
216	так что	18	5
217	и ни	4	5
218	одно из	2	5
219	от этого	4	5
220	они не	3	5
221	той или	5	5
222	что они	4	5
223	в этой	14	5
224	и они	3	5
225	и от	7	5
226	хотя бы	11	5
227	мы имеем	3	5
228	в своей	29	5
229	по преимуществу	2	5
230	в это	3	5
231	об этом	11	5
232	тем что	2	5
233	борьбе с	3	5
234	с этой	4	5
235	чем не	2	5
236	быть только	6	5
237	не имеет	3	5
238	и является	6	5
239	далеко не	6	5
240	да и	5	5
241	в смысле	8	5
242	и уже	2	5
243	или в	7	5
244	и только	4	5
245	нового времени	4	5
246	мы будем	2	5
247	мы и	2	5
248	даже в	2	4
249	перед нами	14	4
250	не для	2	4
251	его на	3	4
252	в одной	2	4
253	по себе	5	4
254	чтобы они	2	4
255	по отношению	2	4
256	в другом	6	4
257	и при	2	4
258	проявляется в	3	4
259	что он	12	4
260	и о	9	4
261	как он	2	4
262	за ними	2	4
263	в одно	6	4
264	о которых	2	4
265	мы здесь	2	4
266	людей и	13	4
267	бы на	3	4
268	любви и	4	4
269	в чем	3	4
270	что не	3	4
271	другой стороны	8	4
272	и совершенно	2	4
273	на его	4	4
274	у достоевского	4	4
275	совсем не	4	4
276	для них	3	4
277	он был	5	4
278	в корне	2	4
279	времени мы	2	4
280	всего того	2	4
281	в новое	3	4
282	в данном	6	4
283	тем более	2	4
284	на одном	2	4
285	и смерти	3	4
286	в глаза	3	4
287	только что	2	4
288	у нас	17	4
289	по всему	2	4
290	же и	2	4
291	и более	3	4
292	раз в	2	4
293	прежде чем	2	4
294	мир и	2	4
295	в своих	3	4
296	судьбы и	2	4
297	равно как	2	4
298	несмотря на	7	4
299	всяком случае	6	4
300	раз и	2	4
301	это и	4	4
302	природы и	2	4
303	же самое	2	4
304	во всем	5	4
305	в нашем	5	4
306	все в	3	4
307	нет ни	4	3
308	еще и	6	3
309	вопрос о	2	3
310	и которые	3	3
311	которые в	3	3
312	его к	2	3
313	том как	2	3
314	в тех	2	3
315	есть только	4	3
316	вплоть до	2	3
317	не будем	3	3
