N	2gram	Voloshinov	StatiiOP
1	и в	42	103
2	в том	3	89
3	том что	3	77
4	в этом	10	76
5	не только	28	60
6	о том	4	47
7	но и	16	46
8	то что	9	44
9	что он	2	42
10	в его	6	42
11	и не	14	41
12	может быть	13	38
13	было бы	7	32
14	в этой	6	31
15	вовсе не	2	31
16	все это	4	29
17	тем что	2	29
18	таким образом	8	28
19	а в	5	27
20	а не	7	27
21	но в	5	26
22	что это	4	25
23	так и	7	25
24	этом отношении	2	24
25	и его	7	24
26	все же	9	23
27	не в	6	23
28	точки зрения	11	23
29	потому что	7	23
30	того что	4	22
31	в области	6	22
32	прежде всего	22	22
33	для того	9	22
34	у нас	4	22
35	в которой	7	22
36	как в	3	22
37	того чтобы	7	21
38	и пр	4	21
39	это не	3	20
40	в то	9	19
41	сих пор	2	19
42	в своей	2	19
43	только в	7	19
44	об этом	3	18
45	не может	13	18
46	в котором	3	18
47	он не	2	18
48	самом деле	5	17
49	в самом	5	17
50	как бы	30	17
51	с этим	2	16
52	сказать что	3	16
53	в ней	8	16
54	можно было	4	16
55	если бы	4	16
56	в этих	2	16
57	в отношении	2	15
58	с тем	8	15
59	как и	12	15
60	для него	3	15
61	из этих	2	15
62	также и	2	15
63	и на	7	15
64	к тому	4	14
65	между тем	3	14
66	то же	16	14
67	но все	5	14
68	с точки	5	14
69	в конце	6	13
70	а с	5	13
71	тому что	5	13
72	но это	2	13
73	в качестве	4	13
74	в нем	6	13
75	в языке	2	13
76	из них	3	13
77	в той	5	13
78	жизни и	3	13
79	вместе с	5	13
80	так как	8	12
81	того времени	4	12
82	как например	2	12
83	в первой	2	12
84	хотя бы	18	12
85	что у	3	12
86	в своих	2	12
87	никогда не	7	11
88	вопрос о	2	11
89	и с	5	11
90	должна была	2	11
91	все эти	3	11
92	не было	2	11
93	ясно что	2	11
94	на самом	3	10
95	в каком	2	10
96	так же	4	10
97	ответ на	3	10
98	в виду	3	10
99	в частности	3	10
100	ничего не	8	10
101	связь с	2	10
102	в целом	4	10
103	что и	3	10
104	это слово	2	10
105	в начале	3	10
106	во всех	6	10
107	во второй	3	10
108	кроме того	2	10
109	на эти	2	10
110	но не	2	10
111	что такое	4	10
112	же время	7	10
113	в каждом	4	9
114	что же	8	9
115	несмотря на	3	9
116	место в	2	9
117	можно сказать	4	9
118	вряд ли	3	9
119	в одном	4	9
120	не является	5	9
121	времени и	2	9
122	и для	3	9
123	и к	4	9
124	для нас	3	9
125	что мы	11	9
126	и тем	7	9
127	и это	8	9
128	до конца	2	8
129	отношение к	2	8
130	к которому	2	8
131	в их	2	8
132	связано с	2	8
133	той же	7	8
134	в какой	2	8
135	связи с	3	8
136	к этому	2	8
137	мы имеем	2	8
138	и даже	3	8
139	но ведь	6	8
140	совершенно не	3	8
141	еще более	2	8
142	в которых	2	8
143	о чем	2	7
144	уже в	5	7
145	конце концов	3	7
146	одной из	2	7
147	гораздо более	2	7
148	точка зрения	4	7
149	как это	5	7
150	в ее	3	7
151	с самого	4	7
152	и то	5	7
153	лишь в	4	7
154	материал для	2	7
155	еще не	3	7
156	отношению к	2	7
157	еще и	2	7
158	на этот	2	7
159	не просто	4	7
160	не мог	3	7
161	в себе	10	6
162	по отношению	2	6
163	должно было	3	6
164	должен быть	2	6
165	из которых	3	6
166	его не	2	6
167	к нему	2	6
168	и все	4	6
169	на его	6	6
170	языка и	4	6
171	я считаю	2	6
172	и вообще	2	6
173	с его	8	6
174	независимо от	5	6
175	мы не	9	6
176	и здесь	3	6
177	и сам	2	6
178	в жизни	2	6
179	ни на	3	6
180	этот вопрос	2	6
181	в устах	3	6
182	тем же	4	6
183	его в	4	5
184	на эту	2	5
185	что именно	4	5
186	том же	2	5
187	точку зрения	6	5
188	нас не	2	5
189	и потому	2	5
190	не так	3	5
191	если б	6	5
192	один из	4	5
193	при этом	9	5
194	в тех	3	5
195	до того	3	5
196	что эти	3	5
197	хотя и	3	5
198	самого начала	4	5
199	или иного	5	5
200	того или	5	5
201	на это	4	5
202	целый ряд	3	5
203	нет и	3	5
204	уже не	4	5
205	если не	3	5
206	конечно не	3	5
207	в слове	4	5
208	очевидно что	2	4
209	эти вопросы	2	4
210	в форме	6	4
211	то есть	5	4
212	что оно	3	4
213	достаточно для	2	4
214	по своей	2	4
215	не всегда	2	4
216	не знает	3	4
217	всего в	4	4
218	смысле этого	2	4
219	которые в	2	4
220	но как	2	4
221	он говорит	2	4
222	и без	4	4
223	и те	2	4
224	в процессе	6	4
225	мы видим	4	4
226	и тогда	2	4
227	в связи	2	4
228	что было	3	4
229	этого слова	3	4
230	как мы	10	4
231	да и	4	4
232	относится к	2	4
233	для этого	2	4
234	значительной степени	2	4
235	и он	2	4
236	бы и	2	4
237	в значительной	2	4
238	на него	4	4
239	из двух	2	4
240	и их	5	4
241	в наших	2	4
242	тому же	2	4
243	и так	6	4
