N	4gram	Bakhtin_Pr	Problemy
1	в то же время	13	33
2	но в то же	7	13
3	и в то же	2	10
4	в большей или меньшей	2	6
5	большей или меньшей степени	2	6
6	бы он ни был	2	6
7	то же время не	3	6
8	дело идет не об	2	6
9	в полифоническом романе достоевского	2	5
10	и сам знаю что	3	5
11	как мы уже говорили	2	5
12	в том что он	4	5
13	о себе самом и	5	5
14	бы то ни было	2	5
15	в одной плоскости с	4	5
16	ведь и сам знаю	3	4
17	такой как и все	4	4
18	сознаний с их мирами	5	4
19	в пределах одного контекста	4	4
20	я ведь и сам	3	4
21	в кругозор самого героя	3	4
22	героя о себе самом	4	4
23	по себе еще не	4	4
24	личного стиля и тона	3	3
25	сами по себе еще	3	3
26	в то время как	2	3
27	сам знаю что я	3	3
28	как объект а как	3	3
29	утвердить чужое я не	3	3
30	потому что она не	3	3
31	раскольникова ивана карамазова и	2	3
32	немного делаю тем что	2	3
33	чужое я не как	3	3
34	на чужое слово и	2	3
35	видения и понимания мира	3	3
36	деле такого что переписываю	3	3
37	что ж тут в	2	3
38	а в то же	2	3
39	я немного делаю тем	2	3
40	ж тут в самом	2	3
41	и в этом смысле	2	3
42	самосознание как художественная доминанта	2	3
43	самом деле такого что	3	3
44	что я немного делаю	3	3
45	кругозор самого героя и	2	3
46	тут в самом деле	3	3
47	я не как объект	3	3
48	не как объект а	3	3
49	а как другой субъект	3	3
50	с точки зрения монологического	3	3
51	себе самом и о	4	3
52	в пределы одного сознания	2	3
53	делаю тем что переписываю	2	3
54	знаю что я немного	3	3
55	это не значит конечно	2	3
56	объект а как другой	3	3
57	не значит конечно что	2	3
58	на мир и на	2	3
59	в художественном мире достоевского	3	3
60	на вопрос кто он?	2	3
61	ну что ж тут	2	3
62	в самом деле такого	3	3
63	последней разновидности третьего типа	3	3
64	тоже может почему же	2	2
65	живу но это ничего	2	2
66	что в большинстве случаев	2	2
67	прямое авторское слово не	2	2
68	в разрезе данного мгновения	2	2
69	пародийное слово может быть	2	2
70	есть я пожалуй и	2	2
71	тут что-нибудь такое иное	2	2
72	чужое слово не воспроизводится	2	2
73	по отношению к себе	2	2
74	смысл какой был что	2	2
75	героя а не как	2	2
76	как и благодаря чему	2	2
77	о себе самом с	2	2
78	никому не в тягость	2	2
79	самой этой комнате за	2	2
80	что грех переписывать что	2	2
81	то же время оно	2	2
82	в большинстве случаев сказ	2	2
83	то такой как и	2	2
84	в первых произведениях достоевского	2	2
85	с точки зрения своего	2	2
86	пределах одного монологического контекста	2	2
87	в самом построении романа	2	2
88	если уж на то	2	2
89	критической литературы о достоевском	2	2
90	на пьедестал будущий человек	2	2
91	все он только так	2	2
92	определение романа достоевского как	2	2
93	быть никому в тягость	2	2
94	этой комнате за перегородкой	2	2
95	все эти композиционные приемы	2	2
96	впрочем ведь что же	2	2
97	что ли? он дескать	2	2
98	глубокий отпечаток его личного	2	2
99	той же основной особенности	2	2
100	в самой этой комнате	2	2
101	в тягость у меня	2	2
102	отношению к себе самому	2	2
103	пожалуй и в самой	2	2
104	переписываю да все-таки я	2	2
105	не в тягость у	2	2
106	ведь такой как и	2	2
107	о том же предмете	2	2
108	в большинстве случаев в	2	2
109	лентяй да ведь это	2	2
110	как чужое слово как	2	2
111	принципом видения и понимания	2	2
112	уж на то пошло	2	2
113	но и не служит	2	2
114	в пределах одного монологического	2	2
115	в скрытой же полемике	2	2
116	в скрытой полемике и	2	2
117	то перед нами уже	2	2
118	то есть я пожалуй	2	2
119	становится живым существом и	2	2
120	ну так вы и	2	2
121	что переписываю что грех	2	2
122	трудами добытый законно и	2	2
123	слово героя о себе	2	2
124	лежащими в их основе	2	2
125	только так себе а	2	2
126	пространстве а не во	2	2
127	человека из подполья и	2	2
128	как в дантовском мире	2	2
129	но потому что она	2	2
130	в целом ряде других	2	2
131	достоевского в этом смысле	2	2
132	грех переписывать что ли?	2	2
133	только в этой форме	2	2
134	его личного стиля и	2	2
135	звенья единого диалектического ряда	2	2
136	что может быть осмысленно	2	2
137	на материале произведений достоевского	2	2
138	нет отчего же и	2	2
139	его о себе самом	2	2
140	среды почвы и земли	2	2
141	с другой стороны и	3	2
142	был что вот дескать	2	2
143	такого что переписываю что	2	2
144	направленное на свой предмет	2	2
145	и все он только	2	2
146	установки на чужое слово	2	2
147	материале произведений достоевского мы	2	2
148	а то такой как	2	2
149	ли? он дескать переписывает	2	2
150	и в целом ряде	2	2
151	простой кусок хлеба подчас	2	2
152	да все-таки я этим	2	2
153	как и все он	2	2
154	друг на друга и	2	2
155	он тоже может почему	2	2
156	композиционное замещение авторского слова	2	2
157	меня кусок хлеба есть	2	2
158	так вы и не	2	2
159	отпечаток его личного стиля	2	2
160	отношения к чужому слову	2	2
161	быть более или менее	2	2
162	подчас даже черствый но	2	2
163	тягость у меня кусок	2	2
164	кусок хлеба подчас даже	2	2
165	отрицаемая чужая мысль не	2	2
166	какой был что вот	2	2
167	в самой структуре романа	2	2
168	вы и не думайте	2	2
169	роман роман с идеей	2	2
170	делать я ведь и	2	2
171	видения и изображения мира	2	2
172	в пространстве а не	2	2
173	как звенья единого диалектического	2	2
174	является лишь одним из	2	2
175	точки зрения монологического понимания	2	2
176	что переписываю да все-таки	2	2
177	установки на устную речь	2	2
178	такое иное и таинственный	2	2
179	в этом смысле глубоко	2	2
180	макар девушкин ну что	2	2
181	он ведь такой как	2	2
182	законно и безукоризненно употребляемый	2	2
183	точка зрения на мир	2	2
184	сказе установки на чужое	2	2
185	на свой предмет слово	2	2
186	у меня кусок хлеба	2	2
187	нужно быть никому в	2	2
188	так себе а то	2	2
