N	2gram	Voloshinov	Hudozhes
1	в качестве	4	31
2	то есть	2	26
3	и в	32	23
4	не только	18	20
5	в том	13	20
6	может быть	50	19
7	при этом	13	19
8	в частности	2	18
9	и не	42	16
10	внутренней речи	13	14
11	но и	17	14
12	а в	5	13
13	в себе	5	13
14	но не	2	13
15	а не	15	13
16	то же	19	12
17	в этом	27	12
18	и его	33	12
19	так и	21	12
20	как бы	31	11
21	точки зрения	48	11
22	в его	10	11
23	сводится к	5	11
24	но в	13	10
25	по отношению	10	10
26	отношению к	9	10
27	не в	13	9
28	в душе	3	9
29	или иной	8	9
30	том что	12	9
31	не может	40	9
32	с другой	6	9
33	в то	7	8
34	себя в	2	8
35	в области	3	8
36	его внешней	2	8
37	в самом	14	7
38	и т.п	17	7
39	лишь в	17	7
40	в своей	5	7
41	только в	14	7
42	же время	7	7
43	как это	2	7
44	что в	5	7
45	отличие от	7	7
46	в отличие	7	7
47	в основе	10	7
48	не столько	5	7
49	более или	3	6
50	уже не	2	6
51	другой стороны	7	6
52	приводит к	3	6
53	в нем	17	6
54	с ее	2	6
55	можно сказать	4	6
56	в ее	9	6
57	с его	6	6
58	или менее	3	6
59	ни в	7	5
60	с другими	6	5
61	высказывания в	8	5
62	той или	5	5
63	или иначе	3	5
64	могут быть	4	5
65	между ними	6	5
66	место в	5	5
67	как к	2	5
68	для того	8	5
69	того чтобы	9	5
70	знака к	5	5
71	в виду	2	5
72	со стороны	2	5
73	в их	5	5
74	не является	11	5
75	слова как	9	5
76	что он	5	5
77	не на	2	5
78	то что	12	5
79	не менее	5	5
80	прежде всего	19	5
81	того что	5	5
82	для него	18	5
83	в слове	13	4
84	и то	4	4
85	сказать что	7	4
86	в отношении	7	4
87	его в	7	4
88	или иного	2	4
89	далеко не	5	4
90	это не	5	4
91	для себя	4	4
92	а только	2	4
93	того или	2	4
94	к тому	8	4
95	речи и	6	4
96	на почве	14	4
97	между тем	8	4
98	входит в	5	4
99	в данном	8	4
100	и т.д	6	4
101	во втором	2	4
102	в форме	3	4
103	в другом	5	4
104	не знает	4	4
105	знакового материала	3	4
106	и как	8	4
107	еще не	7	4
108	и тем	4	4
109	и что	2	4
110	языка в	17	4
111	говорить о	2	4
112	в этих	2	4
113	на смену	2	4
114	он не	5	4
115	не следует	2	4
116	без исключения	9	4
117	отношения к	2	4
118	например в	2	4
119	в своем	3	4
120	так или	2	4
121	в жизни	2	3
122	к нему	5	3
123	и для	15	3
124	одно и	3	3
125	и ее	4	3
126	за пределами	2	3
127	в романе	2	3
128	в контексте	12	3
129	это отношение	2	3
130	как и	19	3
131	того же	11	3
132	потому что	2	3
133	одной стороны	2	3
134	по преимуществу	5	3
135	слова в	8	3
136	в русской	3	3
137	том числе	3	3
138	одно слово	2	3
139	в целом	2	3
140	к его	4	3
141	в свою	6	3
142	и к	3	3
143	во всех	13	3
144	одного и	9	3
145	тем не	3	3
146	из этих	3	3
147	связи с	22	3
148	и на	8	3
149	мог бы	2	3
150	с языком	2	3
151	если бы	12	3
152	в той	6	3
153	не будет	7	3
154	и прежде	4	3
155	знаковом материале	5	3
156	как раз	5	3
157	отношение знака	2	3
158	с точки	31	3
159	и того	11	3
160	тот или	2	3
161	в знаковом	2	3
162	или даже	2	3
163	себя и	2	3
164	с этой	2	3
165	в связи	12	3
166	таким образом	29	3
167	в таком	8	3
168	в которой	4	3
169	во всей	2	3
170	принадлежит к	2	3
171	в узком	4	3
172	этом смысле	2	3
173	отношении к	8	3
174	всех без	5	3
175	в пределах	7	3
176	в одном	2	3
177	с одной	2	3
178	известной степени	2	3
179	имеет место	2	3
180	в системе	3	3
181	никогда не	7	2
182	творческий акт	2	2
183	о том	4	2
184	одной из	5	2
185	для понимания	4	2
186	в литературе	2	2
187	жизни но	2	2
188	в каком	6	2
189	одна из	6	2
190	как в	5	2
191	и др	3	2
192	между которыми	2	2
193	и это	6	2
194	ее в	2	2
195	могла бы	2	2
196	тому что	6	2
197	и потому	7	2
198	значительной степени	3	2
199	то в	3	2
200	высказывания и	11	2
201	еще и	2	2
202	столь же	2	2
203	знаков в	3	2
204	в чем	2	2
205	данном контексте	3	2
206	что такое	3	2
207	или в	4	2
208	вступает в	2	2
209	именно в	6	2
210	жизни в	5	2
211	но как	3	2
212	все эти	8	2
213	тем более	3	2
214	всех подобных	2	2
215	мира и	2	2
216	не все	3	2
217	с их	2	2
