N	2gram	Voloshinov	PoTuStor
1	может быть	28	17
2	и в	28	16
3	и пр	29	12
4	мы можем	20	9
5	в этом	28	9
6	и только	6	9
7	таким образом	34	9
8	прежде всего	26	9
9	к матери	13	8
10	и с	10	8
11	в психике	6	8
12	точки зрения	31	8
13	совершенно не	9	8
14	не может	30	8
15	эдипов комплекс	13	8
16	и его	22	8
17	сказать что	11	7
18	не только	10	7
19	с его	9	7
20	фрейд и	13	7
21	в сознание	10	7
22	с точки	15	6
23	к отцу	16	6
24	конечно не	10	6
25	в бессознательное	14	6
26	самом деле	14	6
27	я и	7	6
28	и к	7	6
29	для него	12	6
30	при этом	8	6
31	бессознательное и	3	5
32	ту сторону	4	5
33	ни в	12	5
34	все эти	15	5
35	в бессознательном	3	5
36	что такое	6	5
37	как бы	19	5
38	только для	2	5
39	нуждается в	3	5
40	еще не	8	5
41	по фрейду	16	5
42	до сознания	6	5
43	в чем	9	5
44	в него	2	5
45	сознание и	5	5
46	отношение к	7	5
47	как мы	18	4
48	и на	9	4
49	все это	12	4
50	на самом	6	4
51	принципа наслаждения	4	4
52	все позволено	4	4
53	и желаний	4	4
54	его в	11	4
55	в его	25	4
56	и ее	7	4
57	но и	10	4
58	и не	34	4
59	по ранку	4	4
60	по ту	4	4
61	и все	13	4
62	но в	13	4
63	с самого	7	4
64	в этой	7	4
65	но мы	6	4
66	с ее	4	4
67	и наконец	12	4
68	субъективной психологии	12	4
69	так как	15	4
70	и их	2	4
71	все что	10	4
72	и может	4	4
73	только в	11	4
74	в нем	7	4
75	буржуазной философии	4	4
76	законы образования	2	4
77	а потому	4	4
78	хотя бы	7	4
79	с ними	5	4
80	можно сказать	6	4
81	так и	14	4
82	жизни человека	15	4
83	бессознательного и	4	4
84	для всех	3	4
85	мысли и	4	4
86	самого начала	5	4
87	отнюдь не	5	4
88	и даже	3	4
89	биологический организм	3	4
90	у фрейда	6	3
91	едва ли	4	3
92	и она	3	3
93	фрейда в	4	3
94	матери и	2	3
95	преодоление травмы	2	3
96	что в	7	3
97	и притом	3	3
98	представлений и	2	3
99	жизни и	7	3
100	мы полагаем	2	3
101	внутриутробного состояния	3	3
102	и оно	4	3
103	и теперь	2	3
104	и как	3	3
105	и потому	12	3
106	на этой	3	3
107	тех же	5	3
108	а в	8	3
109	через сознание	5	3
110	явное содержание	4	3
111	в том	10	3
112	их в	3	3
113	никаких оснований	2	3
114	и вот	8	3
115	в общем	5	3
116	вытесненного влечения	2	3
117	быть это	2	3
118	с другими	8	3
119	ко всякому	2	3
120	между ними	5	3
121	образы сновидения	3	3
122	в области	4	3
123	чувств и	7	3
124	культура и	4	3
125	те же	9	3
126	для сознания	2	3
127	до сих	3	3
128	сексуальное влечение	7	3
129	принцип реальности	3	3
130	влечений я	2	3
131	в основном	4	3
132	только на	4	3
133	его ученики	5	3
134	с сознанием	7	3
135	и есть	3	3
136	во время	6	3
137	ужас рождения	3	3
138	большинстве случаев	6	3
139	в большинстве	5	3
140	на две	3	3
141	в этих	5	3
142	чем не	5	3
143	пр и	2	3
144	в конечном	3	3
145	отношения к	2	3
146	с их	5	3
147	как это	5	3
148	то что	17	3
149	и бессознательное	5	3
150	реальности и	2	3
151	только как	4	3
152	во всех	13	3
153	ступенях развития	3	3
154	могут быть	9	3
155	полагаем что	2	3
156	сих пор	3	3
157	субъективная психология	2	3
158	на язык	4	3
159	всяком случае	8	3
160	вместе с	5	3
161	две группы	3	3
162	учение о	6	3
163	в одном	3	3
164	этом смысле	2	3
165	к себе	3	3
166	и др	9	3
167	на этом	8	3
168	мы знаем	11	3
169	во всяком	9	3
170	и значение	2	3
171	травмы рождения	5	3
172	том что	12	3
173	в основе	6	3
174	возврат в	5	3
175	один из	10	2
176	никогда не	10	2
177	для нас	2	2
178	вытесненным представлением	2	2
179	что мы	3	2
180	систему бессознательного	2	2
181	по своему	4	2
182	фрейд ни	2	2
183	мы видим	3	2
184	с вытесненным	3	2
185	есть и	2	2
186	на них	2	2
187	в них	3	2
188	механизм перенесения	2	2
189	не можем	6	2
190	в жизни	7	2
191	эмоций и	2	2
192	в каком	7	2
193	в мир	4	2
194	для этого	6	2
195	и вообще	4	2
196	же как	2	2
197	половой акт	2	2
198	и для	7	2
199	и содержание	3	2
200	влечения я	2	2
201	совсем не	6	2
202	и этот	2	2
203	внешний мир	2	2
204	с сознательным	2	2
205	всей жизни	4	2
206	абстрактный биологический	2	2
