N	2gram	Bakhtin_Fr	Problema
1	и в	105	182
2	то есть	71	165
3	и не	34	152
4	вовсе не	25	145
5	то что	7	144
6	не только	24	104
7	потому что	6	89
8	в этом	22	88
9	может быть	11	82
10	том что	9	81
11	в том	17	81
12	не просто	3	80
13	только в	16	73
14	сказать что	12	72
15	но и	20	70
16	также и	3	68
17	и даже	10	66
18	даже и	5	63
19	не менее	2	58
20	о том	5	57
21	так и	16	56
22	но в	16	55
23	для нас	5	50
24	и вообще	5	48
25	в себе	7	48
26	было бы	4	46
27	в своей	8	45
28	прежде всего	26	45
29	что в	4	44
30	в его	24	44
31	все эти	15	43
32	не в	4	43
33	таким образом	5	42
34	как раз	3	42
35	то же	6	42
36	так как	11	40
37	что мы	2	40
38	что он	5	40
39	не может	9	39
40	в этой	11	39
41	во всяком	2	39
42	как бы	33	39
43	той или	5	38
44	хотя бы	2	37
45	того что	3	37
46	в нем	16	37
47	еще не	8	36
48	точки зрения	10	36
49	и все	7	36
50	в виду	5	34
51	и с	8	34
52	как и	15	34
53	уже не	3	34
54	не является	4	33
55	или иной	5	33
56	в таком	2	33
57	в то	5	32
58	здесь не	3	32
59	но не	7	32
60	в своем	11	31
61	в конце	3	31
62	связи с	5	31
63	все это	16	31
64	так же	2	31
65	но это	5	31
66	с другой	3	30
67	и для	3	30
68	как мы	12	29
69	все же	10	29
70	об этом	2	29
71	в связи	2	29
72	можно сказать	4	29
73	и о	4	28
74	есть только	3	28
75	а в	4	28
76	и как	2	27
77	ничего не	3	27
78	и это	3	27
79	хотя и	4	27
80	еще и	6	26
81	это не	4	26
82	да и	5	26
83	и его	24	26
84	с точки	6	25
85	и на	25	25
86	мы можем	2	25
87	всяком случае	2	25
88	на самом	6	24
89	в нашем	3	24
90	мы находим	4	23
91	на то	2	23
92	содержит в	2	23
93	при этом	10	23
94	по своему	9	23
95	никогда не	11	22
96	его в	7	22
97	только на	3	22
98	нет ничего	3	22
99	что и	2	22
100	и от	3	22
101	другими словами	2	22
102	раз и	2	22
103	всех этих	10	22
104	есть в	6	22
105	и к	7	22
106	мы должны	2	21
107	и без	4	21
