N	2gram	Bakhtin_Fr	KulturaY
1	и в	73	84
2	в том	13	74
3	потому что	9	68
4	не только	11	60
5	точки зрения	6	59
6	в этом	21	57
7	было бы	5	53
8	и не	13	52
9	может быть	5	47
10	том что	8	44
11	того чтобы	2	44
12	что в	14	44
13	в самом	9	41
14	у нас	4	38
15	самом деле	4	37
16	так как	9	36
17	с точки	4	36
18	в области	3	34
19	таким образом	34	33
20	а не	2	33
21	можно было	4	32
22	не в	12	30
23	прежде всего	18	30
24	в его	18	30
25	все же	2	29
26	того что	5	28
27	все эти	24	28
28	уже не	2	26
29	не может	4	25
30	то что	12	25
31	вовсе не	11	25
32	еще не	3	24
33	с другой	3	24
34	так и	13	23
35	то же	16	23
36	только в	7	23
37	с помощью	11	23
38	во всяком	2	20
39	но и	15	20
40	по себе	2	20
41	и что	5	20
42	что он	8	19
43	но в	12	19
44	речи в	2	19
45	тем что	8	19
46	о том	13	19
47	между тем	2	18
48	связи с	5	18
49	все это	19	18
50	в качестве	11	18
51	к тому	2	18
52	с тем	2	18
53	в сущности	8	18
54	как бы	15	18
55	и с	17	18
56	вместе с	9	18
57	это не	7	17
58	как раз	3	17
59	как это	2	17
60	что это	9	17
61	другой стороны	2	17
62	в той	8	17
63	слова и	2	17
64	в виду	4	16
65	ничего не	4	16
66	что и	6	16
67	тот же	3	16
68	по отношению	3	15
69	и тем	3	15
70	один из	5	15
71	а в	10	15
72	при этом	5	15
73	того как	7	15
74	в данном	3	15
75	должно быть	4	15
76	целый ряд	4	15
77	лишь в	2	15
78	именно в	4	15
79	не было	4	15
80	в нашем	2	15
81	в них	14	14
82	в связи	3	14
83	хотя и	5	14
84	я не	3	14
85	как мы	19	14
86	сказать что	4	14
87	мы имеем	2	14
88	отношению к	3	14
89	сих пор	3	14
90	также и	6	14
91	если мы	2	14
92	и на	12	14
93	в ней	10	14
94	до сих	3	14
95	не могут	3	13
96	по существу	8	13
97	слово это	2	13
98	между прочим	2	13
99	в этой	18	13
100	в которых	3	13
101	для нас	2	13
102	и его	18	13
103	той же	9	13
104	для этого	2	12
105	с этой	4	12
106	как в	9	12
107	а только	2	12
108	того же	7	12
109	в результате	7	12
110	еще и	2	11
111	в таких	2	11
112	должен быть	4	11
113	в их	5	11
114	в своем	13	11
115	те же	3	11
116	должна быть	3	11
117	в нем	18	11
118	этом отношении	3	11
119	и здесь	5	11
120	и то	3	11
121	уже в	9	11
122	он не	4	11
123	тем самым	3	10
124	так же	11	10
125	в то	14	10
126	к этому	5	10
127	они не	2	10
128	как и	19	10
129	ту же	3	10
130	тех же	2	10
131	с этим	4	10
132	бы в	3	10
133	несмотря на	3	10
134	в особенности	5	10
135	после того	6	10
136	конечно не	2	10
137	не просто	3	10
138	xix века	2	9
139	здесь не	2	9
140	что все	3	9
141	и для	8	9
142	в своей	4	9
143	рядом с	9	9
144	а также	8	9
145	но это	3	9
146	в которой	3	9
147	но уже	3	9
148	и вот	3	9
149	не имеет	4	9
150	ни в	7	9
151	мы говорим	2	9
152	что мы	2	9
153	и есть	3	9
154	на самом	2	8
155	в частности	2	8
156	мы видели	7	8
157	в чем	3	8
158	с одной	3	8
159	и о	2	8
160	что они	2	8
161	слов и	6	8
162	с его	5	8
163	своего рода	3	8
164	и как	5	8
165	об этом	2	8
166	в этих	6	8
