N	2gram	Bakhtin_Fr	Narrotol
1	не только	11	62
2	и не	13	50
3	при этом	5	47
4	но и	15	45
5	а не	2	38
6	в качестве	11	35
7	в частности	2	31
8	может быть	5	30
9	и в	73	30
10	в том	13	29
11	своего рода	3	28
12	том что	8	28
13	в этом	21	28
14	а в	10	27
15	только в	7	25
16	в данном	3	24
17	как и	19	24
18	не в	12	23
19	то что	12	23
20	то есть	36	22
21	не может	4	20
22	в себе	16	17
23	так и	13	17
24	а также	8	17
25	в его	18	16
26	но в	12	15
27	к тому	2	15
28	и т.п	21	15
29	картина мира	4	14
30	и его	18	14
31	в своем	13	13
32	в своей	4	13
33	то же	16	13
34	времени и	2	13
35	у него	13	13
36	о том	13	13
37	уже не	2	13
38	перед нами	5	12
39	картины мира	5	12
40	все же	2	12
41	прежде всего	18	12
42	как в	9	12
43	как бы	15	12
44	тем самым	3	11
45	по отношению	3	11
46	к себе	3	11
47	и тем	3	11
48	героя в	2	11
49	об этом	2	11
50	в нем	18	11
51	в этой	18	11
52	отношению к	3	11
53	в мире	3	11
54	хотя и	5	11
55	никогда не	6	10
56	в то	14	10
57	и т.д	3	10
58	ничего не	4	10
59	как это	2	10
60	один из	5	10
61	точки зрения	6	10
62	того что	5	10
63	и все	19	10
64	жизни и	6	10
65	между тем	2	10
66	с его	5	10
67	во времени	2	9
68	еще не	3	9
69	что он	8	9
70	что в	14	9
71	для него	7	9
72	далеко не	2	9
73	потому что	9	9
74	с ним	6	9
75	как раз	3	9
76	о чем	2	8
77	самом деле	4	8
78	того чтобы	2	8
79	одна из	7	8
80	мы имеем	2	8
81	и он	4	8
82	мира в	6	8
83	этом отношении	3	8
84	у нас	4	8
85	действующих лиц	2	8
86	в литературе	5	8
87	и для	8	8
88	в самом	9	8
89	и к	6	8
90	внимание на	2	8
91	в той	8	8
92	же время	12	8
93	он не	4	8
94	не мог	2	8
95	в свою	3	7
96	это не	7	7
97	в конце	9	7
98	в чем	3	7
99	в ней	10	7
100	одного из	3	7
101	в ее	6	7
102	же в	2	7
103	также и	6	7
104	с другой	3	7
105	в котором	4	7
106	и на	12	7
107	или в	5	7
108	в форме	6	7
109	одной стороны	3	6
110	о нем	3	6
111	они не	2	6
112	не могла	2	6
113	на другой	2	6
114	что и	6	6
115	например в	8	6
116	сказать что	4	6
117	здесь не	2	6
118	в результате	7	6
119	на него	2	6
120	как у	3	6
121	с одной	3	6
122	что у	3	6
123	в нашем	2	6
124	к его	2	6
125	все что	5	6
126	таким образом	34	6
127	на самом	2	5
128	том как	3	5
129	в другом	4	5
130	и у	7	5
131	а именно	2	5
132	и о	2	5
133	о котором	5	5
134	а для	2	5
135	к нему	7	5
136	свидетельствует о	3	5
137	место в	4	5
138	точка зрения	2	5
139	мира и	6	5
140	между собой	2	5
141	было бы	5	5
142	мы не	2	5
143	свою очередь	3	5
144	я не	3	5
145	и здесь	5	5
146	и то	3	5
147	и от	10	5
148	что это	9	5
149	было как	2	5
150	с ними	4	5
151	так сказать	5	5
152	в начале	4	5
153	себя в	3	5
154	с ее	3	5
155	и даже	4	5
156	в центре	2	5
157	их в	5	5
158	именно в	4	5
159	еще в	4	5
160	из них	6	5
161	в одном	5	5
162	не было	4	5
163	он сам	4	5
164	и сам	2	5
165	начала и	4	5
166	даже в	4	4
167	и ее	2	4
168	начиная с	3	4
169	но именно	3	4
170	роль в	4	4
171	а на	4	4
172	в виду	4	4
173	как он	4	4
174	в области	3	4
175	только на	2	4
176	картину мира	2	4
177	по своему	3	4
178	в них	14	4
179	это уже	3	4
180	на том	2	4
181	все его	3	4
182	ему в	2	4
183	и когда	3	4
184	и по	4	4
185	не на	5	4
186	что они	2	4
187	как мы	19	4
188	в основе	3	4
189	к этому	5	4
190	существенную роль	2	4
191	это было	4	4
192	и как	5	4
193	не имеет	4	4
194	человека в	3	4
195	в эпизоде	10	4
196	со всеми	4	4
197	но они	3	4
198	раз в	2	4
199	и мира	2	4
200	оно не	2	4
201	и с	17	4
202	для нас	2	4
203	по себе	2	4
204	несмотря на	3	4
205	которой он	2	4
206	к жизни	4	4
207	во всяком	2	4
208	или даже	2	4
209	нового времени	5	4
210	в себя	3	4
211	вместе с	9	4
212	еще и	2	3
213	до конца	5	3
214	и потому	6	3
215	свою жизнь	2	3
216	не подлежит	4	3
217	так же	11	3
218	и сама	2	3
219	каждый из	2	3
220	с таким	2	3
221	должен быть	4	3
222	в следующем	3	3
223	с этой	4	3
224	в виде	2	3
225	связано с	3	3
226	и вот	3	3
227	в романе	10	3
228	не знает	4	3
229	одно из	2	3
230	одной из	5	3
231	в него	4	3
232	и это	6	3
233	между ними	2	3
234	все эти	24	3
235	той же	9	3
236	и самого	2	3
237	связи с	5	3
238	в связи	3	3
239	во время	12	3
240	времени в	2	3
241	интерес к	2	3
242	особенно в	2	3
243	все время	4	3
244	характер и	2	3
245	но это	3	3
246	можно было	4	3
247	в первой	4	3
248	дело в	2	3
249	на одном	7	3
250	дело не	2	3
251	в которой	3	3
252	первых двух	3	3
253	во второй	3	3
254	лишь в	2	3
255	он уже	2	3
256	от их	2	3
257	в этих	6	3
258	всех его	3	3
259	было и	2	3
260	сих пор	3	3
261	это была	4	3
262	со своими	2	3
263	глядя на	2	3
264	он и	2	3
265	что мы	2	3
266	как она	2	3
267	в следующей	7	3
268	с точки	4	3
269	говорит о	2	3
270	и что	5	3
271	не просто	3	3
272	что именно	2	3
273	подчеркнуть что	4	3
274	но он	8	3
275	до сих	3	3
276	в нее	3	2
277	и смерть	3	2
278	при виде	5	2
279	в каждой	2	2
280	в которых	3	2
281	сливаются в	2	2
282	в человеке	2	2
283	своего героя	4	2
284	выступает в	2	2
285	в это	3	2
286	или менее	3	2
287	лица и	3	2
288	оно и	3	2
289	в их	5	2
290	так что	2	2
291	в формах	3	2
292	людей и	3	2
293	себе самом	2	2
294	никому не	2	2
295	одновременно и	2	2
296	они и	4	2
297	только с	2	2
298	он говорит	2	2
299	слово это	2	2
300	более или	3	2
301	в более	4	2
302	те же	3	2
303	солнца и	2	2
304	в году	12	2
305	в процессе	3	2
306	и во	4	2
307	все те	2	2
308	в сущности	8	2
309	никто не	11	2
310	принадлежит к	2	2
311	вовсе не	11	2
312	одно и	2	2
313	и вообще	3	2
314	все то	3	2
315	меньшей степени	2	2
316	но все	5	2
317	в отрыве	2	2
318	время в	3	2
319	другой стороны	2	2
320	это в	4	2
321	и еще	2	2
322	и через	2	2
323	нас в	3	2
324	должно быть	4	2
325	его как	3	2
326	бы в	3	2
327	границы между	9	2
328	целый ряд	4	2
329	на первый	2	2
330	слова и	2	2
331	по своим	2	2
332	превращается в	2	2
333	все это	19	2
334	тем что	8	2
335	та же	7	2
336	не есть	2	2
337	в особенности	5	2
338	и наконец	6	2
339	как о	5	2
340	одного и	2	2
341	и есть	3	2
342	одним из	3	2
343	в течение	2	2
344	себе и	2	2
345	во всех	13	2
346	должна быть	3	2
347	отношение к	3	2
348	есть в	9	2
349	а за	2	2
350	но уже	3	2
351	он может	3	2
352	с такою	2	2
353	того же	7	2
354	в ряде	6	2
355	мир не	2	2
356	и стал	2	2
357	у меня	2	2
358	к которому	2	2
359	из которых	2	2
360	большей или	3	2
361	стать и	2	2
362	новое и	2	2
363	еще более	4	2
364	в других	2	2
365	отрыве от	2	2
366	с собой	2	2
367	жизнью и	2	2
368	таким же	4	2
369	места для	2	2
370	но с	3	2
371	в организации	2	2
372	и всякий	2	2
373	в системе	2	2
374	с помощью	11	2
