N	2gram	Bakhtin_Pr	Komedia
1	и в	83	77
2	и не	41	47
3	в том	22	44
4	том что	9	42
5	о том	3	33
6	но и	16	32
7	может быть	23	30
8	таким образом	9	29
9	из них	7	29
10	в то	8	28
11	и его	13	28
12	в этом	24	27
13	потому что	9	27
14	что он	6	26
15	к тому	2	26
16	не только	14	25
17	тому же	3	25
18	вместе с	5	25
19	так как	12	24
20	как и	13	23
21	ни в	4	23
22	что в	5	23
23	что и	4	22
24	в самом	7	22
25	в конце	5	21
26	так и	9	21
27	а в	4	21
28	то же	10	21
29	в его	15	20
30	к этому	5	19
31	в этой	3	18
32	тем что	2	17
33	еще не	10	17
34	и здесь	4	17
35	в нем	21	17
36	же время	8	17
37	все же	3	16
38	у него	5	16
39	не менее	4	16
40	при этом	6	16
41	тот же	2	16
42	до нас	3	16
43	сих пор	8	16
44	он не	5	16
45	до сих	8	16
46	его в	4	15
47	в своем	2	15
48	не в	10	15
49	точки зрения	17	15
50	между тем	2	15
51	прежде всего	20	15
52	один из	7	15
53	на себя	3	15
54	было бы	6	15
55	в которой	2	15
56	и на	27	15
57	к нему	3	14
58	все это	11	14
59	об этом	3	14
60	на протяжении	5	14
61	и с	10	14
62	о чем	2	13
63	то что	14	13
64	но в	12	13
65	того же	5	13
66	в них	4	13
67	в двух	3	13
68	что она	2	13
69	мы можем	9	13
70	в одном	4	13
71	как раз	6	13
72	так же	4	12
73	с другой	4	12
74	как это	2	12
75	уже в	3	12
76	несмотря на	3	12
77	в истории	4	12
78	хотя и	10	12
79	в начале	2	12
80	не может	18	12
81	как в	10	12
82	но не	9	12
83	в котором	8	12
84	из которых	2	12
85	нового времени	8	12
86	по отношению	6	11
87	наряду с	6	11
88	в их	7	11
89	как мы	12	11
90	к ней	3	11
91	и даже	5	11
92	и для	5	11
93	с ним	3	11
94	в отношении	3	10
95	в целом	3	10
96	к себе	8	10
97	отношение к	14	10
98	ничего не	8	10
99	одной из	6	10
100	и все	14	10
101	что касается	2	10
102	на его	4	10
103	мы не	7	10
104	с его	4	10
105	с этим	3	10
106	тем более	2	10
107	на него	2	10
108	как бы	27	10
109	и что	3	10
110	в тех	2	9
111	в образе	3	9
112	и особенно	3	9
113	и по	5	9
114	в своей	5	9
115	того как	4	9
116	а также	4	9
117	и еще	2	9
118	отношению к	5	9
119	друг друга	7	9
120	вовсе не	12	9
121	говорить о	2	9
122	только в	10	9
123	в ней	8	9
124	и ее	8	8
125	и других	12	8
126	как он	4	8
127	по своему	6	8
128	с самого	4	8
129	место в	3	8
130	не знает	8	8
131	то это	4	8
132	а затем	5	8
133	да и	3	8
134	другой стороны	3	8
135	можно было	2	8
136	бы в	2	8
137	при всем	3	8
138	в которых	2	8
139	не было	5	8
140	во всех	15	8
141	до конца	3	7
142	в себе	10	7
143	и поэтому	2	7
144	и у	8	7
145	и к	13	7
146	самого начала	5	7
147	и о	3	7
148	в других	2	7
149	но если	4	7
150	и это	3	7
151	и во	6	7
152	в связи	2	7
153	что они	2	7
154	во всяком	2	7
155	если в	2	7
156	из этих	3	7
157	мы найдем	4	7
158	хотя бы	6	7
159	в результате	2	7
160	в этих	8	7
161	и тот	4	7
162	к его	2	7
163	себя внимание	2	7
164	даже в	3	6
165	в виду	3	6
166	и тем	4	6
167	в области	6	6
168	с женой	2	6
169	том числе	15	6
170	о которых	2	6
171	на ее	2	6
172	могут быть	5	6
173	здесь в	11	6
174	в сущности	15	6
175	нет и	3	6
176	в дальнейшем	8	6
177	и он	5	6
178	это было	3	6
179	тем не	2	6
180	человека в	6	6
181	как будто	3	6
182	на то	2	6
183	в своих	4	6
184	еще более	6	6
185	когда он	2	6
186	которую он	3	6
187	на этом	4	6
188	главным образом	3	6
189	с точки	13	6
190	или в	7	6
191	а не	19	6
192	не дает	3	6
193	никогда не	10	5
