N	3gram	Vygotskiy_	Problema
1	о том что	10	39
2	в том что	30	37
3	то же самое	4	30
4	в связи с	3	29
5	в данном случае	5	28
6	той или иной	2	26
7	во всяком случае	5	25
8	с точки зрения	34	25
9	с другой стороны	10	25
10	сама по себе	3	21
11	сам по себе	3	21
12	на то что	9	19
13	в этом смысле	3	19
14	для того чтобы	19	17
15	в то же	2	17
16	точно так же	2	16
17	до сих пор	4	14
18	на самом деле	3	13
19	можно было бы	6	13
20	не может быть	8	12
21	в то время	5	12
22	можно сказать что	5	12
23	то время как	4	12
24	и в частности	3	12
25	дело в том	2	11
26	с одной стороны	14	11
27	не только не	2	10
28	вместе с тем	5	10
29	только то что	2	10
30	и тем самым	4	10
31	только тогда когда	4	8
32	потому что он	3	8
33	заключается в том	10	8
34	с самого начала	9	7
35	между знаком и	3	7
36	когда мы говорим	2	7
37	и то же	2	6
38	ни в какой	2	6
39	и тем более	2	6
40	то что в	2	6
41	само по себе	3	6
42	на первый план	3	6
43	есть прежде всего	2	6
44	в самом деле	5	6
45	в этом отношении	6	6
46	указывает на то	3	5
47	в собственном смысле	8	5
48	мы могли бы	9	5
49	мы говорили выше	3	5
50	же как и	4	5
51	том что он	2	5
52	в первую очередь	3	5
53	одно и то	2	5
54	в зависимости от	8	5
55	так же как	6	5
56	в какой мере	2	5
57	в том числе	3	5
58	вопрос о том	2	4
59	этой точки зрения	2	4
60	не потому что	2	4
61	и потому что	2	4
62	друг от друга	4	4
63	а с другой	6	4
64	друг к другу	2	4
65	то обстоятельство что	2	4
66	собственном смысле слова	4	4
67	на том что	2	4
68	мы хотели бы	3	4
69	подобно тому как	2	4
70	том числе и	3	4
71	как мы уже	4	4
72	в том чтобы	6	4
73	от того что	2	3
74	к тому что	3	3
75	если бы он	3	3
76	к выводу что	5	3
77	как и в	2	3
78	в сущности говоря	3	3
79	что может быть	2	3
80	имеет свою собственную	2	3
81	если бы мы	3	3
82	то что он	2	3
83	именно в этом	3	3
84	таким образом что	3	3
85	в отличие от	3	3
86	одной стороны и	3	3
87	том что в	3	3
88	в известном смысле	3	3
89	то что у	2	3
90	должны были бы	2	3
91	мы уже видели	2	3
92	по сравнению с	9	3
93	что перед нами	3	2
94	на действительность и	2	2
95	тем и другим	2	2
96	все более и	3	2
97	по отношению к	11	2
98	в предисловии к	4	2
99	нам думается что	7	2
100	одной и той	2	2
101	что он не	2	2
102	если мы хотим	2	2
103	образом как и	2	2
104	в учении о	4	2
105	и в самом	2	2
106	мы только что	2	2
107	и в своем	2	2
108	и самый язык	2	2
109	в том же	3	2
110	в следующем виде	2	2
111	так как он	3	2
112	то же что	2	2
113	как раз в	3	2
114	в целом и	6	2
115	а вместе с	2	2
116	более и более	3	2
117	в свою очередь	3	2
118	оставить в стороне	2	2
119	мы не можем	3	2
120	по самому своему	2	2
121	по своей структуре	2	2
122	в настоящей работе	2	2
123	сознательно и намеренно	2	2
124	он должен быть	2	2
125	и той же	2	2
126	казалось бы что	2	2
127	в последнее время	3	2
128	при переходе от	2	2
129	уже видели что	2	2
