N	2gram	Voloshinov	SlovoVZh
1	не может	8	16
2	точки зрения	8	14
3	может быть	17	14
4	и его	8	13
5	как бы	5	13
6	и в	16	12
7	таким образом	9	12
8	и не	4	10
9	так как	4	9
10	прежде всего	9	8
11	для нас	2	7
12	сказать что	7	7
13	при этом	6	6
14	в том	3	6
15	в нем	4	6
16	только в	4	6
17	с помощью	2	6
18	никогда не	2	5
19	что мы	2	5
20	в жизни	2	5
21	можно сказать	4	5
22	но в	4	5
23	том что	3	5
24	то же	2	5
25	как и	2	5
26	хотя бы	4	5
27	то что	3	5
28	и др	3	5
29	отнюдь не	4	5
30	в самом	2	4
31	в этом	9	4
32	не только	7	4
33	на самом	4	4
34	что не	2	4
35	его в	4	4
36	жизни и	3	4
37	ни было	2	4
38	за пределы	2	4
39	и к	6	4
40	так и	4	4
41	и на	4	4
42	отношение к	5	4
43	в них	2	3
44	в каком	2	3
45	и вообще	2	3
46	о том	2	3
47	и для	2	3
48	и проч	9	3
49	ни в	5	3
50	все эти	5	3
51	и наконец	4	3
52	так же	2	3
53	в своей	2	3
54	мы не	2	3
55	конечно не	6	3
56	нуждается в	5	3
57	еще не	5	3
58	все это	4	3
59	только на	3	3
60	и ее	4	3
61	и с	8	3
62	не менее	2	3
63	сих пор	3	3
64	с ним	2	3
65	до сих	3	3
66	в пределах	2	3
67	и по	2	3
68	на границе	2	3
69	самом деле	6	3
70	и пр	12	3
71	художественного творчества	4	3
72	но и	4	3
73	для него	6	3
74	едва ли	3	2
75	в его	4	2
76	что в	3	2
77	к ним	2	2
78	в душе	2	2
79	не есть	2	2
80	в психике	8	2
81	и притом	3	2
82	с его	7	2
83	как не	2	2
84	что и	2	2
85	и все	4	2
86	с точки	6	2
87	но отнюдь	2	2
88	но мы	4	2
89	с другими	3	2
90	можем сказать	2	2
91	себя и	2	2
92	те же	3	2
93	с этой	2	2
94	в этих	3	2
95	в основном	3	2
96	но это	2	2
97	он не	2	2
98	и потому	3	2
99	оно не	2	2
100	как это	3	2
101	мы можем	9	2
102	могут быть	3	2
103	в чем	5	2
104	между собой	2	2
105	и так	2	2
106	к этому	2	2
107	между ними	3	2
108	и значение	3	2
109	вместе с	3	2
110	но зато	2	2
