N	2gram	Tiupa_Narr	Myshleni
1	в том	18	195
2	в этом	17	167
3	то что	11	166
4	и в	19	162
5	том что	14	161
6	точки зрения	10	143
7	что в	3	119
8	не только	32	116
9	того что	2	109
10	так же	2	100
11	может быть	25	89
12	с точки	2	89
13	что он	6	86
14	не может	10	81
15	как и	7	79
16	и не	20	78
17	только в	4	75
18	как мы	3	72
19	но и	23	70
20	в его	9	67
21	сказать что	4	65
22	как бы	4	64
23	в качестве	21	60
24	было бы	4	60
25	представляет собой	13	60
26	то же	4	58
27	в основе	5	58
28	что мы	2	53
29	в силу	4	53
30	между собой	2	53
31	в сущности	3	51
32	к тому	7	49
33	что они	3	48
34	тем что	3	48
35	но не	6	45
36	с другой	8	45
37	по отношению	7	45
38	тем самым	6	43
39	же как	3	43
40	как это	6	42
41	отношению к	6	42
42	не является	8	41
43	по своей	3	40
44	одной стороны	7	40
45	о том	6	40
46	так и	9	39
47	никогда не	3	39
48	с одной	7	39
49	в области	2	38
50	не в	14	37
51	в этой	5	37
52	в своем	2	36
53	все эти	2	36
54	и его	5	36
55	как в	7	36
56	а не	12	36
57	можно было	2	35
58	он не	3	35
59	в себе	8	35
60	и т.д	7	35
61	и как	5	34
62	связи с	4	34
63	приводит к	2	34
64	при этом	9	33
65	прежде всего	4	33
66	по себе	5	33
67	именно в	6	32
68	но в	6	32
69	и тем	4	32
70	и на	3	32
71	все же	7	31
72	этом отношении	3	30
73	между тем	3	29
74	могут быть	3	29
75	этого слова	2	29
76	как известно	2	29
77	переход от	4	28
78	самом деле	2	28
79	в результате	2	27
80	в то	3	27
81	перед нами	4	27
82	другой стороны	4	27
83	и с	4	27
84	в частности	14	26
85	что это	3	26
86	для него	2	26
87	в собственном	2	26
88	еще не	7	25
89	уже в	3	25
90	это не	2	25
91	можно сказать	5	25
92	в какой	2	24
93	в нем	4	24
94	состоит в	13	23
95	ни в	3	23
96	в известном	2	22
97	столь же	3	22
98	отношение к	2	21
99	как говорит	3	21
100	его в	2	21
101	и все	2	21
102	между ними	2	21
103	и ее	2	21
104	не имеет	2	21
105	по существу	2	20
106	а в	11	20
107	к которому	2	20
108	из них	3	20
109	как раз	2	20
110	не менее	3	20
111	из этих	3	20
112	в данном	5	19
113	в себя	6	19
114	из которых	4	19
115	в той	6	19
116	а с	3	19
117	один из	3	19
118	в связи	2	19
119	независимо от	2	19
120	приходит к	2	18
121	отличие от	5	18
122	во всей	2	18
123	в отличие	5	18
124	и для	2	17
125	в свою	3	17
126	и того	2	17
127	этой точки	2	17
128	и есть	2	17
129	и только	2	17
130	не есть	3	17
131	у него	4	17
132	языка и	2	16
133	тому как	2	16
134	между двумя	5	16
135	то в	6	16
136	и даже	3	16
137	мы имеем	2	16
138	данном случае	4	15
139	известном смысле	2	15
140	тем более	2	15
141	когда он	3	15
142	те же	4	15
143	но как	2	15
144	подобно тому	2	15
145	хотя бы	4	15
146	отличается от	4	15
147	ничего не	2	15
148	точку зрения	4	14
149	точка зрения	6	14
150	что у	2	14
151	когда мы	2	14
152	одной из	4	14
153	который в	2	14
154	о чем	2	14
155	свою очередь	3	14
156	с его	6	14
157	одним из	2	14
158	она не	2	13
159	но все	4	13
160	и тот	2	13
161	точно так	2	13
162	имеет место	4	13
163	они не	2	13
164	отнюдь не	5	13
165	если в	3	13
166	и потому	2	12
167	в ее	3	12
168	в первом	3	12
169	тем не	3	12
170	даже в	2	12
171	это и	3	12
172	несмотря на	2	12
173	в ней	3	12
174	на первый	2	12
175	к нему	5	12
176	к другому	2	12
177	мог бы	3	12
178	тому же	5	12
179	одно из	2	11
180	идет о	2	11
181	иначе говоря	6	11
182	на том	3	11
183	например в	2	11
184	в пределах	2	11
185	с ее	3	11
186	ключ к	2	11
187	наряду с	2	11
188	что на	2	11
189	нуждается в	5	11
190	или менее	2	11
191	не столько	4	11
192	обратимся к	3	11
193	есть в	2	11
194	отношения к	2	11
195	если не	4	10
196	или иной	5	10
197	вслед за	4	10
198	за собой	4	10
199	речь идет	4	10
200	том числе	6	10
201	одного из	4	10
202	представляют собой	2	10
203	в конечном	3	10
204	во второй	2	10
205	и т.п	8	10
206	в случае	7	10
207	числе и	4	10
208	по выражению	2	10
209	не могло	2	10
210	что именно	2	10
211	такого рода	7	9
212	а по	2	9
213	включает в	2	9
214	этого понятия	2	9
215	хотя и	3	9
216	и он	3	9
217	совершенно не	2	9
218	зависит от	2	9
219	не то	2	9
220	более или	2	9
221	та же	2	9
222	оно не	2	9
223	может не	3	9
224	и до	2	9
225	той или	4	9
226	конечном счете	2	9
227	не с	3	9
228	говорить о	2	9
229	или в	2	9
230	различие между	2	8
231	что не	4	8
232	со стороны	9	8
233	дело с	2	8
234	и др	2	8
235	как правило	4	8
236	из двух	3	8
237	не как	2	8
238	не являются	2	8
239	не на	2	8
240	который по	3	8
241	не мог	4	8
242	к другой	2	8
243	которая в	2	7
244	одну из	2	7
245	должна быть	2	7
246	первом случае	2	7
247	а также	7	7
248	же в	4	7
249	не существует	3	7
250	он сам	2	7
251	в таком	2	7
252	во втором	4	7
253	в значительной	2	7
254	на него	3	7
255	говоря словами	2	7
256	в обоих	2	7
257	собой не	2	7
258	наконец в	2	6
259	что иное	2	6
260	роль в	2	6
261	на другой	2	6
262	в двух	2	6
263	говорит о	2	6
264	или даже	2	6
265	точек зрения	2	6
266	уже не	5	6
