N	3gram	Propp_Isto	Formalny
1	не может быть	5	29
2	и т д	25	19
3	во всяком случае	3	16
4	по отношению к	3	12
5	так и в	3	11
6	в зависимости от	3	10
7	с другой стороны	17	9
8	как мы видели	3	8
9	до сих пор	4	8
10	вместе с тем	6	8
11	с одной стороны	11	8
12	более или менее	3	7
13	в данном случае	7	6
14	с тем что	2	6
15	в том что	7	6
16	мы не можем	2	5
17	тем не менее	4	4
18	но и в	4	4
19	но все же	3	4
20	то и другое	2	3
21	и то и	2	3
22	т е в	2	3
23	в своей работе	2	3
24	нам кажется что	4	3
25	мы уже знаем	5	3
26	уже знаем что	4	3
27	то же что	2	3
28	так или иначе	2	3
29	мы увидим что	2	3
30	в том чтобы	2	3
31	мы имеем в	7	2
32	так же как	4	2
33	от всех других	2	2
34	дело не в	3	2
35	лежит в основе	2	2
36	этой точки зрения	3	2
37	как и в	3	2
38	с этой точки	3	2
39	что это не	2	2
40	на этот вопрос	3	2
41	не только в	9	2
42	в связи со	2	2
43	мы видели что	4	2
44	в одной из	2	2
45	на то чтобы	2	2
46	о том как	3	2
47	и в других	2	2
48	в этом случае	4	2
49	что и в	3	2
