N	2gram	Medvedev_V	Myslijsy
1	и в	26	121
2	может быть	23	107
3	в том	15	103
4	то что	7	83
5	в слове	3	78
6	что в	11	73
7	и не	20	73
8	только в	8	72
9	не только	26	67
10	а не	7	67
11	таким образом	32	64
12	том что	8	59
13	в этом	29	59
14	но и	10	59
15	то же	10	56
16	не в	6	54
17	если бы	3	53
18	в себе	6	53
19	не может	17	52
20	по себе	2	52
21	того что	3	47
22	в сознании	4	46
23	в нем	7	45
24	было бы	8	45
25	как и	7	42
26	вместе с	8	39
27	что и	3	38
28	так и	6	37
29	тогда когда	2	36
30	что мы	2	36
31	по отношению	7	30
32	а в	3	30
33	но не	2	29
34	что не	3	29
35	между тем	6	29
36	вовсе не	3	28
37	для него	9	28
38	могут быть	8	27
39	с этим	3	27
40	и т	25	26
41	не было	7	26
42	отношению к	7	26
43	между собою	2	24
44	в то	6	24
45	с тем	4	23
46	от того	2	23
47	того как	2	23
48	как бы	5	23
49	но в	2	22
50	с другой	11	22
51	то это	2	22
52	и потому	2	21
53	не менее	2	21
54	в ней	2	20
55	в одном	5	20
56	это не	7	20
57	мысль о	2	20
58	и как	3	19
59	сказать что	5	19
60	из этих	7	19
61	должно быть	2	19
62	о том	10	19
63	очевидно что	7	18
64	для того	3	18
65	еще не	2	18
66	не могут	10	18
67	по поводу	4	18
68	бы не	2	18
69	в самом	4	18
70	в его	15	17
71	по крайней	2	17
72	крайней мере	2	17
73	точки зрения	3	17
74	что оно	3	17
75	во всяком	2	17
76	в своем	8	16
77	к тому	5	16
78	в которой	2	16
79	только что	4	16
80	так же	3	16
81	в них	5	16
82	на то	2	16
83	и по	3	15
84	т д	16	15
85	с одной	2	15
86	тому как	3	15
87	что он	4	15
88	прежде всего	13	15
89	с другими	2	15
90	должны быть	2	14
91	связи с	5	14
92	так сказать	2	14
93	в котором	3	14
94	все же	6	14
95	во всех	7	14
96	же время	5	14
97	что все	4	13
98	зависит от	2	13
99	не следует	8	13
100	т п	9	13
101	образом в	3	13
102	и может	2	13
103	например в	3	13
104	из них	11	13
105	и его	6	13
106	как на	3	13
107	никогда не	5	12
108	человека и	3	12
109	и при	5	12
110	все это	13	12
111	сих пор	2	12
112	что такое	2	12
113	или менее	6	12
114	в чем	2	12
115	хотя и	2	12
116	относится к	2	12
117	другой стороны	8	12
118	в каждом	2	12
119	более или	6	12
120	всяком случае	2	12
121	до сих	2	12
122	в силу	14	11
123	того чтобы	3	11
124	только для	2	11
125	что для	4	11
126	что например	3	11
127	из себя	2	11
128	и их	3	11
129	его в	3	11
130	мы видели	3	11
131	с нею	2	11
132	же в	7	11
133	подобно тому	3	11
134	одной стороны	2	10
135	между прочим	2	10
136	представить себе	2	10
137	том как	3	10
138	и для	2	10
139	хотя бы	20	10
140	тому что	7	10
141	и от	3	10
142	бы в	3	10
143	он не	2	10
144	и есть	5	10
145	что при	2	10
146	и даже	2	9
147	на него	2	9
148	далеко не	3	9
149	один из	6	9
150	в целом	5	9
151	во время	4	9
152	можно сказать	4	9
153	на язык	2	9
154	что она	2	9
155	при помощи	3	8
156	на вопрос	2	8
157	что даже	2	8
158	так например	2	8
159	что они	3	8
160	их в	7	8
161	именно в	3	8
162	в которых	3	8
163	только не	2	8
164	внимание на	2	8
165	слова не	2	8
166	вслед за	3	8
167	от них	2	8
168	между ними	3	8
169	с ними	4	8
170	по его	2	8
171	художественное произведение	7	8
172	говорить о	2	8
173	или в	3	8
174	а как	2	7
175	том же	6	7
176	одном из	4	7
177	на основании	8	7
178	в искусстве	6	7
179	она не	3	7
180	все эти	8	7
181	что у	3	7
182	в своих	2	7
183	них не	4	7
184	но как	3	7
185	не всегда	2	7
186	даже и	3	7
187	было в	2	7
188	самого себя	2	7
189	бы и	6	7
190	на это	2	7
191	к этому	9	7
192	не с	2	7
193	в жизни	2	7
194	и слова	2	6
195	например что	3	6
196	связанное с	2	6
197	в виду	4	6
198	как он	3	6
199	что ни	2	6
200	могло бы	2	6
201	в образе	2	6
202	в ее	4	6
203	в своей	4	6
204	должна быть	2	6
205	в этой	4	6
206	никак не	3	6
207	художественного произведения	6	6
208	у нас	3	6
209	в последнем	2	6
210	после того	2	6
211	главным образом	7	6
212	и к	3	6
213	представлений и	2	6
214	в их	5	6
215	его не	3	6
216	с а	2	6
217	да и	2	6
218	показывает что	2	6
219	восприятия и	2	6
220	как например	2	6
221	к ним	2	6
222	об этом	9	6
223	что его	2	6
224	же самое	2	6
225	заключается в	2	6
226	явлений и	3	6
227	жизни и	3	6
228	же и	3	6
229	у него	6	6
230	лишь в	2	6
231	в процессе	17	5
232	но даже	3	5
233	уже по	2	5
234	вообще и	2	5
235	можно было	2	5
236	они не	2	5
237	если в	2	5
238	одна из	4	5
239	том чтобы	2	5
240	в представлении	2	5
241	этот вопрос	3	5
242	даже в	5	5
243	перед нами	5	5
244	не подлежит	2	5
245	и у	2	5
246	лица и	2	5
247	в области	2	5
248	не столько	2	5
249	начнем с	2	5
250	мы имеем	3	5
251	а к	2	5
252	собою и	2	5
253	в единстве	4	5
254	человека в	2	5
255	одним из	5	5
256	не по	2	5
257	в течение	2	5
258	само собою	2	5
259	при создании	3	4
260	начиная с	2	4
261	в другом	2	4
262	как деятельность	2	4
263	ту же	2	4
264	произведения не	2	4
265	что без	3	4
266	иметь в	2	4
267	что так	2	4
268	все они	2	4
269	и быть	2	4
270	остановимся на	2	4
271	видели что	3	4
272	он может	2	4
273	равно как	4	4
274	в противном	2	4
275	не вполне	2	4
276	но с	2	4
277	чтобы не	2	4
278	произведения и	7	4
279	противном случае	2	4
280	в науке	2	4
281	он в	2	4
282	все его	2	4
283	образы и	5	4
284	этой точки	2	4
285	по этому	10	4
286	в связи	4	4
287	образа в	2	4
288	с его	4	4
289	только о	2	4
290	только то	2	4
291	стороны и	2	4
292	явления в	2	4
293	этом отношении	14	4
294	имеет свою	3	4
295	он говорит	5	4
296	на этом	2	4
297	со своим	3	4
298	к этим	2	3
299	что многие	2	3
300	могут не	2	3
301	и ее	4	3
302	например не	2	3
303	должен быть	4	3
304	это только	4	3
305	эти явления	2	3
306	действительности и	7	3
307	в другую	3	3
308	идеи и	6	3
309	и др	10	3
310	мы знаем	3	3
311	также что	2	3
312	одной из	2	3
313	в известной	2	3
314	и непосредственно	2	3
315	идеи в	2	3
316	для них	2	3
317	художественном произведении	4	3
318	без них	2	3
319	в нашей	4	3
320	которая не	2	3
321	и наконец	2	3
322	от его	2	3
323	себе и	2	3
324	искусства и	2	3
325	ни с	2	3
326	художника и	8	3
327	каждой из	2	3
328	в различных	2	3
329	которые в	2	3
330	и том	2	3
331	но для	2	3
332	даже не	2	3
333	видеть в	3	3
334	после этого	2	3
335	как это	12	3
336	видно из	3	3
337	утверждает что	3	3
338	в общем	2	3
339	значит что	2	3
340	одном и	2	3
341	в результате	5	3
342	из своих	2	3
343	как о	3	3
344	что нет	2	3
345	в самых	2	3
346	ее в	4	3
347	нам остается	2	3
348	их и	4	3
349	он сам	2	3
350	в форме	3	3
351	и весь	2	3
352	в большей	2	3
353	еще и	2	2
354	и отдельные	2	2
355	образов и	4	2
356	по словам	8	2
357	роль в	4	2
358	начинается с	2	2
359	следующим образом	4	2
360	и впечатления	2	2
361	следует что	2	2
362	ни одна	2	2
363	например как	2	2
364	формы и	2	2
365	разума и	3	2
366	по одному	2	2
367	который в	2	2
368	художественный образ	5	2
369	если они	2	2
370	каждом отдельном	2	2
371	и формы	2	2
372	нет ни	2	2
373	понятно что	2	2
374	как у	2	2
375	когда он	4	2
376	стороны в	2	2
377	носит в	2	2
378	не об	2	2
379	им как	2	2
380	в сфере	2	2
381	при всей	2	2
382	образом даже	2	2
383	а во-вторых	2	2
384	это и	6	2
385	его от	2	2
386	говорит следующее	4	2
387	только с	2	2
388	же как	2	2
389	о его	2	2
390	познания и	4	2
391	из его	4	2
392	в противоположность	3	2
393	этот процесс	3	2
394	чего бы	2	2
395	всех этих	3	2
396	вне его	2	2
397	отличается от	2	2
398	и сам	2	2
399	и трудно	3	2
400	нет и	3	2
401	во сне	21	2
402	знаем что	2	2
403	к его	2	2
404	из которых	2	2
405	зависимости от	5	2
406	из основных	2	2
407	в системе	2	2
