N	3gram	Vygotskiy_	Dialekti
1	с точки зрения	31	46
2	в том что	24	25
3	не может быть	6	18
4	тем не менее	4	16
5	сам по себе	2	16
6	в то же	2	14
7	одно и то	3	12
8	и то же	3	12
9	о том что	4	12
10	с другой стороны	3	12
11	на то что	5	11
12	в самом деле	4	10
13	подобно тому как	2	9
14	содержит в себе	4	9
15	и в этом	2	9
16	не только не	11	8
17	в то время	8	8
18	в этом смысле	2	8
19	то время как	7	8
20	той или иной	2	7
21	можно сказать что	7	7
22	точно так же	3	7
23	для того чтобы	24	6
24	то что мы	3	6
25	в зависимости от	6	6
26	с одной стороны	7	6
27	только потому что	3	6
28	то и другое	4	5
29	на самом деле	2	5
30	от того что	2	5
31	до сих пор	6	5
32	одной и той	5	5
33	и той же	5	5
34	к тому что	10	5
35	в том смысле	2	5
36	потому что он	4	5
37	по сравнению с	20	5
38	то же самое	11	4
39	в меру того	3	4
40	из того что	5	4
41	так же как	13	4
42	то в чем	2	4
43	в данном случае	5	4
44	так как она	4	4
45	есть в сущности	2	4
46	этой точки зрения	4	4
47	с этой точки	4	4
48	того и другого	2	4
49	одной стороны и	4	4
50	в этом отношении	7	4
51	можно было бы	5	4
52	том смысле что	2	4
53	не могут быть	3	4
54	в силу этого	2	3
55	же как и	3	3
56	мы находим в	2	3
57	так что в	2	3
58	с самого начала	13	3
59	как и в	4	3
60	точки зрения самого	2	3
61	не только в	2	3
62	ни в какой	2	3
63	не может существовать	2	3
64	и не может	2	3
65	мы не можем	3	2
66	друг к другу	3	2
67	заключается только в	2	2
68	та же самая	2	2
69	не содержит в	2	2
70	друг с другом	6	2
71	но то что	2	2
72	представить себе что	2	2
73	тем что оно	3	2
74	к выводу что	3	2
75	так как мы	2	2
76	содержат в себе	4	2
77	в лучшем случае	3	2
78	друг от друга	3	2
79	потому что они	2	2
80	в последнее время	4	2
81	том что в	3	2
82	в собственном смысле	4	2
83	в свою очередь	3	2
84	мы имеем дело	2	2
85	и вместе с	2	2
86	и то что	5	2
