N	2gram	Bakhtin_Fr	Vvedenie
1	в том	16	38
2	в этом	27	35
3	и в	67	35
4	том что	13	30
5	может быть	4	30
6	не только	23	26
7	для того	8	23
8	того чтобы	9	22
9	таким образом	20	21
10	также и	11	20
11	не может	9	19
12	то что	9	19
13	потому что	8	18
14	о том	8	16
15	только в	6	16
16	так как	16	15
17	в общем	5	14
18	и не	23	13
19	что в	14	13
20	в самом	7	13
21	в нем	20	13
22	в их	4	12
23	того что	4	12
24	точки зрения	7	12
25	в его	17	12
26	как на	6	12
27	в данном	4	11
28	то же	18	11
29	в ее	2	11
30	как мы	16	11
31	не в	8	10
32	прежде всего	19	10
33	но в	20	10
34	в той	2	10
35	уже и	3	10
36	между тем	3	10
37	из этих	4	9
38	этого рода	3	9
39	и как	7	9
40	все же	7	9
41	но не	6	9
42	не менее	4	9
43	в истории	2	9
44	это не	5	8
45	можно было	5	8
46	с другой	3	8
47	именно в	5	8
48	в качестве	5	8
49	и то	2	7
50	самом деле	6	7
51	сих пор	3	7
52	о природе	2	7
53	как и	19	7
54	как бы	18	7
55	в большей	2	7
56	но и	23	7
57	в разных	2	7
58	было бы	5	7
59	до сих	3	7
60	сказать что	12	6
61	его в	10	6
62	не могут	3	6
63	хотя бы	2	6
64	об этом	5	6
65	и даже	6	6
66	тем что	3	6
67	как он	3	6
68	а именно	2	6
69	так например	3	6
70	на этот	4	6
71	с тем	3	6
72	и это	5	6
73	а в	4	6
74	в которых	3	6
75	в то	17	6
76	один из	6	6
77	и что	3	6
78	и его	19	6
79	все это	15	6
80	же время	14	6
81	вовсе не	19	6
82	вместе с	5	6
83	данном случае	4	5
84	независимо от	3	5
85	дело в	5	5
86	есть и	8	5
87	и т.д	2	5
88	в виду	2	5
89	а как	3	5
90	одним из	7	5
91	что он	7	5
92	в течение	3	5
93	что не	4	5
94	по своему	5	5
95	одно из	2	5
96	от этого	2	5
97	как это	5	5
98	в г	2	5
99	в различных	3	5
100	а потому	2	5
101	другой стороны	2	5
102	в них	12	5
103	в целом	2	5
104	что и	8	5
105	говорить о	5	5
106	а не	6	5
107	в первом	3	5
108	хотя и	6	5
109	да и	2	4
110	еще и	6	4
111	в результате	5	4
112	о чем	5	4
113	одной стороны	2	4
114	и ее	2	4
115	в области	2	4
116	этот процесс	3	4
117	в каждом	3	4
118	должен быть	2	4
119	связана с	5	4
120	в особенности	7	4
121	этом отношении	7	4
122	еще не	5	4
123	времени и	4	4
124	в чем	6	4
125	отличие от	3	4
126	в отличие	3	4
127	с одной	2	4
128	к тому	4	4
129	одной из	6	4
130	но все	2	4
131	и для	4	4
132	не имеет	4	4
133	в котором	3	4
134	тогда когда	3	4
135	в одном	7	4
136	из них	5	4
137	здесь нет	4	4
138	в себе	3	4
139	с точки	5	4
140	в своей	6	4
141	как раз	5	4
142	можно сказать	4	4
143	той же	6	4
144	никогда не	6	3
145	до конца	2	3
146	в отношении	2	3
147	и вообще	3	3
148	что это	4	3
149	до нас	4	3
150	в своем	13	3
151	а также	4	3
152	с этим	6	3
153	одновременно и	4	3
154	так же	13	3
155	в строгом	2	3
156	нисколько не	4	3
157	в начале	2	3
158	но дело	2	3
159	бы и	2	3
160	для этого	2	3
161	что она	4	3
162	к этому	4	3
163	не как	3	3
164	в другом	4	3
165	в значительной	2	3
166	в конце	12	3
167	от того	3	3
168	во второй	3	3
169	и здесь	6	3
170	если бы	2	3
171	в сущности	13	3
172	и вот	4	3
173	в частности	4	3
174	как в	4	3
175	второй половины	3	3
176	здесь все	4	3
177	что даже	2	3
178	мы видели	11	3
179	человеческой культуры	2	3
180	вообще не	3	3
181	можно говорить	2	3
182	со всей	2	3
183	к нему	5	3
184	на этой	3	3
185	на том	2	3
186	и на	12	3
187	того же	6	3
188	в известной	5	3
189	времени в	2	3
190	в ней	10	3
191	и к	7	3
192	на этом	7	3
193	между ними	4	3
194	своего рода	7	3
195	нуждается в	3	3
196	здесь не	7	3
197	же как	4	3
198	при этом	5	3
199	все эти	12	3
200	связи с	7	3
201	и есть	5	3
202	и сам	2	3
203	как будто	2	3
204	же самое	3	3
205	в этой	13	3
206	чем же	5	3
207	и других	2	3
208	литературы и	3	2
209	ничего не	5	2
210	следовательно и	2	2
211	первом случае	3	2
212	у нас	3	2
213	первый из	2	2
214	во всех	20	2
215	и до	3	2
216	труда и	3	2
217	все время	3	2
218	другом месте	3	2
219	тем более	3	2
220	это в	3	2
221	момента в	2	2
222	бы в	5	2
223	в форме	2	2
224	мысли и	6	2
225	что здесь	3	2
226	в этот	3	2
227	в связи	5	2
228	с полной	3	2
229	подобно тому	2	2
230	казалось бы	2	2
231	том же	3	2
232	известной мере	5	2
233	у них	2	2
234	и при	2	2
235	и другие	5	2
236	так и	14	2
237	к своему	2	2
238	и др	11	2
239	на котором	2	2
240	на протяжении	2	2
241	историю и	2	2
242	ни с	2	2
243	в наиболее	3	2
244	на то	2	2
245	и сейчас	2	2
246	языков и	2	2
247	в ряде	4	2
248	был в	3	2
249	которые были	2	2
250	и без	3	2
251	и с	18	2
252	соответствии с	2	2
253	но это	10	2
254	средних веков	4	2
255	он и	6	2
256	не столько	5	2
257	в основу	2	2
258	мы можем	5	2
259	тому как	2	2
260	языка но	2	2
261	несмотря на	3	2
262	для них	2	2
263	жизни и	11	2
264	а затем	7	2
265	не было	3	2
266	этой традиции	6	2
267	мы не	6	2
268	только о	2	2
269	что они	3	2
270	свое значение	2	2
271	значение и	3	2
272	именно на	3	2
273	не мог	8	2
274	например в	6	2
275	в дальнейшем	2	2
276	если же	2	2
277	из его	2	2
278	рядом с	6	2
279	по существу	4	2
280	на языке	3	2
281	во втором	3	2
282	со словом	2	2
283	мы уже	13	2
284	с помощью	6	2
