N	2gram	Propp_Isto	Vvedenie
1	и т	39	45
2	т е	27	40
3	т д	36	39
4	в том	13	38
5	в этом	20	35
6	и в	44	35
7	том что	12	30
8	может быть	31	30
9	не только	17	26
10	для того	3	23
11	того чтобы	3	22
12	таким образом	21	21
13	также и	2	20
14	не может	10	19
15	то что	16	19
16	потому что	18	18
17	со стороны	6	16
18	о том	11	16
19	только в	8	16
20	так как	19	15
21	представляет собой	8	14
22	и не	19	13
23	что в	18	13
24	в нем	10	13
25	того что	3	12
26	точки зрения	3	12
27	в его	16	12
28	как на	3	12
29	в данном	3	11
30	то же	9	11
31	по себе	2	11
32	в ее	4	11
33	как мы	9	11
34	ясно что	5	11
35	вопрос о	5	10
36	не в	11	10
37	прежде всего	7	10
38	но в	7	10
39	уже и	3	10
40	из этих	5	9
41	тем не	6	9
42	и как	5	9
43	все же	17	9
44	представляют собой	6	9
45	но не	8	9
46	не менее	6	9
47	в истории	7	9
48	это не	8	8
49	с другой	11	8
50	в качестве	13	8
51	и то	5	7
52	самом деле	2	7
53	сих пор	7	7
54	о природе	3	7
55	как и	12	7
56	как бы	4	7
57	этот вопрос	2	7
58	но и	16	7
59	было бы	2	7
60	до сих	7	7
61	сказать что	2	6
62	его в	17	6
63	не могут	2	6
64	том чтобы	3	6
65	хотя бы	2	6
66	об этом	6	6
67	и даже	4	6
68	но если	2	6
69	тем что	12	6
70	как он	6	6
71	а именно	8	6
72	на вопрос	3	6
73	так например	3	6
74	на этот	2	6
75	с тем	9	6
76	и это	5	6
77	а в	9	6
78	уже не	14	6
79	в которых	4	6
80	могут быть	9	6
81	в то	5	6
82	один из	6	6
83	в руки	3	6
84	и что	13	6
85	и его	15	6
86	все это	4	6
87	этом случае	13	6
88	вовсе не	6	6
89	вместе с	26	6
90	данном случае	2	5
91	есть и	3	5
92	и тем	7	5
93	а как	3	5
94	одним из	4	5
95	с этой	4	5
96	что он	29	5
97	так что	2	5
98	в течение	2	5
99	что не	3	5
100	одно из	3	5
101	от этого	6	5
102	как это	5	5
103	или вообще	2	5
104	в различных	3	5
105	есть не	2	5
106	другой стороны	10	5
107	в них	3	5
108	уже в	4	5
109	в целом	4	5
110	что и	11	5
111	а не	5	5
112	еще и	2	4
113	мы имеем	22	4
114	о чем	6	4
115	одной стороны	7	4
116	по отношению	2	4
117	только что	3	4
118	должен быть	2	4
119	в особенности	6	4
120	из двух	2	4
121	это только	2	4
122	еще не	16	4
123	по мере	4	4
124	е в	6	4
125	отношению к	2	4
126	с одной	7	4
127	одной из	3	4
128	но все	8	4
129	и для	3	4
130	не имеет	4	4
131	в котором	2	4
132	в виде	13	4
133	в более	6	4
134	даже и	2	4
135	тогда когда	3	4
136	в одном	2	4
137	из них	4	4
138	здесь нет	3	4
139	в своей	3	4
140	можно сказать	2	4
141	той же	2	4
142	никогда не	5	3
143	одна из	6	3
144	и вообще	3	3
145	в очень	2	3
146	что это	8	3
147	на нее	3	3
148	в своем	3	3
149	а также	5	3
150	с этим	7	3
151	так же	14	3
152	но дело	2	3
153	для этого	3	3
154	что она	3	3
155	к этому	5	3
156	не как	5	3
157	в другом	2	3
158	отношение к	3	3
159	и здесь	12	3
160	или же	6	3
161	если бы	5	3
162	при помощи	11	3
163	в свое	2	3
164	и вот	4	3
165	раньше чем	7	3
166	в этих	7	3
167	в силу	7	3
168	только на	2	3
169	в частности	9	3
170	себе что	2	3
171	как в	11	3
172	или как	3	3
173	такого рода	2	3
174	что даже	2	3
175	мы видели	9	3
176	к нему	5	3
177	на этой	5	3
178	на том	5	3
179	и на	11	3
180	язык и	2	3
181	того же	3	3
182	зависит от	4	3
183	за собой	5	3
184	в ней	8	3
185	входит в	5	3
186	и к	3	3
187	сливается с	2	3
188	на этом	5	3
189	между ними	2	3
190	однако в	2	3
191	из которых	7	3
192	то это	8	3
193	от себя	2	3
194	здесь не	3	3
195	же как	12	3
196	вот почему	2	3
197	говорит о	4	3
198	при этом	4	3
199	и уже	2	3
200	что с	2	3
201	наряду с	7	3
202	все эти	11	3
203	уже после	2	3
204	связи с	10	3
205	и тогда	2	3
206	и есть	3	3
207	и сам	2	3
208	как будто	2	3
209	в этой	5	3
210	и других	5	3
211	того как	8	3
212	в который	2	2
213	одно и	2	2
214	но вместе	4	2
215	это еще	3	2
216	в таких	3	2
217	находятся в	2	2
218	на задний	3	2
219	ничего не	4	2
220	о которых	4	2
221	и потому	2	2
222	его к	3	2
223	мы должны	7	2
224	во всех	3	2
225	время в	2	2
226	но как	2	2
227	с ней	2	2
228	д все	2	2
229	этой точки	2	2
230	которые не	2	2
231	в форме	5	2
232	что здесь	9	2
233	в этот	2	2
234	что оно	4	2
235	чтобы он	3	2
236	в связи	6	2
237	подобно тому	2	2
238	него в	2	2
239	а с	2	2
240	у них	2	2
241	и при	3	2
242	этого не	2	2
243	и другие	5	2
244	после этого	3	2
245	обратим внимание	2	2
246	в формах	2	2
247	задний план	3	2
248	так и	9	2
249	том смысле	2	2
250	чаще всего	3	2
251	к своему	2	2
252	и требует	3	2
253	и др	6	2
254	после того	4	2
255	прийти к	2	2
256	на котором	3	2
257	увидим что	3	2
258	такого же	2	2
259	но уже	5	2
260	говорит он	2	2
261	это уже	2	2
262	на то	3	2
263	и сейчас	3	2
264	мог бы	2	2
265	а если	2	2
266	в своих	4	2
267	себе и	2	2
268	будто бы	2	2
269	в свою	3	2
270	и с	8	2
271	к отдельным	2	2
272	но это	10	2
273	и из	3	2
274	что мы	4	2
275	мы можем	6	2
276	тому как	2	2
277	точно так	3	2
278	себя в	6	2
279	несмотря на	3	2
280	жизни и	4	2
281	а затем	7	2
282	не было	2	2
283	только после	3	2
284	из него	3	2
285	мы не	6	2
286	в тех	4	2
287	по его	2	2
288	что они	3	2
289	как только	2	2
290	именно на	2	2
291	должна быть	3	2
292	не мог	3	2
293	из таких	3	2
294	например в	11	2
295	во всем	4	2
296	в дальнейшем	6	2
297	них не	2	2
298	из его	2	2
299	по существу	2	2
300	мы уже	6	2
301	этих случаях	10	2
