N	2gram	Voloshinov	formyVre
1	и в	16	148
2	в этом	9	73
3	в нем	4	51
4	прежде всего	9	46
5	и не	4	37
6	в его	4	36
7	и его	8	36
8	но и	4	33
9	то же	2	32
10	не только	7	32
11	но в	4	31
12	жизни и	3	31
13	так и	4	29
14	может быть	17	27
15	как мы	4	26
16	как и	2	25
17	как бы	5	25
18	мы уже	2	24
19	точки зрения	8	24
20	только в	4	23
21	то что	3	22
22	в том	3	22
23	все эти	5	21
24	во всех	3	21
25	в основном	3	19
26	и др	3	19
27	и для	2	19
28	и на	4	19
29	у него	2	18
30	и все	4	18
31	еще не	5	18
32	таким образом	9	18
33	с этим	2	17
34	те же	3	17
35	при этом	6	17
36	так как	4	17
37	в пределах	2	17
38	того же	2	16
39	в основе	3	16
40	не может	8	16
41	и их	4	16
42	никогда не	2	15
43	в них	2	15
44	в одном	3	15
45	с точки	6	15
46	с его	7	15
47	вместе с	3	15
48	так же	2	14
49	все это	4	14
50	и как	3	14
51	и с	8	14
52	в частности	2	13
53	а в	3	13
54	во время	3	13
55	в самом	2	13
56	с ним	2	13
57	отнюдь не	4	12
58	конечно не	6	12
59	и наконец	4	12
60	он не	2	12
61	что в	3	12
62	его в	4	11
63	между ними	3	11
64	ни в	5	11
65	мира и	3	11
66	и проч	9	10
67	сих пор	3	10
68	в большинстве	3	10
69	на основе	2	10
70	до сих	3	10
71	могут быть	3	9
72	к себе	3	9
73	и других	2	9
74	на этой	3	9
75	том что	3	9
76	и даже	4	9
77	и это	6	9
78	на протяжении	2	9
79	для него	6	9
80	есть в	2	9
81	их в	3	9
82	оно не	2	9
83	отношения к	3	9
84	и потому	3	8
85	отношение к	5	8
86	и т.п	2	8
87	большинстве случаев	3	8
88	один из	2	8
89	что и	2	8
90	во всяком	3	8
91	в этот	2	8
92	и по	2	8
93	в этих	3	8
94	со всеми	2	8
95	в жизни	2	8
96	связанные с	2	8
97	и к	6	8
98	для всех	4	7
99	связанных с	2	7
100	за счет	2	7
101	не знает	2	7
102	между собой	2	7
103	было бы	2	7
104	себя и	2	7
105	к этому	2	7
106	из этих	2	7
107	поэтому и	2	7
108	с ее	4	7
109	ее в	2	7
110	к ним	2	7
111	не могут	2	6
112	и ее	4	6
113	есть и	2	6
114	своей жизни	2	6
115	ту же	2	6
116	мы видим	2	6
117	во всей	2	6
118	сказать что	7	6
119	половой акт	2	6
120	только и	2	6
121	тех же	3	6
122	в начале	2	6
123	за пределы	2	6
124	мы не	2	6
125	мы можем	9	6
126	на первый	2	6
127	только для	5	6
128	нет и	2	6
129	о том	2	6
130	все что	4	6
131	с помощью	2	6
132	и вообще	2	5
133	и через	2	5
134	только на	3	5
135	в него	5	5
136	они не	2	5
137	с другими	3	5
138	здесь же	2	5
139	с ними	4	5
140	не на	2	5
141	в этой	4	5
142	хотя бы	4	5
143	в своей	2	5
144	с этой	2	5
145	чем не	3	5
146	вообще не	2	5
147	и только	9	5
148	при всей	2	4
149	его целом	2	4
150	что он	2	4
151	и о	2	4
152	в одно	2	4
153	на друга	2	4
154	в один	4	4
155	в чем	5	4
156	что не	2	4
157	совсем не	2	4
158	войти в	2	4
159	нем нет	2	4
160	и вот	3	4
161	по всему	2	4
162	друг на	2	4
163	момент в	2	4
164	всяком случае	3	4
165	но мы	4	3
166	образов и	2	3
167	а на	2	3
168	как это	3	3
169	самого начала	4	3
170	по сравнению	3	3
171	но оно	3	3
172	что на	2	3
173	но это	2	3
174	на границе	2	3
175	всей жизни	2	3
176	и художественного	3	3
177	же как	2	3
178	на этом	3	3
179	с самого	4	3
180	последующей жизни	2	3
181	и так	2	3
182	все то	2	3
183	совершенно не	8	3
184	по своему	2	3
185	можно сказать	4	3
186	если мы	2	3
187	и исторического	2	3
188	что мы	2	3
189	находится в	2	3
190	и есть	3	3
191	сравнению с	3	3
192	на ранних	2	3
193	в каком	2	2
194	в область	2	2
195	и притом	3	2
196	смерти но	2	2
197	возникает в	2	2
198	существует только	2	2
199	самом деле	6	2
200	характерно для	2	2
201	может иметь	2	2
202	но как	2	2
203	с нею	2	2
204	на них	2	2
205	можно назвать	2	2
206	и пр	12	2
207	даже не	3	2
208	на этих	2	2
209	в мир	2	2
210	с их	3	2
211	ступенях развития	3	2
212	по аналогии	2	2
213	и может	4	2
214	и лишь	2	2
215	для нас	2	2
216	между собою	2	2
217	не можем	2	2
218	как с	2	2
219	не существует	2	2
220	и этим	2	2
221	и она	3	2
222	так называемый	2	2
223	и всех	2	2
224	по ту	4	2
225	говорить о	2	2
226	всех его	2	2
