N	2gram	Tiupa_Narr	StatiiOP
1	и в	22	103
2	в том	20	89
3	том что	15	77
4	в этом	23	76
5	что в	6	74
6	не только	50	60
7	и т	3	51
8	о том	5	47
9	но и	39	46
10	то что	14	44
11	что он	7	42
12	в его	12	42
13	и не	34	41
14	может быть	24	38
15	было бы	2	32
16	в этой	8	31
17	вовсе не	2	31
18	таким образом	5	28
19	а в	19	27
20	а не	27	27
21	но в	10	26
22	что это	4	25
23	так и	12	25
24	этом отношении	5	24
25	и его	12	24
26	все же	10	23
27	не в	12	23
28	точки зрения	8	23
29	потому что	7	23
30	того что	7	22
31	в области	4	22
32	прежде всего	7	22
33	для того	4	22
34	у нас	4	22
35	в которой	2	22
36	как в	9	22
37	того чтобы	7	21
38	это не	6	20
39	до сих	3	20
40	т п	2	19
41	в то	9	19
42	сих пор	3	19
43	в своей	8	19
44	только в	23	19
45	об этом	8	18
46	не может	16	18
47	с другой	6	18
48	в котором	3	18
49	он не	8	18
50	в году	2	17
51	самом деле	4	17
52	в данном	17	17
53	как на	2	17
54	в самом	8	17
55	как бы	11	17
56	в русской	3	17
57	сказать что	5	16
58	в ней	5	16
59	можно было	2	16
60	если бы	9	16
61	в этих	3	16
62	как и	15	15
63	для него	8	15
64	например в	2	15
65	по поводу	3	15
66	другой стороны	2	15
67	из этих	6	15
68	я не	5	15
69	также и	4	15
70	и на	5	15
71	у него	13	15
72	как раз	9	15
73	к тому	13	14
74	между тем	5	14
75	то же	12	14
76	с точки	2	14
77	в своем	7	13
78	в конце	4	13
79	со стороны	14	13
80	а с	2	13
81	что касается	3	13
82	тому что	4	13
83	но это	2	13
84	в качестве	27	13
85	в нем	9	13
86	во всяком	2	13
87	дело в	2	13
88	именно в	5	13
89	из них	4	13
90	всяком случае	2	13
91	в той	4	13
92	жизни и	7	13
93	вместе с	3	13
94	не менее	6	12
95	в тексте	17	12
96	в первой	3	12
97	хотя бы	4	12
98	у карамзина	3	12
99	что у	6	12
100	в своих	2	12
101	никогда не	8	11
102	и с	3	11
103	в другом	5	11
104	своего рода	17	11
105	все эти	3	11
106	и по	3	11
107	это было	3	11
108	на то	4	11
109	не было	3	11
110	ясно что	2	11
111	так же	2	10
112	ответ на	6	10
113	по словам	2	10
114	в виду	2	10
115	а как	2	10
116	в частности	23	10
117	ничего не	8	10
118	не столько	2	10
119	речь идет	3	10
120	в целом	5	10
121	что и	3	10
122	в начале	4	10
123	во всех	2	10
124	во второй	2	10
125	но не	7	10
126	же время	7	10
127	но он	2	10
128	в чем	3	9
129	такого рода	17	9
130	место в	3	9
131	во время	2	9
132	можно сказать	11	9
133	в одном	5	9
134	не является	7	9
135	с этой	3	9
136	времени и	9	9
137	его жизни	5	9
138	и для	4	9
139	и к	7	9
140	для нас	2	9
141	что мы	2	9
142	внимание на	7	9
143	говорит о	3	9
144	и тем	9	9
145	до конца	2	8
146	отношение к	2	8
147	связано с	2	8
148	той же	2	8
149	в какой	2	8
150	по мнению	2	8
151	связи с	3	8
152	к этому	2	8
153	а также	11	8
154	мы имеем	6	8
155	дело не	3	8
156	что она	3	8
157	в результате	4	8
158	тем не	7	8
159	и даже	4	8
160	в речи	5	8
161	одним из	2	8
162	и о	4	8
163	действующих лиц	8	8
164	и более	2	8
165	не имеет	3	8
166	по его	3	8
167	подчеркнуть что	2	8
168	данном случае	12	7
169	том как	3	7
170	о чем	6	7
171	вплоть до	5	7
172	в виде	2	7
173	одной из	2	7
174	того же	2	7
175	точка зрения	5	7
176	во втором	6	7
177	как это	7	7
178	тем более	2	7
179	в ее	4	7
180	не все	2	7
181	и то	3	7
182	то в	4	7
183	лишь в	3	7
184	еще не	6	7
185	отношению к	5	7
186	на этот	2	7
187	xix в	2	7
188	по себе	4	7
189	можно назвать	2	7
190	не просто	2	7
191	нас нет	2	7
192	не мог	7	7
193	идет о	3	6
194	в себе	14	6
195	по отношению	5	6
196	ни одного	2	6
197	к нему	5	6
198	и все	7	6
199	что на	4	6
200	в известном	4	6
201	же как	2	6
202	в литературном	2	6
203	с его	6	6
204	одно из	2	6
205	что с	2	6
206	его как	2	6
207	мы не	5	6
208	и здесь	3	6
209	в особенности	2	6
210	что я	4	6
211	и сам	4	6
212	в жизни	9	6
213	этих двух	2	6
214	только не	2	6
215	тем же	3	6
216	не о	2	5
217	на себя	5	5
218	для себя	3	5
219	давно уже	2	5
220	в прозе	4	5
221	это и	2	5
222	что именно	2	5
223	как он	3	5
224	точку зрения	3	5
225	и потому	2	5
226	она была	2	5
227	а то	2	5
228	одного из	6	5
229	одной стороны	5	5
230	что не	2	5
231	один из	8	5
232	при этом	31	5
233	в сущности	2	5
234	должна быть	2	5
235	в двух	2	5
236	в москве	2	5
237	хотя и	8	5
238	или иного	3	5
239	того или	3	5
240	к ней	3	5
241	текста в	4	5
242	как будто	4	5
243	не по	5	5
244	но они	4	5
245	не могло	3	5
246	с одной	5	5
247	на протяжении	12	5
248	на нее	2	5
249	раз в	4	5
250	столь же	6	5
251	уже не	11	5
252	оно не	4	5
253	если не	4	5
254	и только	2	5
255	о которой	3	5
256	в слове	4	5
257	начиная с	3	4
258	от его	2	4
259	одна из	5	4
260	в форме	7	4
261	то есть	15	4
262	и у	4	4
263	по своей	3	4
264	казалось бы	2	4
265	не всегда	4	4
266	как можно	2	4
267	как у	6	4
268	еще в	4	4
269	в романе	3	4
270	не знает	2	4
271	не являются	2	4
272	но как	3	4
273	только с	2	4
274	они не	3	4
275	состоит в	19	4
276	а потому	2	4
277	в процессе	2	4
278	с нею	2	4
279	обращает на	3	4
280	и тогда	2	4
281	в связи	3	4
282	в первом	4	4
283	обращается к	3	4
284	который в	2	4
285	как мы	3	4
286	да и	5	4
287	если в	2	4
288	сами по	2	4
289	я уже	2	4
290	и он	8	4
291	в обоих	4	4
292	в центре	4	4
293	тем или	2	4
294	на него	4	4
295	только что	4	4
296	как о	2	4
297	а именно	2	4
298	тому же	9	4
299	как известно	3	4
300	могло бы	3	4
301	все что	4	4
302	в ряде	2	4
303	или иным	2	4
304	но для	5	4
305	а по	2	4
306	не существует	3	4
307	более чем	2	4
308	пребывания в	4	4
309	чем он	3	4
310	а на	2	4
311	на рубеже	2	4
312	или в	7	4
313	в таком	4	4
314	быть не	3	4
315	или иначе	2	4
316	будто бы	2	4
317	перед нами	9	3
318	или иной	6	3
319	не подлежит	3	3
320	о них	5	3
321	при всей	5	3
322	и наконец	2	3
323	в других	2	3
324	это за	2	3
325	с той	2	3
326	как к	3	3
327	всю свою	2	3
328	так называемая	2	3
329	но именно	3	3
330	к своему	2	3
331	а во	5	3
332	видно что	2	3
333	или менее	2	3
334	быть в	2	3
335	сомневаться в	2	3
336	о котором	4	3
337	могло быть	2	3
338	она не	2	3
339	ли в	2	3
340	это уже	3	3
341	на том	2	3
342	может служить	5	3
343	и как	4	3
344	так в	4	3
345	не могла	2	3
346	о жизни	2	3
347	здесь не	4	3
348	не будет	2	3
349	не имел	2	3
350	представляют собой	5	3
351	и ее	3	3
352	времени но	2	3
353	к его	5	3
354	бы в	2	3
355	известном смысле	4	3
356	все время	2	3
357	то и	3	3
358	в сознании	6	3
359	а к	3	3
360	и дело	2	3
361	однако и	5	3
362	особенно в	3	3
363	от которого	3	3
364	который не	2	3
365	в данной	2	3
366	также в	2	3
367	и уже	4	3
368	этом и	5	3
369	которая не	3	3
370	каждого из	2	3
371	в рассказе	10	3
372	со всеми	3	3
373	в обращении	2	3
374	их в	4	3
375	слова в	4	3
376	в свою	4	3
377	у меня	2	3
378	себя внимание	3	3
379	представляет собой	21	3
380	он и	2	3
381	столько же	2	3
382	более или	2	3
383	не к	4	3
384	к своей	2	3
385	ряде случаев	2	3
386	с помощью	2	3
387	вследствие того	2	2
388	через посредство	3	2
389	тем самым	9	2
390	ни о	3	2
391	в нее	2	2
392	в литературе	8	2
393	такова что	3	2
394	эти два	2	2
395	них как	2	2
396	является его	2	2
397	где в	3	2
398	в рамках	6	2
399	едва ли	5	2
400	также не	2	2
401	ли не	3	2
402	в произведениях	3	2
403	со словами	3	2
404	это их	2	2
405	свою очередь	2	2
406	потому не	2	2
407	отличие от	6	2
408	всякий раз	2	2
409	так а	3	2
410	по своему	3	2
411	все его	4	2
412	времени в	3	2
413	которая в	2	2
414	между собой	3	2
415	видит в	3	2
416	которой он	4	2
417	с языком	2	2
418	точно так	2	2
419	для них	2	2
420	большей части	5	2
421	и когда	3	2
422	в зависимости	3	2
423	тогда как	23	2
424	той или	7	2
425	что создает	2	2
426	но уже	2	2
427	но зато	4	2
428	о роли	2	2
429	и от	3	2
430	никак не	5	2
431	исключительно в	3	2
432	так сказать	4	2
433	в равной	3	2
434	и еще	2	2
435	только к	3	2
436	с ее	3	2
437	дело с	4	2
438	как правило	8	2
439	зависимости от	3	2
440	его смерти	2	2
441	превращается в	2	2
442	и вот	2	2
443	он уже	3	2
444	и лишь	2	2
445	жизни в	7	2
446	как по	2	2
447	по мере	2	2
448	было и	2	2
449	в пределах	2	2
450	в отличие	6	2
451	в глазах	7	2
452	он является	4	2
453	а за	2	2
454	не случайно	2	2
455	далеко не	6	2
456	это была	3	2
457	о своей	3	2
458	в последние	2	2
459	по большей	5	2
460	своей жизни	2	2
461	входит в	2	2
462	зрения на	2	2
463	соответствии с	7	2
464	и стал	2	2
465	не могу	2	2
466	как она	2	2
467	роль в	4	2
468	свидетельствует о	4	2
469	в случае	4	2
470	в поле	3	2
471	характера и	3	2
472	этом месте	2	2
473	же самое	3	2
474	жизни но	3	2
475	по своим	2	2
476	быть и	3	2
477	мы и	2	2
478	имеем дело	4	2
