N	2gram	Bakhtin_Fr	Psycholo
1	то что	12	193
2	и в	73	190
3	в том	13	163
4	что в	14	123
5	потому что	9	114
6	том что	8	113
7	и что	5	108
8	может быть	5	107
9	таким образом	34	102
10	в этом	21	100
11	то есть	36	97
12	все время	4	86
13	в самом	9	82
14	как бы	15	80
15	того чтобы	2	78
16	что он	8	76
17	не только	11	75
18	и не	13	73
19	самом деле	4	70
20	точки зрения	6	69
21	не может	4	68
22	если мы	2	66
23	так как	9	63
24	так же	11	63
25	было бы	5	56
26	то же	16	54
27	о том	13	54
28	при этом	5	52
29	как и	19	51
30	что и	6	50
31	а не	2	50
32	что это	9	49
33	только в	7	46
34	в сущности	8	46
35	сказать что	4	46
36	по себе	2	46
37	к тому	2	45
38	говорит что	2	45
39	не в	12	45
40	в этой	18	43
41	никогда не	6	42
42	и все	19	42
43	вместе с	9	41
44	как это	2	40
45	но и	15	40
46	как раз	3	39
47	того что	5	39
48	и это	6	37
49	мы видим	13	37
50	и как	5	36
51	с тем	2	35
52	вовсе не	11	34
53	и его	18	34
54	что все	3	33
55	все же	2	33
56	все это	19	32
57	в себе	16	32
58	же точно	2	32
59	в ней	10	31
60	мы не	2	31
61	в его	18	31
62	он не	4	31
63	для нас	2	31
64	мы увидим	4	30
65	как в	9	30
66	с одной	3	29
67	и для	8	29
68	с точки	4	29
69	одной стороны	3	29
70	в нем	18	29
71	что мы	2	28
72	и когда	3	28
73	что они	2	28
74	и то	3	28
75	в основе	3	27
76	с другой	3	27
77	а в	10	27
78	все то	3	27
79	и на	12	27
80	так что	2	26
81	и здесь	5	25
82	жизни и	6	25
83	до конца	5	24
84	с таким	2	24
85	до сих	3	24
86	тем что	8	24
87	в своем	13	23
88	сих пор	3	23
89	для этого	2	23
90	целый ряд	4	23
91	из этого	2	23
92	что если	2	23
93	один из	5	23
94	и даже	4	22
95	как она	2	22
96	что у	3	22
97	с этим	4	22
98	между тем	2	22
99	из них	6	22
100	в своей	4	21
101	как мы	19	21
