N	2gram	Bakhtin_Pr	Problemy
1	и в	59	106
2	и не	66	90
3	как бы	40	70
4	может быть	38	66
5	в его	44	56
6	в этом	40	52
7	в нем	38	51
8	не может	31	49
9	чужое слово	2	49
10	из подполья	14	48
11	что он	16	44
12	как и	21	44
13	у достоевского	35	43
14	но и	22	40
15	точки зрения	36	40
16	для него	23	39
17	и его	21	39
18	а не	30	38
19	о себе	12	37
20	не только	26	36
21	то же	15	36
22	в пределах	13	35
23	то что	21	33
24	но в	7	33
25	прежде всего	17	32
26	в то	15	29
27	все это	12	29
28	он не	11	29
29	и все	4	28
30	не в	10	27
31	в одном	14	27
32	к другому	2	27
33	к себе	2	26
34	же время	10	26
35	к нему	13	25
36	в сущности	11	25
37	с точки	21	25
38	в самом	19	25
39	и с	10	25
40	себе самому	3	25
41	самом деле	9	24
42	не как	15	24
43	с самим	3	24
44	героя и	11	24
45	вовсе не	13	24
46	рядом с	16	23
47	слова и	2	23
48	и на	15	23
49	таким образом	22	22
50	в каждом	11	22
51	что я	2	22
52	по себе	13	22
53	как мы	10	21
54	там где	12	21
55	никогда не	19	20
56	все же	9	20
57	потому что	20	20
58	только в	15	20
59	что в	14	19
60	достоевского в	21	19
61	с его	14	19
62	отношению к	17	19
63	слова в	4	19
64	что же	5	19
65	на самом	5	18
66	в себе	9	18
67	по отношению	17	18
68	о нем	16	18
69	все эти	12	18
70	слово о	8	18
71	уже не	14	18
72	еще не	11	18
73	но не	13	18
74	это не	13	17
75	в том	17	17
76	так и	13	17
77	себе самом	9	17
78	а в	9	17
79	самим собою	3	17
80	и к	5	17
81	человека из	4	17
82	с ним	13	17
83	так же	10	16
84	если бы	12	16
85	в своей	17	16
86	этом смысле	12	16
87	до конца	11	15
88	о мире	6	15
89	достоевского не	18	15
90	и наконец	5	15
91	и для	5	15
92	у него	9	15
93	в отношении	3	14
94	так как	11	14
95	другого человека	4	14
96	в своем	12	14
97	в конце	9	14
98	я не	7	14
99	лишь в	4	14
100	и сам	5	14
101	слово героя	7	14
102	он и	9	14
103	себя самого	5	14
104	как раз	9	14
105	а как	8	14
106	его в	6	13
107	перед нами	8	13
108	героя в	9	13
109	достоевского и	14	13
110	в романе	12	13
111	романа достоевского	14	13
112	и это	5	13
113	роман достоевского	11	13
114	большинстве случаев	3	13
115	в целом	8	13
116	себя и	4	13
117	в романах	15	13
118	творчестве достоевского	6	13
119	с другими	11	13
120	в мире	10	13
121	на него	4	13
122	мир достоевского	12	13
123	но все	8	13
124	в большинстве	3	13
125	точка зрения	14	13
126	голосов в	4	13
127	том что	15	12
128	в одной	9	12
129	слово в	3	12
130	даже в	7	12
131	в плане	5	12
132	ничего не	8	12
133	последнее слово	10	12
134	так что	3	12
135	между тем	5	12
136	не знает	5	12
137	что и	10	12
138	при этом	5	12
139	было бы	10	12
140	во всяком	5	12
141	одного сознания	10	12
142	так сказать	8	12
143	но это	7	12
144	за пределы	10	12
145	и даже	4	12
146	и как	10	12
147	достоевского как	17	12
148	и слово	6	12
149	как в	10	12
150	себе и	3	12
151	отношении к	3	12
152	для достоевского	9	12
153	в котором	6	12
154	к чужому	2	12
155	и что	2	12
156	мире достоевского	10	12
157	у меня	4	12
158	не могут	6	11
159	в форме	8	11
160	конце концов	7	11
161	сливается с	6	11
162	она не	9	11
163	дело идет	12	11
164	человек из	5	11
165	видения и	10	11
166	произведениях достоевского	9	11
167	так чтобы	3	11
168	ни одного	4	11
169	этого слова	3	11
170	бы и	6	11
171	он сам	9	11
172	должно быть	4	11
173	бы в	7	11
174	тем что	5	11
175	сознания и	9	11
176	или как	5	11
177	с другой	3	11
178	их в	8	11
179	самого героя	10	11
180	более того	5	11
181	входит в	11	11
182	мы уже	4	11
183	как будто	4	11
184	в произведении	4	10
185	отношение к	4	10
186	для себя	5	10
187	идеи в	12	10
188	говорит он	9	10
189	герой достоевского	10	10
190	авторского слова	9	10
191	с чужим	2	10
