N	2gram	Vygotskiy_	Myshleni
1	в том	46	195
2	в этом	37	167
3	то что	61	166
4	и в	65	162
5	том что	28	161
6	таким образом	21	147
7	точки зрения	19	143
8	что в	36	119
9	не только	16	116
10	того что	9	109
11	так же	12	100
12	потому что	26	95
13	того чтобы	21	91
14	может быть	33	89
15	с точки	11	89
16	что он	23	86
17	не может	17	81
18	как и	12	79
19	так как	13	78
20	для того	18	78
21	и не	20	78
22	только в	9	75
23	в целом	8	74
24	как мы	12	72
25	но и	6	70
26	заключается в	13	67
27	в его	11	67
28	мы могли	5	65
29	сказать что	14	65
30	как бы	29	64
31	вместе с	10	62
32	в качестве	2	60
33	и что	29	60
34	было бы	22	60
35	представляет собой	3	60
36	то же	17	58
37	в основе	5	58
38	могли бы	6	54
39	что мы	6	53
40	в силу	2	53
41	между собой	2	53
42	в самом	41	52
43	в сущности	16	51
44	мы должны	3	50
45	к тому	18	49
46	что они	9	48
47	мы можем	12	48
48	тем что	7	48
49	мы не	7	47
50	тогда когда	2	47
51	если бы	22	46
52	но не	3	45
53	с другой	8	45
54	тем самым	4	43
55	с тем	14	43
56	же как	3	43
57	как это	13	42
58	тому что	10	42
59	не является	2	41
60	одной стороны	6	40
61	о том	17	40
62	так и	3	39
63	говорит он	3	39
64	никогда не	9	39
65	с одной	7	39
66	мы видели	7	38
67	не в	12	37
68	если мы	19	37
69	в этой	20	37
70	и к	5	37
71	мы видим	15	37
72	в своем	8	36
73	с самого	10	36
74	все эти	7	36
75	и его	8	36
76	самого начала	10	36
77	как в	8	36
78	а не	11	36
79	того же	4	35
80	друг с	2	35
81	с другом	2	35
82	можно было	7	35
83	он не	11	35
84	в которой	8	35
85	в себе	9	35
86	и как	10	34
87	связи с	2	34
88	при этом	10	33
89	прежде всего	2	33
90	по себе	5	33
91	что и	7	32
92	именно в	3	32
93	по своему	6	32
94	же самое	14	32
95	но в	5	32
96	слова и	3	32
97	той же	6	32
98	и тем	4	32
99	что оно	5	32
100	и на	7	32
101	развития и	2	31
102	и то	10	31
103	все же	10	31
104	мысли и	2	30
105	на то	25	30
106	между тем	10	29
107	показывает что	4	29
108	этого слова	5	29
109	как известно	2	29
110	с этим	11	28
111	самом деле	33	28
112	что с	4	28
113	что все	10	27
114	в своей	6	27
115	только что	10	27
116	с этой	5	27
117	в результате	3	27
118	в то	5	27
119	перед нами	12	27
120	другой стороны	5	27
121	и с	4	27
122	в их	3	26
123	в частности	3	26
124	что это	19	26
125	для него	4	26
126	нашего исследования	2	26
127	все это	12	25
128	еще не	3	25
129	что она	34	25
130	это не	7	25
131	только не	3	25
132	в чем	3	25
133	можно сказать	2	25
134	мы уже	12	25
135	так что	10	24
136	мы знаем	3	24
137	тот же	5	24
138	целый ряд	6	24
139	в какой	8	24
140	что эта	8	24
141	в нем	8	24
142	того как	4	24
143	на этот	2	24
144	оба эти	4	24
145	как он	2	23
146	состоит в	4	23
147	бы в	3	23
148	ни в	6	23
149	этот вопрос	5	23
150	смысле этого	5	22
151	во всяком	6	22
152	не могут	2	22
153	столь же	5	22
154	то время	4	22
155	отношение к	2	21
156	на основании	2	21
157	в истории	3	21
158	все время	36	21
159	как говорит	2	21
160	и более	4	21
161	его в	5	21
162	там где	7	21
163	показать что	13	21
164	к этому	5	21
165	и все	14	21
166	ее в	7	21
167	и следовательно	2	21
168	и ее	4	21
169	не имеет	8	21
170	с таким	4	21
171	же точно	6	21
172	в такой	5	20
173	в котором	7	20
174	в виду	6	20
175	и других	5	20
176	по существу	4	20
177	а в	9	20
178	время как	6	20
179	к которому	3	20
180	из них	10	20
181	как раз	14	20
182	в другом	6	20
183	и их	2	20
184	едва ли	4	20
185	на этом	6	20
186	как показывает	2	20
187	говорит что	17	20
188	из этих	6	20
189	но мы	4	19
190	мы говорили	3	19
191	в данном	5	19
192	с ним	6	19
193	из которых	6	19
194	в той	8	19
195	как на	9	19
196	но если	6	19
197	а с	4	19
198	и по	2	19
199	в речи	3	19
200	во всех	4	19
201	один из	7	19
202	независимо от	2	19
203	во всем	2	18
204	во всей	3	18
205	слов и	2	18
206	и другое	6	18
207	одного и	2	18
208	к действительности	3	18
209	всяком случае	6	18
210	но это	6	18
211	для этого	9	17
212	на деле	4	17
213	сих пор	6	17
214	и для	4	17
215	все что	2	17
216	в своих	6	17
217	в свою	6	17
218	в одном	9	17
219	казалось бы	7	17
220	этой точки	2	17
221	совпадает с	2	17
222	то и	3	17
223	и есть	3	17
224	и только	8	17
225	в этих	3	17
226	иначе как	3	17
227	их в	4	17
228	до конца	5	17
229	я не	9	17
230	и той	4	17
231	нами в	3	17
232	в совершенно	3	17
233	у него	6	17
234	до сих	7	17
235	вовсе не	11	16
236	одной и	4	16
237	которую мы	5	16
238	бы сказать	4	16
239	и другие	3	16
240	для нас	14	16
241	исследования и	3	16
242	такой же	2	16
243	между двумя	3	16
244	и даже	4	16
245	видели что	2	16
246	мысль что	4	16
247	в которых	9	16
248	мы имеем	2	16
249	которые не	2	16
250	данном случае	5	15
251	тем более	2	15
252	когда он	8	15
253	те же	2	15
254	но как	3	15
255	который мы	4	15
256	значит что	2	15
257	что если	6	15
258	от этого	4	15
259	со всеми	2	15
260	что при	5	15
261	представить себе	2	15
262	хотя бы	3	15
263	отличается от	2	15
264	как она	8	15
265	ничего не	4	15
266	на все	2	15
267	и это	13	15
268	в них	4	15
269	которое мы	4	15
270	он должен	2	14
271	и во	3	14
272	что для	6	14
273	что эти	5	14
274	что у	7	14
275	из этого	10	14
276	со всей	3	14
277	это значит	4	14
278	это есть	3	14
279	когда мы	5	14
280	очевидно что	4	14
281	показывают что	2	14
282	сущности говоря	10	14
283	но что	3	14
284	уже говорили	4	14
285	одно и	4	14
286	же мере	2	14
287	свою очередь	3	14
288	об этом	4	14
289	с его	2	14
290	одним из	2	14
291	к которым	7	14
292	и здесь	9	14
293	не можем	4	14
294	все более	4	13
295	она не	10	13
296	благодаря этому	2	13
297	на его	2	13
298	но все	2	13
299	в виде	5	13
300	точно так	3	13
301	имеет место	2	13
302	как они	2	13
303	слова как	3	13
304	факт что	3	13
305	они не	2	13
306	отнюдь не	2	13
307	к его	2	13
308	в действительности	3	13
309	его к	2	13
310	для всех	2	13
311	если в	2	13
312	были бы	5	12
313	в ее	9	12
314	в первом	3	12
315	никак не	12	12
316	но только	10	12
317	тем и	2	12
318	даже в	2	12
319	с которыми	2	12
320	это и	4	12
321	несмотря на	7	12
322	образом что	2	12
323	это мы	2	12
324	в ней	23	12
325	которые мы	2	12
326	должны были	2	12
327	том чтобы	2	12
328	еще более	2	12
329	полагает что	5	12
330	ясно что	11	12
331	в одной	2	12
332	которых мы	6	12
333	так точно	3	12
334	только на	3	12
335	к нему	2	12
336	и между	4	12
337	с но	5	12
338	тому же	2	12
339	но он	5	12
340	на самом	3	11
341	в каком	8	11
342	в конце	5	11
343	одно из	4	11
344	остановиться на	3	11
345	идет о	8	11
346	действия и	3	11
347	что этот	5	11
348	иначе говоря	10	11
349	друг другу	2	11
350	мы будем	4	11
351	есть не	2	11
352	например в	5	11
353	с ее	5	11
354	раз в	7	11
355	мы увидим	14	11
356	наряду с	4	11
357	в один	4	11
358	гораздо более	2	11
359	что на	4	11
360	не могли	5	11
361	лежит в	4	11
362	и наконец	2	11
363	на примере	3	11
364	слово в	2	11
365	он в	3	11
366	ничего общего	3	11
367	не по	3	11
368	обратимся к	3	11
369	есть в	3	11
370	мы нашли	2	11
371	отношения к	3	11
372	не совпадает	2	10
373	из всех	3	10
374	здесь мы	6	10
375	не иначе	2	10
376	относится к	2	10
377	тот факт	3	10
378	с той	8	10
379	у нас	4	10
380	что такое	2	10
381	о которых	10	10
382	вслед за	4	10
383	вместо того	3	10
384	речь идет	7	10
385	одного из	2	10
386	в основу	2	10
387	представляют собой	3	10
388	что его	3	10
389	тенденцию к	2	10
390	как с	2	10
391	в конечном	2	10
392	всякий раз	6	10
393	указывает на	8	10
394	в нашей	2	10
395	бы что	2	10
396	что как	4	10
397	вытекает из	2	10
398	внимание на	4	10
399	по выражению	2	10
400	и может	5	10
401	и которые	3	10
402	и значение	4	10
403	перейти к	3	10
404	что именно	3	10
405	в плане	4	9
406	к этим	2	9
407	видим в	2	9
408	и поэтому	3	9
409	мы вправе	3	9
410	только для	3	9
411	он может	2	9
412	животных и	3	9
413	но эта	3	9
414	к этой	3	9
415	и он	5	9
416	совершенно не	8	9
417	переход к	2	9
418	зависит от	2	9
419	мы в	4	9
420	как только	4	9
421	оно является	2	9
422	в тех	5	9
423	оно есть	2	9
