N	2gram	Tiupa_Narr	Formalny
1	и в	19	95
2	и не	20	78
3	может быть	25	66
4	в этом	17	61
5	не может	10	57
6	и его	5	51
7	так и	9	50
8	точки зрения	10	47
9	в нем	4	42
10	в его	9	42
11	прежде всего	4	41
12	с точки	2	40
13	как и	7	39
14	не в	14	35
15	а не	12	34
16	но и	23	33
17	то же	4	32
18	самом деле	2	32
19	не только	32	30
20	в пределах	2	28
21	в том	18	26
22	отнюдь не	5	26
23	то что	11	25
24	при этом	9	24
25	в ней	3	23
26	связи с	4	23
27	было бы	4	23
28	в то	3	22
29	и ее	2	22
30	как бы	4	21
31	что в	3	21
32	и с	4	21
33	не менее	3	20
34	между ними	2	20
35	как мы	3	20
36	же время	4	20
37	хотя бы	4	19
38	по себе	5	19
39	все же	7	18
40	и все	2	18
41	все эти	2	18
42	в связи	2	18
43	должна быть	2	18
44	с его	6	18
45	только в	4	18
46	как в	7	17
47	как раз	2	17
48	так же	2	16
49	совершенно не	2	16
50	с другой	8	16
51	его в	2	15
52	но в	6	15
53	в литературе	2	15
54	именно в	6	15
55	и на	3	15
56	что он	6	14
57	языка и	2	14
58	в ее	3	14
59	в своем	2	14
60	еще не	7	14
61	в этой	5	14
62	и потому	2	14
63	жизни и	3	14
64	со стороны	9	13
65	того что	2	13
66	а в	11	13
67	могут быть	3	13
68	сводится к	3	13
69	независимо от	2	13
70	в результате	2	13
71	она не	2	13
72	тем что	3	13
73	ни в	3	13
74	по отношению	7	12
75	как это	6	12
76	к тому	7	12
77	отношению к	6	12
78	и для	2	12
79	оно не	2	12
80	уже не	5	12
81	никогда не	3	11
82	этом отношении	3	11
83	это и	3	11
84	они не	2	11
85	в основе	5	11
86	но не	6	11
87	то ни	3	11
88	что они	3	11
89	для него	2	11
90	между тем	3	11
91	не о	3	10
92	не есть	3	10
93	не как	2	10
94	здесь и	2	10
95	и др	2	10
96	не было	2	10
97	по существу	2	10
98	бы то	3	10
99	другой стороны	4	10
100	с ее	3	10
101	не является	8	10
102	в первом	3	10
103	и как	5	10
104	он не	3	10
105	ничего не	2	9
106	здесь не	4	9
107	и до	2	9
108	или иного	2	9
109	и даже	3	9
110	не могло	2	9
111	от всех	2	9
112	в свою	3	9
113	ни было	3	9
114	говорить о	2	9
115	отношения к	2	9
116	это не	2	8
117	между собой	2	8
118	одной стороны	7	8
119	с одной	7	8
120	без исключения	2	8
121	в области	2	8
122	же как	3	8
123	что это	3	8
124	в данном	5	8
125	роль в	2	8
126	том что	14	7
127	в себе	8	7
128	свою очередь	3	7
129	как к	2	7
130	что именно	2	7
131	или менее	2	7
132	более или	2	7
133	во втором	4	7
134	в сущности	3	7
135	не на	2	7
136	бы быть	3	7
137	сказать что	4	7
138	того или	2	7
139	время в	2	7
140	в особенности	4	7
141	жизни в	3	7
142	и только	2	7
143	в какой	2	7
144	но все	4	7
145	сами по	2	7
146	столь же	3	7
147	из них	3	7
148	в той	6	7
149	данном случае	4	6
150	тем самым	6	6
151	отношение к	2	6
152	и тем	4	6
153	в частности	14	6
154	те же	4	6
155	один из	3	6
156	этого слова	2	6
157	из этих	3	6
158	они и	2	6
159	особенно в	3	6
160	отличается от	4	6
161	нет и	2	6
162	например в	2	6
163	о том	6	6
164	в произведении	3	6
165	уже в	3	6
166	даже в	2	5
167	к которому	2	5
168	отличие от	5	5
169	одной из	4	5
170	одного из	4	5
171	в отличие	5	5
172	что не	4	5
173	в значительной	2	5
174	даже не	3	5
175	можно сказать	5	5
176	хотя и	3	5
177	да и	4	5
178	если в	3	5
179	не от	2	5
180	значительной степени	2	5
181	то в	6	5
182	не столько	4	5
183	в мире	9	5
184	высказывания и	3	5
185	его как	2	5
186	к нему	5	5
187	не имеет	2	5
188	приводит к	2	5
189	тому как	2	5
190	же в	4	5
191	или даже	2	4
192	наконец в	2	4
193	одним из	2	4
194	героя в	8	4
195	не являются	2	4
196	о нем	4	4
197	идет о	2	4
198	между двумя	5	4
199	не будет	3	4
200	или в	2	4
201	во всей	2	4
202	имеет место	4	4
203	одна из	3	4
204	истории и	2	4
205	тем не	3	4
206	на него	3	4
207	та же	2	4
208	в таком	2	4
209	от одного	2	4
210	на протяжении	6	4
211	подобно тому	2	4
212	зависит от	2	4
213	или иначе	3	4
214	к самому	2	4
215	или иное	2	4
216	к другому	2	4
217	перед нами	4	3
218	каждый из	2	3
219	или иной	5	3
220	бытия в	3	3
221	одну из	2	3
222	не всегда	2	3
223	но как	2	3
224	так или	2	3
225	состоит в	13	3
226	точка зрения	6	3
227	что на	2	3
228	нуждается в	5	3
229	числе и	4	3
230	было в	2	3
231	в качестве	21	3
232	тем более	2	3
233	следует отметить	2	3
234	и тот	2	3
235	дело с	2	3
236	не сводится	2	3
237	во второй	2	3
238	то или	3	3
239	том числе	6	3
240	на первый	2	3
241	мира в	5	3
242	бы не	2	3
243	все те	4	3
244	именно это	2	3
245	в форме	5	3
246	отвлечении от	2	3
247	не с	3	3
248	в отвлечении	2	3
249	когда он	3	3
250	в самую	2	3
251	а именно	3	3
252	чтобы стать	2	3
253	в противовес	4	3
254	не то	2	3
255	человека в	2	2
256	во времени	8	2
257	о чем	2	2
258	то она	2	2
259	но сама	2	2
260	этого понятия	2	2
261	а с	3	2
262	структуры в	2	2
263	или ином	2	2
264	высказывания в	6	2
265	а если	2	2
266	ему в	2	2
267	мира и	2	2
268	мы имеем	2	2
269	этой точки	2	2
270	однако в	2	2
271	же не	4	2
272	том или	2	2
273	в силу	4	2
274	к другой	2	2
275	при всем	2	2
276	события но	2	2
277	о ней	3	2
278	а иногда	2	2
279	в двух	2	2
280	который в	2	2
281	жизни а	2	2
282	в структуре	2	2
283	во внешнем	2	2
284	все то	2	2
285	происходит и	2	2
286	совершенно очевидно	2	2
287	ту или	2	2
288	подход к	2	2
289	в собственном	2	2
290	можно было	2	2
291	себя в	5	2
292	той или	4	2
293	переход от	4	2
294	постольку поскольку	2	2
295	смысла но	2	2
296	совершенно иной	2	2
297	героя и	4	2
298	времени и	7	2
299	поскольку оно	2	2
300	как известно	2	2
301	от одной	2	2
302	ни для	7	2
303	далеко не	5	2
304	всей его	2	2
305	в принципе	4	2
306	жизнью и	2	2
307	жизни но	2	2
308	еще одна	3	2
309	таком случае	2	2
310	что мы	2	2
311	они в	2	2
312	несмотря на	2	2
313	и того	2	2
314	говорит о	2	2
315	и есть	2	2
316	события в	2	2
