N	2gram	Propp_Isto	Formalny
1	и в	40	95
2	т е	30	94
3	и не	19	78
4	может быть	37	66
5	в этом	13	61
6	не может	19	57
7	и пр	11	53
8	вовсе не	3	53
9	таким образом	13	52
10	и его	5	51
11	так и	13	50
12	в нем	8	42
13	в его	10	42
14	прежде всего	15	41
15	как и	5	39
16	и т	39	37
17	не в	11	35
18	а не	18	34
19	но и	21	33
20	то же	21	32
21	самом деле	2	32
22	не только	28	30
23	в пределах	4	28
24	в том	12	26
25	отнюдь не	2	26
26	если бы	8	26
27	то что	17	25
28	на самом	3	24
29	при этом	6	24
30	в своей	2	24
31	в ней	10	23
32	связи с	10	23
33	было бы	11	23
34	в то	4	22
35	и ее	3	22
36	в истории	2	21
37	как бы	6	21
38	что в	19	21
39	и с	5	21
40	в их	6	20
41	не менее	7	20
42	между ними	2	20
43	и от	2	20
44	с тем	13	20
45	как мы	3	20
46	не могут	3	19
47	все это	6	19
48	хотя бы	5	19
49	т д	35	19
50	по себе	4	19
51	все же	17	18
52	все эти	6	18
53	в связи	7	18
54	должна быть	5	18
55	и их	4	18
56	только в	16	18
57	социальной жизни	4	17
58	как в	7	17
59	как раз	2	17
60	так же	18	16
61	с другой	8	16
62	потому что	12	16
63	его в	15	15
64	но в	13	15
65	бы в	2	15
66	с другими	2	15
67	так как	20	15
68	должно быть	2	15
69	во всех	3	15
70	именно в	5	15
71	и на	6	15
72	что он	32	14
73	только на	2	14
74	в целом	3	14
75	в ее	2	14
76	в своем	5	14
77	еще не	14	14
78	в жизни	2	14
79	в этой	9	14
80	если мы	4	14
81	и потому	3	14
82	вместе с	13	14
83	со стороны	3	13
84	того что	6	13
85	а в	15	13
86	что же	4	13
87	могут быть	5	13
88	что и	9	13
89	в результате	2	13
90	она не	6	13
91	тем что	7	13
92	ни в	2	13
93	в действительности	2	12
94	по отношению	6	12
95	как это	6	12
96	того чтобы	3	12
97	там где	5	12
98	и здесь	15	12
99	к тому	6	12
100	отношению к	6	12
101	и для	5	12
102	уже не	3	12
103	никогда не	25	11
104	они не	8	11
105	в основе	4	11
106	так сказать	3	11
107	в большинстве	4	11
108	но не	7	11
109	то ни	2	11
110	что они	13	11
111	для него	2	11
112	зависимости от	3	11
113	между тем	2	11
114	не есть	2	10
115	не как	3	10
116	друг друга	2	10
117	и др	11	10
118	в зависимости	3	10
119	мы не	12	10
120	не было	3	10
121	в дальнейшем	6	10
122	по существу	7	10
123	бы то	2	10
