N	3gram	Bakhtin_Fr	Myshleni
1	в том что	6	133
2	с точки зрения	6	89
3	для того чтобы	2	78
4	по сравнению с	2	45
5	по отношению к	2	42
6	с одной стороны	2	39
7	друг с другом	2	35
8	в этом отношении	5	30
9	в собственном смысле	3	26
10	о том что	3	25
11	не может быть	5	23
12	можно сказать что	3	21
13	в отличие от	4	18
14	во всяком случае	2	18
15	до сих пор	7	17
16	как мы видели	2	17
17	на этот вопрос	2	14
18	мы уже говорили	12	14
19	подобно тому как	2	14
20	в другом месте	2	13
21	как мы уже	8	11
22	в том числе	10	10
23	том числе и	7	10
24	на самом деле	2	9
25	не могут быть	2	8
26	той или иной	5	8
27	включает в себя	3	7
28	содержит в себе	2	7
29	и не может	2	6
30	и в частности	2	6
31	в свое время	5	5
32	но все же	3	5
33	в то же	5	5
34	не только в	5	5
35	но и в	5	4
36	так и в	3	4
37	о чем мы	2	4
38	в значительной степени	4	4
39	в себе и	2	4
40	все же в	2	3
41	подлежит никакому сомнению	2	3
42	уже говорили что	3	3
43	не подлежит никакому	2	3
44	в значительной мере	3	3
45	имеем в виду	2	3
46	то что для	2	3
47	как раз и	2	3
48	в применении к	3	3
49	и во всех	2	3
50	то же время	5	3
51	в известной мере	6	3
52	дело в том	2	3
53	в целом ряде	2	3
54	во всех этих	2	2
55	мы остановимся в	2	2
56	в своей книге	3	2
57	до известной степени	2	2
58	ступени своего развития	2	2
59	не входит в	2	2
60	вовсе не в	2	2
61	но все это	2	2
62	в большинстве случаев	2	2
63	на самом же	3	2
64	самом же деле	3	2
65	в той или	5	2
66	выходит за пределы	4	2
67	на протяжении всего	5	2
68	только в самом	2	2
