N	2gram	Vygotskiy_	Narrotol
1	не только	25	62
2	и не	24	50
3	при этом	28	47
4	но и	12	45
5	а не	18	38
6	в качестве	3	35
7	в частности	6	31
8	может быть	35	30
9	и в	55	30
10	в том	55	29
11	том что	30	28
12	в этом	21	28
13	а в	10	27
14	состоит в	5	25
15	представляет собой	2	25
16	только в	18	25
17	как и	25	24
18	не в	19	23
19	то что	47	23
20	то есть	44	22
21	не может	30	20
22	в себе	6	17
23	так и	6	17
24	со стороны	5	16
25	в его	8	16
26	но в	5	15
27	можно сказать	2	15
28	иначе говоря	6	15
29	к тому	8	15
30	в жизни	5	14
31	и его	14	14
32	в своем	3	13
33	в своей	6	13
34	то же	17	13
35	времени и	2	13
36	у него	4	13
37	о том	11	13
38	уже не	3	13
39	все же	9	12
40	прежде всего	5	12
41	как в	17	12
42	как бы	11	12
43	сводится к	3	12
44	тем самым	2	11
45	и тем	5	11
46	отличие от	6	11
47	об этом	3	11
48	в нем	5	11
49	в этой	5	11
50	если бы	10	11
51	в отличие	4	11
52	хотя и	3	11
53	никогда не	13	10
54	в то	8	10
55	ничего не	4	10
56	как это	8	10
57	один из	6	10
58	точки зрения	32	10
59	того что	15	10
60	не является	5	10
61	и все	8	10
62	но не	5	10
63	жизни и	5	10
64	тому же	4	10
65	между тем	6	10
66	с его	3	10
67	еще не	2	9
68	что он	17	9
69	что в	39	9
70	отнюдь не	11	9
71	тем не	6	9
72	далеко не	7	9
73	столь же	6	9
74	потому что	27	9
75	с ним	2	9
76	как раз	4	9
77	о чем	2	8
78	самом деле	19	8
79	не менее	9	8
80	того чтобы	13	8
81	одна из	5	8
82	мы имеем	7	8
83	этом отношении	7	8
84	у нас	4	8
85	действующих лиц	3	8
86	и для	9	8
87	в самом	18	8
88	и к	5	8
89	в той	2	8
90	же время	2	8
91	в таком	5	8
92	он не	8	8
93	в свою	3	7
94	вслед за	10	7
95	в конце	6	7
96	едва ли	5	7
97	в чем	5	7
98	в ней	3	7
99	в целом	8	7
100	в ее	7	7
101	имеет место	2	7
102	и состоит	2	7
103	в силу	4	7
104	также и	2	7
105	с другой	7	7
106	в котором	5	7
107	и на	6	7
108	или в	2	7
109	одной стороны	7	6
110	вплоть до	3	6
111	о нем	2	6
112	в сознании	6	6
113	могло бы	5	6
114	ответ на	2	6
115	однако в	2	6
116	в известном	2	6
117	на другой	3	6
118	что и	27	6
119	о ней	4	6
120	например в	5	6
121	сказать что	12	6
122	никак не	7	6
123	то в	2	6
124	то и	2	6
125	из этих	6	6
126	в результате	4	6
127	на него	2	6
128	с одной	6	6
