N	2gram	Losev_Dial	Stilisti
1	и в	35	42
2	как бы	19	30
3	не только	26	28
4	прежде всего	14	22
5	хотя бы	6	18
6	то же	21	16
7	но и	17	16
8	и не	51	14
9	не может	16	13
10	может быть	30	13
11	как и	10	12
12	точки зрения	25	11
13	что мы	3	11
14	мы уже	8	11
15	в себе	23	10
16	и как	14	10
17	отнюдь не	13	10
18	мы должны	6	10
19	в этом	18	10
20	как мы	5	10
21	в то	10	9
22	для того	2	9
23	все же	9	9
24	то что	25	9
25	при этом	2	9
26	ничего не	19	8
27	так как	24	8
28	и это	6	8
29	с тем	2	8
30	в ней	4	8
31	что же	5	8
32	таким образом	5	8
33	никогда не	18	7
34	другими словами	2	7
35	и от	5	7
36	в которой	3	7
37	мы можем	5	7
38	зависимости от	2	7
39	же время	9	7
40	так и	18	7
41	потому что	23	7
42	только в	7	7
43	а не	24	7
44	в зависимости	2	7
45	было бы	14	7
46	и его	6	7
47	и тем	2	7
48	одно и	8	6
49	или иной	4	6
50	когда мы	3	6
51	и так	2	6
52	бы в	3	6
53	во всех	3	6
54	не в	12	6
55	но ведь	2	6
56	в области	2	6
57	точку зрения	3	6
58	в конце	5	6
59	или как	2	6
60	в нем	25	6
61	в его	4	6
62	в этой	3	6
63	мы будем	2	6
64	и то	15	5
65	все время	4	5
66	в сознании	3	5
67	независимо от	2	5
68	и следовательно	7	5
69	мы увидим	2	5
70	не является	3	5
71	и их	5	5
72	самом деле	6	5
73	как это	8	5
74	а с	2	5
75	но все	5	5
76	и является	2	5
77	тому что	4	5
78	точек зрения	3	5
79	а в	8	5
80	но в	8	5
81	в самом	6	5
82	и с	10	5
83	уже в	5	5
84	в той	4	5
85	с точки	18	5
86	же самое	3	5
87	вместе с	3	5
88	да и	11	4
89	что это	21	4
90	в одном	4	4
91	так же	6	4
92	его в	3	4
93	на него	2	4
94	если бы	12	4
95	то или	5	4
96	что именно	3	4
97	не что	4	4
98	были бы	3	4
99	того что	6	4
100	самого начала	2	4
101	можно было	5	4
102	один из	3	4
103	и все	11	4
104	в каждом	4	4
105	с самого	2	4
106	к тому	6	4
107	о том	8	4
108	и пр	7	4
109	что такое	13	4
110	точка зрения	3	4
111	если мы	3	4
112	уже не	3	4
113	и к	8	4
114	не существует	8	4
115	или иное	5	4
116	мы видим	6	4
117	той или	11	4
118	не просто	19	4
119	все это	14	4
120	в качестве	2	4
121	себя в	2	4
122	как только	4	4
123	тех или	5	4
124	можно сказать	10	4
125	не к	2	4
126	тем же	3	4
127	сказать что	19	3
128	на самом	5	3
129	это не	18	3
130	том что	18	3
131	бы мы	2	3
132	содержание и	2	3
133	нуждается в	6	3
134	в тех	2	3
135	и эта	3	3
136	но для	2	3
137	перед нами	3	3
138	о своем	2	3
139	об этом	7	3
140	и даже	23	3
141	от того	2	3
142	то мы	2	3
143	конце концов	4	3
144	в виду	9	3
145	будем говорить	2	3
146	та же	6	3
147	в том	20	3
148	в частности	4	3
149	у них	3	3
150	еще не	4	3
151	только на	3	3
152	совершенно не	13	3
153	как в	3	3
154	и вот	10	3
155	чаще всего	2	3
156	не знает	2	3
157	в разных	6	3
158	для него	2	3
159	не с	5	3
160	по своему	4	3
161	то он	2	3
162	и для	2	3
163	нет и	2	3
164	ни на	8	3
165	что у	3	3
166	только благодаря	2	3
167	в котором	5	3
168	их в	2	3
169	заметить что	2	3
170	в голову	2	3
171	что оно	9	3
172	быть может	5	3
173	как таковой	6	3
174	не будет	2	3
175	главным образом	2	3
176	но что	10	3
177	из них	5	3
178	представить себе	2	3
179	хотя и	4	3
180	несмотря на	12	3
181	жизни и	9	3
182	что и	7	3
183	необходимо чтобы	2	3
184	в ее	3	3
185	мы в	2	3
186	и уже	4	3
187	все эти	4	3
188	конечно не	9	3
189	связи с	3	3
190	но вот	5	3
191	отношения к	3	3
192	что эти	3	3
193	между тем	3	3
194	в основе	4	3
195	что иное	4	2
196	еще и	4	2
197	в каком	10	2
198	первый взгляд	2	2
199	в отношении	5	2
200	для этого	2	2
201	и вообще	10	2
202	вопрос о	3	2
203	и все-таки	3	2
204	и потому	6	2
205	помнить что	2	2
206	как например	2	2
207	с этим	5	2
208	относится к	2	2
209	с другими	2	2
210	мы имеем	4	2
211	из этих	2	2
212	но как	7	2
213	человека и	2	2
214	бы и	4	2
215	времени и	10	2
216	должно быть	7	2
217	и нет	2	2
218	к этому	2	2
219	с ней	2	2
220	и больше	2	2
221	от их	2	2
222	не нужно	2	2
223	иное как	4	2
224	при условии	3	2
225	отношение к	5	2
226	есть не	8	2
227	должен быть	2	2
228	из всего	2	2
229	или хотя	2	2
230	я и	3	2
231	на первый	2	2
232	кроме того	2	2
233	но эта	4	2
234	тем что	2	2
235	всякая живая	2	2
236	этом отношении	2	2
237	в их	5	2
238	не всегда	2	2
239	и при	3	2
240	в этих	6	2
241	что он	16	2
242	по своей	5	2
243	ничем не	4	2
244	нас не	2	2
245	выражение лица	2	2
246	связано с	2	2
247	и ни	7	2
248	ни к	2	2
249	себе и	5	2
250	сих пор	4	2
251	его не	7	2
252	в какой	3	2
253	не должен	2	2
