N	2gram	Vygotskiy_	Tvorches
1	и в	55	56
2	как бы	11	41
3	в его	8	37
4	в то	8	30
5	то же	17	25
6	не только	25	24
7	но в	5	24
8	же время	2	24
9	то есть	44	23
10	и его	14	23
11	и не	24	23
12	а в	10	23
13	как и	25	23
14	и т	36	22
15	в этом	21	22
16	в том	55	21
17	что в	39	21
18	том что	30	19
19	он не	8	19
20	может быть	35	19
21	потому что	27	19
22	у него	4	18
23	то что	47	18
24	что он	17	17
25	все это	11	17
26	т д	10	17
27	и на	6	17
28	таким образом	38	17
29	никогда не	13	16
30	прежде всего	5	16
31	как в	17	16
32	при этом	28	16
33	не может	30	16
34	но и	12	16
35	в творчестве	5	16
36	в этой	5	15
37	с его	3	15
38	но это	3	15
39	и с	5	15
40	и даже	11	14
41	там же	2	13
42	о том	11	13
43	а не	18	13
44	тем самым	2	12
45	в целом	8	12
46	в котором	5	12
47	все же	9	11
48	в своей	6	11
49	отнюдь не	11	11
50	в конце	6	10
51	не в	19	10
52	так и	6	10
53	уже в	3	10
54	представление о	6	10
55	но не	5	10
56	в самом	18	10
57	когда он	11	10
58	только в	18	10
59	как будто	10	10
60	в свою	3	9
61	в нем	5	9
62	один из	6	9
63	и от	4	9
64	по мнению	2	9
65	наряду с	3	9
66	в своих	12	9
67	даже в	2	8
68	так же	29	8
69	в себе	6	8
70	человека и	3	8
71	в их	4	8
72	не менее	9	8
73	на его	3	8
74	так как	28	8
75	вовсе не	7	8
76	к этому	5	8
77	об этом	3	8
78	еще не	2	8
79	хотя и	3	8
80	вместе с	10	8
81	казалось бы	4	7
82	самом деле	19	7
83	в чем	5	7
84	например в	5	7
85	что она	11	7
86	в которой	6	7
87	в этих	6	7
88	во сне	2	7
89	уже не	3	7
90	и сам	3	7
91	в книге	2	6
92	его в	3	6
93	приводит к	3	6
94	и далее	2	6
95	ли не	2	6
96	так что	8	6
97	и все	8	6
98	все эти	7	6
99	и ее	4	6
100	одна из	5	6
101	хотя бы	4	6
102	конечном счете	6	6
103	и как	9	6
104	если бы	10	6
105	еще более	2	6
106	в конечном	6	6
107	с ним	2	6
108	а потому	5	6
109	ничего не	4	5
110	из всех	4	5
111	до конца	9	5
112	в одной	3	5
113	приходит к	5	5
114	но если	2	5
115	и у	6	5
116	и других	4	5
117	том же	4	5
118	как он	4	5
119	это все	3	5
120	т п	24	5
121	в своем	3	5
122	а с	2	5
123	не так	2	5
124	в них	4	5
125	и это	6	5
126	что этот	3	5
127	у пушкина	4	5
128	быть может	2	5
129	что не	2	5
130	что и	27	5
131	отметить что	2	5
132	в ее	7	5
133	мы не	15	5
134	и по	7	5
135	что они	7	5
136	тот же	8	5
137	показывает что	6	5
138	что это	12	5
139	все время	6	5
140	с этим	7	5
141	мысли и	2	5
142	на него	2	5
143	на деле	11	5
144	та же	4	5
145	между тем	6	5
146	и другие	5	5
147	что у	8	5
148	с другой	7	5
149	литературной традиции	3	5
150	что я	4	5
151	из них	4	5
152	не было	5	5
153	в таком	5	5
154	в область	3	4
155	при помощи	27	4
156	и потому	2	4
157	он же	3	4
158	роль в	4	4
159	это и	3	4
160	только на	7	4
161	в частности	6	4
162	как это	8	4
163	утверждает что	5	4
164	отличие от	6	4
165	в такой	2	4
166	того что	15	4
167	что все	10	4
168	к нему	3	4
169	но только	6	4
170	он говорит	4	4
171	точки зрения	32	4
172	ту же	6	4
173	что на	4	4
174	могут быть	15	4
175	сих пор	8	4
176	однако в	2	4
177	же как	8	4
178	с ними	2	4
179	мы видим	8	4
180	о его	2	4
181	считает что	2	4
182	который в	3	4
183	в основе	13	4
184	говорит о	4	4
185	и когда	5	4
186	и мы	6	4
187	х годов	5	4
188	по преимуществу	2	4
189	дело в	2	4
190	в каждом	5	4
191	говорит что	10	4
192	тем что	7	4
193	него в	2	4
194	и наконец	2	4
195	и есть	5	4
196	с этой	8	4
197	времени и	2	4
198	такой же	9	4
199	его и	4	4
200	отказаться от	4	4
201	что его	5	4
202	не означает	2	4
203	в отличие	4	4
204	и более	3	4
205	далеко не	7	4
206	утверждал что	3	4
207	зависит от	2	4
208	этот вопрос	2	4
209	в которых	5	4
210	представляет собой	2	4
211	действительной жизни	3	4
212	к жизни	2	4
213	с точки	12	4
214	по самой	3	4
215	той же	9	4
216	но он	3	4
217	до сих	8	4
218	не есть	4	3
219	этого вопроса	2	3
220	ее и	2	3
221	его к	2	3
222	действия и	4	3
223	на самом	6	3
224	в процессе	7	3
225	от него	2	3
226	вплоть до	3	3
227	к другим	2	3
228	евгения онегина	4	3
229	и сколько	2	3
230	отношение к	3	3
231	как к	2	3
232	едва ли	5	3
233	для себя	2	3
234	пришел к	2	3
235	таком случае	3	3
236	критики и	3	3
237	в виду	6	3
238	на все	6	3
239	и тем	5	3
240	со стороны	5	3
241	в области	12	3
242	но что	3	3
243	людей и	2	3
244	идеи и	2	3
245	мы знаем	8	3
246	в искусстве	24	3
247	же самая	2	3
248	мы находим	2	3
249	в него	4	3
250	в свете	3	3
251	только с	2	3
252	к тому	8	3
253	гораздо более	2	3
254	от этой	2	3
255	может служить	3	3
256	в ней	3	3
257	другой стороны	7	3
258	что оно	4	3
259	всяком случае	7	3
260	не то	2	3
261	по этому	3	3
262	точно так	6	3
263	совсем не	3	3
264	должны быть	6	3
265	что с	5	3
266	и до	2	3
267	там где	5	3
268	можно сказать	2	3
