N	2gram	Tiupa_Vved	DiskursI
1	в качестве	18	72
2	а не	31	60
3	может быть	25	56
4	не только	32	49
5	и в	23	49
6	как и	21	47
7	тогда как	16	47
8	при этом	43	46
9	в том	21	44
10	и не	24	44
11	то есть	13	41
12	представляет собой	18	41
13	том что	16	40
14	в этом	27	38
15	в себе	15	37
16	состоит в	23	37
17	в частности	19	36
18	но и	31	35
19	своего рода	20	32
20	и т.п	14	32
21	но не	9	31
22	со стороны	15	28
23	так и	14	28
24	отличие от	11	28
25	но в	14	28
26	не может	14	27
27	в отличие	11	27
28	по своей	4	26
29	как в	8	25
30	такого рода	23	24
31	коммуникативного события	8	24
32	в рамках	5	23
33	еще не	8	23
34	отнюдь не	14	23
35	а также	12	20
36	все же	10	19
37	прежде всего	11	19
38	в нем	9	19
39	в своей	10	19
40	в основе	6	18
41	далеко не	5	18
42	по отношению	11	17
43	в данном	22	17
44	то же	8	17
45	с другой	10	17
46	отношению к	11	17
47	в мире	9	17
48	только в	9	16
49	роль в	2	15
50	в его	9	15
51	художественного письма	9	15
52	то что	9	15
53	о том	7	15
54	это не	7	14
55	или иной	5	14
56	картины мира	12	14
57	не в	12	14
58	не менее	4	14
59	одной стороны	9	14
60	можно сказать	6	14
61	не является	7	14
62	ни к	3	14
63	с одной	9	14
64	в целом	4	13
65	для него	5	13
66	как бы	8	13
67	данном случае	15	12
68	в своем	9	12
69	и все	8	12
70	являет собой	5	12
71	при всей	3	12
72	природе своей	2	12
73	ведет к	2	12
74	в своих	5	12
75	и на	5	12
76	что в	6	11
77	в тексте	11	11
78	по природе	2	11
79	по мысли	5	11
80	и как	2	11
81	как правило	6	11
82	не сводится	7	11
83	столь же	3	11
84	не было	5	11
85	для себя	2	10
86	а в	15	10
87	а с	4	10
88	не столько	5	10
89	по сути	5	10
90	той или	5	10
91	вследствие этого	5	10
92	также и	6	10
93	и т.д	6	10
94	же время	4	10
95	тем самым	6	9
96	в то	5	9
97	в силу	2	9
98	героя в	3	9
99	[...] в	4	9
100	коммуникативное событие	10	9
101	между тем	3	9
102	картина мира	17	9
103	в них	4	9
104	уже не	7	9
105	еще в	3	9
106	себя в	4	9
107	внимание на	4	9
108	сводится к	6	9
109	пока еще	6	9
110	художественного целого	2	9
111	человека в	2	8
112	в соответствии	8	8
113	этом отношении	7	8
114	и о	4	8
115	к тому	9	8
116	потому что	7	8
117	не на	3	8
118	хотя и	10	8
119	если в	3	8
120	очевидным образом	2	8
121	и даже	3	8
122	жизни в	5	8
123	в этих	5	8
124	не с	4	8
125	в котором	11	8
126	соответствии с	8	8
127	в одном	5	8
128	он не	6	8
129	не следует	3	8
130	перед нами	13	7
131	о чем	4	7
132	могут быть	5	7
133	и ее	2	7
134	приводит к	2	7
135	в ходе	3	7
136	и для	8	7
137	с позиции	5	7
138	но это	4	7
139	что и	6	7
140	коммуникативной ситуации	3	7
141	например в	2	7
142	в этой	2	7
143	другой стороны	3	7
144	к этому	3	7
145	в составе	3	7
146	иначе говоря	8	7
147	мира в	8	7
148	лишь в	4	7
149	в рассказе	15	7
150	в пределах	3	7
151	той же	3	7
152	присутствия в	7	7
153	и его	9	7
154	таким образом	6	7
155	нового времени	5	7
156	тому же	6	7
157	основе своей	2	7
158	никогда не	6	6
159	к его	5	6
160	в одной	2	6
161	собственно и	2	6
162	не как	2	6
163	отношение к	5	6
164	что он	2	6
165	не знает	2	6
166	картину мира	5	6
167	в контексте	4	6
168	тому как	3	6
169	времени в	3	6
170	одного из	3	6
171	однако в	9	6
172	что же	6	6
173	здесь не	2	6
174	в принципе	3	6
175	в сущности	3	6
176	имеет место	6	6
177	одна из	5	6
178	в строгом	2	6
179	нарративная стратегия	4	6
180	во всех	2	6
181	конечном счете	2	6
182	в особенности	3	6
183	героя и	5	6
184	времени и	7	6
185	в конечном	2	6
186	в которых	2	6
187	нарративной стратегии	5	6
188	и того	3	6
189	в период	2	6
190	в противовес	4	6
191	ничего не	3	5
192	события рассказывания	4	5
193	к себе	2	5
194	в другом	2	5
195	писал бахтин	3	5
196	нарративного дискурса	8	5
197	в виду	3	5
198	в их	2	5
199	не всегда	2	5
200	свою очередь	5	5
201	претендует на	2	5
202	и потому	2	5
203	того что	7	5
204	к ним	4	5
205	стороны и	4	5
206	но одновременно	2	5
207	мира и	5	5
208	во втором	4	5
209	несмотря на	2	5
210	же касается	2	5
211	один из	3	5
212	опыта в	5	5
213	не предполагает	2	5
214	исходя из	4	5
215	по бахтину	2	5
216	в ряду	2	5
217	представляют собой	3	5
218	было в	2	5
219	принадлежит к	3	5
220	как будто	6	5
221	но она	2	5
222	значительной степени	2	5
223	но при	7	5
224	из этих	5	5
225	так сказать	2	5
226	не обязательно	2	5
227	с ее	3	5
228	несет в	4	5
229	мысль о	2	5
230	дискурса как	2	5
231	рода в	2	5
232	в значительной	2	5
233	в концовке	4	5
234	но они	3	5
235	что касается	5	5
236	на протяжении	2	5
237	в свою	5	5
238	в литературе	2	5
239	подобно тому	3	5
240	в вероятностном	2	5
241	строго говоря	2	5
242	оно не	2	5
243	следует признать	6	5
244	может служить	4	5
245	от нормы	2	5
246	самого рассказывания	3	5
247	не вполне	4	5
248	в той	5	5
249	как раз	5	5
250	говорить о	5	5
251	же самое	2	5
252	не к	4	5
253	по своим	3	5
254	своей природе	2	5
255	в ней	5	5
256	тем что	2	5
257	не о	2	4
258	до конца	5	4
259	первобытного человека	2	4
260	а на	4	4
261	которая может	3	4
262	подобного рода	3	4
263	и тем	3	4
264	у них	3	4
265	или напротив	3	4
266	из жизни	3	4
267	и составляет	3	4
268	действующее лицо	2	4
269	и др	2	4
270	по своему	3	4
271	как это	2	4
272	строгом значении	2	4
273	и это	2	4
274	только на	2	4
275	человеческой жизни	4	4
276	произведение в	2	4
277	на его	2	4
278	что не	2	4
279	в году	2	4
280	к жизни	2	4
281	аналогии с	2	4
282	между двумя	5	4
283	можно назвать	2	4
284	и во	2	4
285	по выражению	3	4
286	что они	2	4
287	в первом	3	4
288	нарративный дискурс	4	4
289	вероятностном мире	2	4
290	для обозначения	2	4
291	во всяком	3	4
292	следует отнести	2	4
293	свидетеля и	5	4
294	мы имеем	8	4
295	а к	3	4
296	хотя в	2	4
297	однако и	3	4
298	и представляет	4	4
299	в результате	5	4
300	в данной	2	4
301	по мере	2	4
302	тем не	3	4
303	связи с	2	4
304	и адресата	6	4
305	в культуре	2	4
306	одним из	5	4
307	рассказ алехина	4	4
308	к данному	2	4
309	в какой	4	4
310	есть в	2	4
311	в жизни	7	4
312	восходит к	2	4
313	в е	3	4
314	частности в	2	4
315	в самом	6	4
316	сути дела	4	4
317	человеческого сознания	2	4
318	будто бы	3	4
319	не есть	2	4
320	и к	2	4
321	рассказывания в	7	4
322	зависит от	3	4
323	человеческого существования	4	4
324	классической риторики	2	4
325	по себе	2	4
326	и судии	5	4
327	точка зрения	3	4
328	или в	3	4
329	и само	2	4
330	и есть	2	4
331	с ним	3	4
332	в нарративном	2	4
333	текста в	3	4
334	это мир	2	3
335	еще и	2	3
336	первый взгляд	3	3
337	и притом	3	3
338	от лат	6	3
339	истории в	6	3
340	не подлежит	2	3
341	идет о	3	3
342	речевой практики	2	3
343	указывает на	2	3
344	событие рассказывания	4	3
345	вплоть до	2	3
346	дискурс в	2	3
347	в обоих	3	3
348	ли не	2	3
349	к которому	2	3
350	оказывается в	3	3
351	текста и	4	3
352	в области	5	3
353	здесь как	2	3
354	а его	3	3
355	мере в	2	3
356	о котором	5	3
357	но так	2	3
358	бытия в	3	3
359	нарративная интрига	6	3
360	в точке	4	3
361	в едином	3	3
362	они не	3	3
363	более или	2	3
364	об этом	5	3
365	заметить что	2	3
366	в романе	6	3
367	ему в	2	3
368	которая в	3	3
369	рассказчика и	3	3
370	что на	4	3
371	на себя	5	3
372	человеческого присутствия	3	3
373	по этой	2	3
374	котором он	2	3
375	рассказ в	4	3
376	между собой	2	3
377	в речевой	2	3
378	и он	4	3
379	этой причине	2	3
380	о событии	2	3
381	жизненного поведения	2	3
382	для этого	2	3
383	о ней	4	3
384	было бы	4	3
385	мы не	6	3
386	дело не	2	3
387	более не	2	3
388	должна быть	3	3
389	нарративных стратегий	3	3
390	[...] и	3	3
391	как мы	5	3
392	да и	3	3
393	событий и	2	3
394	рассказа в	3	3
395	и от	3	3
396	или не	3	3
397	тут же	3	3
398	в начале	3	3
399	по аналогии	4	3
400	особенно в	3	3
401	с их	2	3
402	хотя бы	2	3
403	и по	3	3
404	не просто	2	3
405	но также	2	3
406	на первый	3	3
407	принадлежат к	4	3
408	и наконец	2	3
409	как у	3	3
410	на смену	2	3
411	и вследствие	4	3
412	правило не	2	3
413	перед лицом	4	3
414	заключается в	2	3
415	дело с	4	3
416	и более	5	3
417	с человеком	2	3
418	или менее	2	3
419	своего и	2	3
420	не имеет	3	3
421	всей своей	4	3
422	различного рода	3	3
423	событийный статус	7	3
424	их в	3	3
425	входит в	2	3
426	и предполагает	2	3
427	художественной словесности	2	3
428	уже в	2	3
429	ближе к	3	3
430	всяком случае	3	3
431	в следующей	2	3
432	жизни и	8	3
433	слова в	3	3
434	или даже	2	3
435	событийного ряда	2	3
436	место в	2	3
437	и сам	2	3
438	слова и	3	3
439	и что	2	3
440	жизни не	2	3
441	однако не	2	3
442	имеем дело	5	3
443	вместе с	2	3
444	в художественной	2	2
445	через посредство	2	2
446	человеческого опыта	7	2
447	к одному	2	2
448	очевидно что	2	2
449	в третьем	2	2
450	ни о	2	2
451	которое может	2	2
452	всего лишь	7	2
453	той мере	2	2
454	надо полагать	2	2
455	гг в	2	2
456	событие это	4	2
457	вслед за	3	2
458	такова что	3	2
459	причастной вненаходимости	2	2
460	в футляре	2	2
461	едва ли	4	2
462	быть и	2	2
463	начала и	2	2
464	исторической реальности	3	2
465	является событием	2	2
466	ситуации и	4	2
467	из трех	2	2
468	от своего	2	2
469	высказывания как	3	2
470	и вся	3	2
471	о которых	2	2
472	в современной	7	2
473	возникает в	2	2
474	к своему	2	2
475	во времени	2	2
476	xix столетия	3	2
477	самом деле	6	2
478	в чем	2	2
479	к различным	3	2
480	события свидетель	2	2
481	статус событийности	2	2
482	мы видели	3	2
483	так например	2	2
484	действующих лиц	2	2
485	о любви	4	2
486	в него	2	2
487	картине мира	5	2
488	к нему	2	2
489	чем и	2	2
490	в нарративной	3	2
491	а только	3	2
492	и судия	2	2
493	те же	2	2
494	вненаходимости бахтин	2	2
495	было и	2	2
496	свидетельствует о	5	2
497	в голову	2	2
498	воспринимающего сознания	2	2
499	событийности бытия	2	2
500	так в	5	2
501	ответ на	2	2
502	истории с	2	2
503	е гг	3	2
504	лицо события	2	2
505	после рассказа	2	2
506	речь идет	3	2
507	не могло	2	2
508	большей части	4	2
509	столько в	2	2
510	события но	2	2
511	своей нарративной	2	2
512	все это	3	2
513	нарративную интригу	2	2
514	который в	5	2
515	по ходу	2	2
516	но достаточно	2	2
517	и героиня	3	2
518	событие самого	2	2
519	по поводу	5	2
520	древних греков	2	2
521	нашего времени	2	2
522	событием не	2	2
523	могла бы	3	2
524	картин мира	2	2
525	тех же	2	2
526	том чтобы	2	2
527	к которой	2	2
528	дистанция между	2	2
529	его с	2	2
530	рассказа не	2	2
531	однако для	2	2
532	к читателю	2	2
533	тем более	3	2
534	что она	2	2
535	появляется в	2	2
536	свидетель и	2	2
537	располагается между	2	2
538	мы можем	2	2
539	на него	3	2
540	в окказиональном	2	2
541	целый ряд	2	2
542	если бы	10	2
543	стороны читателя	2	2
544	собой некий	2	2
545	автора в	5	2
546	бывает в	2	2
547	и действия	2	2
548	и чужого	2	2
549	сознания в	4	2
550	ивана иваныча	6	2
551	художественного высказывания	2	2
552	как его	2	2
553	оказывается своего	2	2
554	обратим внимание	3	2
555	не по	4	2
556	это всегда	2	2
557	х гг	3	2
558	заключает в	4	2
559	на фоне	3	2
560	при отсутствии	3	2
561	писателя с	3	2
562	как субъект	2	2
563	на этот	2	2
564	у него	8	2
565	ни с	2	2
566	всей его	2	2
567	которое по	3	2
568	создает эффект	2	2
569	речевой деятельности	2	2
570	на то	3	2
571	и второго	2	2
572	современная нарратология	5	2
573	человек в	4	2
574	еще более	2	2
575	по большей	4	2
576	событий в	2	2
577	и с	2	2
578	о них	4	2
579	жизни как	2	2
580	нарративные стратегии	3	2
581	но на	2	2
582	в модальности	9	2
583	всякий раз	2	2
584	в настоящем	2	2
585	нарратива в	2	2
586	с собачкой	13	2
587	со своей	4	2
588	в случае	4	2
589	первого и	3	2
590	и только	2	2
591	отсылают к	3	2
592	персонажей и	2	2
593	в нашем	9	2
594	рецептивная установка	6	2
595	главное действующее	2	2
596	чтобы стать	3	2
597	изменение состояния	2	2
598	на основе	2	2
