N	2gram	Tiupa_Narr	KulturaY
1	и в	19	84
2	в том	18	74
3	не только	32	60
4	точки зрения	10	59
5	в этом	17	57
6	было бы	4	53
7	и не	20	52
8	может быть	25	47
9	том что	14	44
10	что в	3	44
11	самом деле	2	37
12	хотя бы	4	37
13	с точки	2	36
14	в области	2	34
15	а не	12	33
16	можно было	2	32
17	не в	14	30
18	прежде всего	4	30
19	в его	9	30
20	все же	7	29
21	того что	2	28
22	не менее	3	28
23	все эти	2	28
24	в силу	4	26
25	уже не	5	26
26	не может	10	25
27	то что	11	25
28	еще не	7	24
29	с другой	8	24
30	так и	9	23
31	то же	4	23
32	только в	4	23
33	тем не	3	21
34	но и	23	20
35	по себе	5	20
36	что он	6	19
37	но в	6	19
38	языка и	2	19
39	тем что	3	19
40	о том	6	19
41	между тем	3	18
42	связи с	4	18
43	в качестве	21	18
44	к тому	7	18
45	в сущности	3	18
46	как бы	4	18
47	и с	4	18
48	это не	2	17
49	как раз	2	17
50	как это	6	17
51	что это	3	17
52	другой стороны	4	17
53	в той	6	17
54	ничего не	2	16
55	что не	4	16
56	но не	6	16
57	по отношению	7	15
58	и тем	4	15
59	один из	3	15
60	а в	11	15
61	при этом	9	15
62	в данном	5	15
63	именно в	6	15
64	не было	2	15
65	в связи	2	14
66	хотя и	3	14
67	как мы	3	14
68	сказать что	4	14
69	мы имеем	2	14
70	отношению к	6	14
71	и на	3	14
72	в ней	3	14
73	это и	3	13
74	по существу	2	13
75	в пределах	2	13
76	не случайно	2	13
77	в этой	5	13
78	и его	5	13
79	как в	7	12
80	могут быть	3	12
81	этого слова	2	12
82	в рамках	12	12
83	в результате	2	12
84	говорить о	2	12
85	или иной	5	11
86	в своем	2	11
87	те же	4	11
88	из этих	3	11
89	должна быть	2	11
90	в нем	4	11
91	этом отношении	3	11
92	совершенно не	2	11
93	в какой	2	11
94	уже в	3	11
95	он не	3	11
96	тем самым	6	10
97	так же	2	10
98	в то	3	10
99	со стороны	9	10
100	они не	2	10
101	как и	7	10
102	речь идет	4	10
103	того или	2	10
104	тем более	2	10
105	несмотря на	2	10
106	в особенности	4	10
107	в первом	3	10
108	здесь не	4	9
109	и для	2	9
110	можно сказать	5	9
111	или иного	2	9
112	а также	7	9
113	не имеет	2	9
114	ни в	3	9
115	что мы	2	9
116	и есть	2	9
117	в частности	14	8
118	в структуре	2	8
119	состоит в	13	8
120	что на	2	8
121	с одной	7	8
122	что они	3	8
123	с его	6	8
124	своего рода	12	8
125	да и	4	8
126	независимо от	2	8
127	и как	5	8
128	но все	4	8
129	далеко не	5	8
130	не есть	3	8
131	отнюдь не	5	8
132	в таком	2	8
133	тому же	5	8
134	же в	4	8
135	в свою	3	7
136	идет о	2	7
137	свою очередь	3	7
138	и потому	2	7
139	а с	3	7
140	она не	2	7
141	на том	3	7
142	одной стороны	7	7
143	например в	2	7
144	когда мы	2	7
145	не все	5	7
146	а именно	3	7
147	что касается	2	7
148	есть в	2	7
149	столь же	3	7
150	когда он	3	7
151	сводится к	3	7
152	даже в	2	6
153	перед нами	4	6
154	данном случае	4	6
155	в себе	8	6
156	нуждается в	5	6
157	как к	2	6
158	роль в	2	6
159	не всегда	2	6
160	отличие от	5	6
161	а если	2	6
162	на себя	3	6
163	этой точки	2	6
164	в отличие	5	6
165	не столько	4	6
166	в ее	3	6
167	той или	4	6
168	не на	2	6
169	как будто	3	6
170	отличается от	4	6
171	или в	2	6
172	же время	4	6
173	не с	3	6
174	оно не	2	6
175	приводит к	2	6
176	если не	4	6
177	то или	3	6
178	или иное	2	6
179	что именно	2	6
180	никогда не	3	5
181	в конечном	3	5
182	в область	2	5
183	все те	4	5
184	в форме	5	5
185	к себе	5	5
186	или менее	2	5
187	о нем	4	5
188	более или	2	5
189	всего лишь	2	5
190	но как	2	5
191	не то	2	5
192	в двух	2	5
193	время в	2	5
194	и он	3	5
195	не как	2	5
196	и даже	3	5
197	переход от	4	5
198	у него	4	5
199	на протяжении	6	5
200	отношение к	2	5
201	или иначе	3	5
202	и того	2	5
203	точка зрения	6	5
204	только о	2	5
205	и только	2	5
206	не о	3	4
207	его в	2	4
208	различие между	2	4
209	о чем	2	4
210	к которому	2	4
211	первом случае	2	4
212	точку зрения	4	4
213	то она	2	4
214	одно из	2	4
215	и все	2	4
216	к нему	5	4
217	мог бы	3	4
218	во втором	4	4
219	одного из	4	4
220	между ними	2	4
221	однако в	2	4
222	в известном	2	4
223	точно так	2	4
224	же как	3	4
225	иначе говоря	6	4
226	как известно	2	4
227	то в	6	4
228	утверждать что	2	4
229	к другой	2	4
230	конечном счете	2	4
231	бы не	2	4
232	отношения к	2	4
233	будто бы	3	4
234	зрения на	2	4
235	из которых	4	4
236	из них	3	4
237	так или	2	4
238	не мог	4	4
239	за рамки	2	3
240	каждый из	2	3
241	иное как	2	3
242	наряду с	2	3
243	который в	2	3
244	как формы	2	3
245	на него	3	3
246	в собственном	2	3
247	даже не	3	3
248	если в	3	3
249	тогда как	12	3
250	известном смысле	2	3
251	нет и	2	3
252	что нет	2	3
253	та же	2	3
254	таком случае	2	3
255	одним из	2	3
256	она может	2	3
257	не могло	2	3
258	для него	2	3
259	что у	2	3
260	и сейчас	2	3
261	за собой	4	3
262	себя внимание	3	3
263	то ни	3	3
264	или даже	2	3
265	в противовес	4	3
266	бы то	3	3
267	он уже	2	2
268	надо полагать	2	2
269	значении этого	3	2
270	приходит к	2	2
271	который по	3	2
272	идет по	2	2
273	не что	2	2
274	в принципе	4	2
275	обращает на	3	2
276	себе не	2	2
277	это все	2	2
278	здесь совершенно	2	2
279	что иное	2	2
280	одной из	4	2
281	и др	2	2
282	поскольку оно	2	2
283	к самому	2	2
284	именно это	2	2
285	том числе	6	2
286	которая в	2	2
287	говорит и	2	2
288	или ином	2	2
289	же не	4	2
290	том или	2	2
291	к другому	2	2
292	жизни и	3	2
293	и когда	2	2
294	и до	2	2
295	было в	2	2
296	этого понятия	2	2
297	без исключения	2	2
298	тогда в	2	2
299	вслед за	4	2
300	одна из	3	2
301	было как	4	2
302	его как	2	2
303	у нее	2	2
304	имеет место	4	2
305	и тот	2	2
306	дело с	2	2
307	как правило	4	2
308	не является	8	2
309	ни было	3	2
310	может оказаться	2	2
311	сами по	2	2
312	в литературе	2	2
313	от одной	2	2
314	его жизни	2	2
315	не будет	3	2
316	точек зрения	2	2
317	зависит от	2	2
318	читателя или	4	2
319	а по	2	2
320	и одновременно	2	2
321	тому как	2	2
322	в случае	7	2
323	совершенно иной	2	2
324	и после	2	2
325	в себя	6	2
