N	2gram	Voloshinov	Vvedenie
1	в том	10	38
2	в этом	28	35
3	и в	28	35
4	том что	12	30
5	может быть	28	30
6	не только	10	26
7	для того	6	23
8	того чтобы	5	22
9	таким образом	34	21
10	также и	2	20
11	не может	30	19
12	то что	17	19
13	потому что	4	18
14	со стороны	5	16
15	о том	3	16
16	только в	11	16
17	так как	15	15
18	в общем	5	14
19	представляет собой	2	14
20	и не	34	13
21	что в	7	13
22	в самом	12	13
23	в нем	7	13
24	в их	2	12
25	того что	7	12
26	что такое	6	12
27	точки зрения	31	12
28	в его	25	12
29	как на	3	12
30	этом смысле	2	11
31	в данном	4	11
32	то же	12	11
33	по себе	4	11
34	в ее	5	11
35	как мы	18	11
36	ясно что	2	11
37	вопрос о	2	10
38	не в	10	10
39	прежде всего	26	10
40	но в	13	10
41	между тем	3	10
42	из этих	6	9
43	тем не	4	9
44	и как	3	9
45	все же	8	9
46	но не	7	9
47	не менее	6	9
48	в истории	4	9
49	это не	5	8
50	с другой	2	8
51	а только	4	8
52	именно в	4	8
53	в качестве	2	8
54	в широком	2	7
55	и то	3	7
56	выводу что	2	7
57	самом деле	14	7
58	сих пор	3	7
59	как и	13	7
60	как бы	19	7
61	этот вопрос	4	7
62	смысле слова	4	7
63	но и	10	7
64	только как	4	7
65	было бы	8	7
66	в применении	2	7
67	до сих	3	7
68	сказать что	11	6
69	его в	11	6
70	не могут	7	6
71	хотя бы	7	6
72	об этом	7	6
73	и даже	3	6
74	применении к	2	6
75	но если	2	6
76	а именно	2	6
77	в какой	3	6
78	на этот	3	6
79	а в	8	6
80	уже не	9	6
81	могут быть	9	6
82	в то	7	6
83	один из	10	6
84	и что	6	6
85	и его	22	6
86	все это	12	6
87	же время	6	6
88	вовсе не	16	6
89	вместе с	5	6
90	данном случае	4	5
91	независимо от	3	5
92	дело в	2	5
93	с их	5	5
94	дело не	2	5
95	имеет дело	3	5
96	есть и	2	5
97	в виду	4	5
98	и тем	2	5
99	а как	3	5
100	одним из	3	5
101	что он	12	5
102	на основании	5	5
103	в течение	2	5
104	по своему	4	5
105	одно из	6	5
106	наука о	2	5
107	от этого	2	5
108	как это	5	5
109	в г	3	5
110	на почве	3	5
111	в различных	2	5
112	а потому	4	5
113	не есть	2	5
114	в них	3	5
115	уже в	3	5
116	в целом	4	5
117	всяком случае	8	5
118	что и	5	5
119	говорить о	5	5
120	а не	9	5
121	в первом	2	5
122	во всяком	9	5
123	да и	2	4
124	особого рода	2	4
125	в результате	3	4
126	мы имеем	6	4
127	одной стороны	2	4
128	и ее	7	4
129	в области	4	4
130	этот процесс	4	4
131	по отношению	13	4
132	должен быть	2	4
133	к делу	2	4
134	связана с	2	4
135	этом отношении	4	4
136	это только	4	4
137	но ведь	4	4
138	еще не	8	4
139	отношению к	11	4
140	в чем	9	4
141	отличие от	2	4
142	в отличие	2	4
143	с одной	2	4
144	заключается в	5	4
145	к тому	6	4
146	но все	2	4
147	и для	7	4
148	из наиболее	3	4
149	не имеет	2	4
150	только с	4	4
151	в котором	4	4
152	в более	5	4
153	в центре	3	4
154	ответ на	3	4
155	тогда когда	2	4
156	в одном	3	4
157	из них	7	4
158	в себе	7	4
159	с точки	15	4
160	в своей	14	4
161	как раз	6	4
162	можно сказать	6	4
163	той же	5	4
164	никогда не	10	3
165	до конца	7	3
166	в каком	7	3
167	одна из	4	3
168	в отношении	2	3
169	и вообще	4	3
170	что это	5	3
171	в изучении	2	3
172	или иной	2	3
173	в своем	4	3
174	и той	3	3
175	а также	2	3
176	с этим	8	3
177	так же	4	3
178	нисколько не	4	3
179	в собственном	4	3
180	бы и	2	3
181	для этого	6	3
182	что она	5	3
183	к этому	9	3
184	не как	2	3
185	в другом	4	3
186	в конце	2	3
187	от того	5	3
188	отношение к	7	3
189	во второй	5	3
190	или же	2	3
191	если бы	4	3
192	зависимости от	4	3
193	при помощи	2	3
194	и вот	8	3
195	может оказаться	2	3
196	в этих	5	3
197	только на	4	3
198	как в	4	3
199	или как	3	3
200	такого рода	2	3
201	что может	5	3
202	свое выражение	2	3
203	этой науки	2	3
204	мы видели	12	3
205	материал для	2	3
206	вообще не	2	3
207	к нему	9	3
208	на этой	3	3
209	и на	9	3
210	того же	3	3
211	зависит от	2	3
212	в ней	8	3
213	входит в	2	3
214	в конечном	3	3
215	и к	7	3
216	на этом	8	3
217	между ними	5	3
218	из которых	2	3
219	что же	10	3
220	нуждается в	3	3
221	совсем не	6	3
222	же как	2	3
223	говорит о	3	3
224	при этом	8	3
225	он сам	5	3
226	в зависимости	4	3
227	и уже	2	3
228	что с	2	3
229	все эти	15	3
230	этой области	4	3
231	и есть	3	3
232	и сам	3	3
233	не следует	2	3
234	же самое	2	3
235	в этой	7	3
236	чем же	6	3
237	собственном смысле	3	3
238	в работе	2	3
239	них и	2	2
240	не исчерпывается	2	2
241	но вместе	2	2
242	в таких	4	2
243	находятся в	2	2
244	с которыми	4	2
245	ничего не	5	2
246	следовательно и	2	2
247	таким путем	5	2
248	о которых	2	2
249	у нас	3	2
250	и потому	12	2
251	из того	2	2
252	его к	4	2
253	мы должны	9	2
254	во всех	13	2
255	и до	5	2
256	время в	2	2
257	все время	4	2
258	но как	2	2
259	и сама	2	2
260	другом месте	2	2
261	для нее	2	2
262	есть только	3	2
