N	2gram	Losev_Prob	Myshleni
1	в том	25	195
2	в этом	31	167
3	то что	26	166
4	и в	48	162
5	том что	29	161
6	таким образом	20	147
7	точки зрения	17	143
8	с помощью	2	131
9	что в	12	119
10	не только	28	116
11	того что	8	109
12	так же	7	100
13	и речи	2	96
14	потому что	21	95
15	того чтобы	3	91
16	может быть	11	89
17	с точки	13	89
18	что он	12	86
19	не может	6	81
20	как и	10	79
21	так как	10	78
22	для того	4	78
23	и не	29	78
24	только в	21	75
25	как мы	5	72
26	но и	21	70
27	в его	19	67
28	сказать что	13	65
29	как бы	10	64
30	вместе с	15	62
31	в качестве	9	60
32	и что	9	60
33	было бы	12	60
34	то же	6	58
35	в отношении	8	55
36	могли бы	2	54
37	что мы	4	53
38	в силу	6	53
39	в самом	7	52
40	к тому	7	49
41	что они	4	48
42	мы можем	5	48
43	тем что	2	48
44	мы не	7	47
45	тогда когда	4	47
46	если бы	2	46
47	но не	12	45
48	с другой	8	45
49	по отношению	2	45
50	тем самым	2	43
51	с тем	7	43
52	как это	5	42
53	тому что	2	42
54	отношению к	2	42
55	не является	2	41
56	по своей	3	40
57	одной стороны	5	40
58	о том	17	40
59	так и	15	39
60	никогда не	7	39
61	с одной	5	39
62	в области	3	38
63	мы видели	2	38
64	вопрос о	2	37
65	не в	16	37
66	если мы	2	37
67	в этой	14	37
68	и к	9	37
69	в своем	16	36
70	с самого	3	36
71	все эти	12	36
72	и его	11	36
73	самого начала	3	36
74	как в	3	36
75	а не	7	36
76	того же	7	35
77	можно было	4	35
78	он не	4	35
79	в которой	7	35
80	в себе	7	35
81	для себя	6	35
82	и как	10	34
83	связи с	11	34
84	при этом	6	33
85	прежде всего	15	33
86	по себе	5	33
87	что и	8	32
88	именно в	11	32
89	по своему	3	32
90	же самое	2	32
91	но в	17	32
92	и тем	4	32
93	что оно	2	32
94	и на	9	32
95	развития и	2	31
96	и то	6	31
97	все же	12	31
98	этом отношении	4	30
99	на то	2	30
100	между тем	2	29
101	могут быть	2	29
102	с этим	3	28
103	самом деле	3	28
104	в своей	29	27
105	только что	2	27
106	с этой	4	27
107	в результате	11	27
108	в то	6	27
109	перед нами	14	27
110	другой стороны	8	27
111	и с	10	27
112	мысли в	2	26
113	в их	4	26
114	в частности	5	26
115	что это	4	26
116	для него	2	26
117	все это	8	25
118	еще не	4	25
119	уже в	4	25
120	что она	2	25
121	это не	8	25
122	в чем	3	25
123	можно сказать	10	25
124	мы уже	2	25
125	так что	18	24
126	тот же	6	24
127	в какой	5	24
128	что эта	3	24
129	понятия и	2	24
130	в нем	8	24
131	того как	5	24
132	в смысле	8	24
133	как он	2	23
134	бы в	2	23
135	ни в	17	23
136	в известном	2	22
137	во всяком	7	22
138	не могут	3	22
139	то время	4	22
140	отношение к	3	21
141	все время	5	21
142	и более	3	21
143	в нашем	5	21
144	его в	9	21
145	представление о	2	21
146	к этому	2	21
147	и все	12	21
148	ее в	2	21
149	и ее	2	21
150	не имеет	3	21
151	в сознании	3	21
152	в такой	3	20
153	в котором	5	20
154	в виду	3	20
155	по существу	2	20
156	а в	8	20
157	время как	4	20
158	из них	4	20
159	как раз	7	20
160	в другом	6	20
161	и их	7	20
162	едва ли	13	20
163	как показывает	2	20
164	не менее	8	20
165	из этих	2	20
166	в данном	6	19
167	с ним	4	19
168	из которых	2	19
169	в той	5	19
170	а с	4	19
171	и по	2	19
172	во всех	2	19
173	мы и	2	19
174	один из	2	19
175	в связи	11	19
176	приходит к	2	18
177	во всем	5	18
178	и другое	6	18
179	всяком случае	6	18
180	но это	7	18
181	этом смысле	4	18
182	для этого	2	17
183	мы находим	9	17
184	сих пор	3	17
185	и для	11	17
186	все что	2	17
187	в своих	3	17
188	в свою	4	17
189	в одном	6	17
190	и от	7	17
191	этой точки	2	17
192	то и	7	17
193	и есть	4	17
194	и только	4	17
195	не есть	3	17
196	в этих	3	17
197	тем же	4	17
198	до конца	4	17
199	я не	3	17
200	у него	13	17
201	до сих	3	17
202	на этой	2	16
203	вовсе не	18	16
204	которую мы	2	16
205	по поводу	2	16
206	и другие	4	16
207	для нас	14	16
208	которые в	3	16
209	то в	4	16
210	и даже	24	16
211	мы имеем	3	16
212	данном случае	5	15
213	тем более	2	15
214	когда он	3	15
215	но как	3	15
216	том же	2	15
217	значит что	3	15
218	по этому	5	15
219	в начале	6	15
220	от этого	4	15
221	со всеми	5	15
222	хотя бы	11	15
223	является не	2	15
224	ничего не	3	15
225	и это	3	15
226	в них	5	15
227	и является	6	15
228	он должен	2	14
229	только тогда	3	14
230	и во	2	14
231	что для	2	14
232	что у	6	14
233	из этого	6	14
234	со всей	2	14
235	это значит	3	14
236	это есть	2	14
237	одной из	5	14
238	который в	10	14
239	о чем	2	14
240	свою очередь	2	14
241	об этом	11	14
242	с его	3	14
243	на его	4	13
244	но все	6	13
245	в виде	25	13
246	точно так	4	13
247	с ней	3	13
248	человека и	4	13
249	факт что	2	13
250	они не	3	13
251	отнюдь не	14	13
252	к его	5	13
253	его к	2	13
254	для всех	2	13
255	если в	2	13
256	смысле слова	12	13
257	и потому	4	12
258	в ее	6	12
259	никак не	10	12
260	тем не	8	12
261	но только	5	12
262	даже в	2	12
263	это и	4	12
264	несмотря на	7	12
265	это мы	2	12
266	в ней	4	12
267	том чтобы	3	12
268	еще более	4	12
269	ясно что	11	12
270	в одной	2	12
271	только на	2	12
272	к нему	3	12
273	к другому	5	12
274	мог бы	2	12
275	тому же	5	12
276	но он	5	12
277	на самом	2	11
278	в конце	10	11
279	одно из	2	11
280	остановиться на	2	11
281	а только	5	11
282	что этот	6	11
283	в настоящей	2	11
284	и другой	2	11
