N	3gram	Vygotskiy_	EvropaiE
1	с точки зрения	34	16
2	в то же	2	15
3	то же время	2	14
4	с одной стороны	14	8
5	одной стороны и	3	6
6	в том что	30	6
7	этой точки зрения	2	5
8	для того чтобы	19	5
9	так же как	6	5
10	той или иной	2	4
11	само по себе	3	4
12	в известном смысле	3	3
13	во всяком случае	5	3
14	же как и	4	3
15	в этом отношении	6	3
16	можно сказать что	5	3
17	в этом смысле	3	3
18	можно было бы	6	3
19	друг с другом	6	3
20	из того что	7	2
21	прежде всего в	2	2
22	то что в	2	2
23	в данном случае	5	2
24	в одном из	2	2
25	к тому чтобы	2	2
26	с другой стороны	10	2
27	друг от друга	4	2
28	того что в	3	2
29	на то что	9	2
30	и в частности	3	2
31	и со стороны	2	2
32	заключается в том	10	2
33	в свою очередь	3	2
34	по сравнению с	9	2
35	не может быть	8	2
