N	2gram	Bakhtin_Pr	Psycholo
1	то что	8	193
2	и в	38	190
3	в том	8	163
4	что в	7	123
5	том что	3	113
6	и что	2	108
7	может быть	26	107
8	таким образом	10	102
9	в этом	15	100
10	то есть	46	97
11	в самом	7	82
12	как бы	22	80
13	для того	2	78
14	того чтобы	2	78
15	что он	2	76
16	не только	9	75
17	на то	2	73
18	и не	42	73
19	самом деле	6	70
20	и т	14	69
21	точки зрения	8	69
22	не может	27	68
23	было бы	8	56
24	если бы	3	55
25	то же	5	54
26	о том	4	54
27	при этом	5	52
28	как и	7	51
29	что и	2	50
30	а не	5	50
31	что это	2	49
32	только в	13	46
33	сказать что	4	46
34	в искусстве	12	45
35	не в	7	45
36	искусства и	3	43
37	ясно что	3	43
38	показать что	2	43
39	никогда не	5	42
40	и все	3	42
41	как это	2	40
42	но и	9	40
43	того что	2	39
44	т п	13	38
45	же самое	2	38
46	и это	3	37
47	и как	8	36
48	вовсе не	2	34
49	и его	16	34
50	что все	2	33
51	все же	6	33
52	все это	3	32
53	художественного произведения	11	32
54	в себе	4	32
55	в ней	4	31
56	в его	43	31
57	он не	3	31
58	мы увидим	3	30
59	как в	4	30
60	с одной	3	29
61	и для	11	29
62	искусства в	2	29
63	с точки	6	29
64	одной стороны	3	29
65	в нем	15	29
66	мы можем	6	28
67	в основе	5	27
68	с другой	7	27
69	в своих	2	27
70	а в	6	27
71	все то	3	27
72	и на	3	27
73	совершенно не	7	26
74	художественной формы	9	25
75	и здесь	2	25
76	в целом	3	24
77	художественное произведение	8	24
78	тем что	2	24
79	в своем	5	23
80	могут быть	5	23
81	что оно	2	23
82	и даже	3	22
83	между тем	7	22
84	в своей	7	21
85	как мы	7	21
86	ни в	11	21
87	в котором	2	21
88	что эта	2	21
89	и только	4	21
90	в двух	2	21
91	она не	2	20
92	все эти	5	20
93	в то	4	20
94	это не	5	20
95	дело с	6	20
96	несмотря на	3	20
97	там где	6	20
98	мы имеем	2	20
99	другой стороны	4	20
100	на этом	2	20
101	мы должны	2	19
102	в ее	4	19
103	в какой	2	19
104	на самом	4	18
105	но в	4	18
106	но не	12	18
107	есть не	2	18
108	можно было	4	18
109	и есть	2	18
110	в виду	4	17
111	одна из	2	17
112	у нас	2	17
113	но это	3	17
114	и о	5	17
115	так и	5	16
116	не имеет	9	16
117	и к	3	16
118	и тем	3	16
119	из которых	2	16
120	к этому	2	16
121	формы и	5	16
122	в таком	3	16
123	и потому	4	15
124	искусства как	2	15
125	еще не	7	15
126	не могут	2	15
127	далеко не	5	15
128	о которых	2	15
129	которых мы	4	15
130	в частности	2	15
131	в них	5	15
132	во всех	11	15
133	не можем	2	15
134	о котором	2	15
135	должна быть	4	14
136	в художественном	20	14
137	хотя бы	4	14
138	столь же	2	14
139	по существу	2	14
140	с ним	5	14
141	есть только	2	14
142	прежде всего	13	14
143	в области	11	14
144	этом отношении	2	14
145	или в	2	14
146	точка зрения	3	13
147	не могли	2	13
148	искусства не	3	13
149	отнюдь не	19	13
150	едва ли	3	13
151	и он	2	13
152	художественном произведении	5	12
153	в нашей	2	12
154	в этих	2	12
155	в самой	2	12
156	характера и	2	12
157	в свою	2	12
158	ничего не	6	12
159	не менее	4	12
160	и другие	2	12
161	в поэзии	9	12
162	что не	4	12
163	например в	3	12
164	я не	2	12
165	в конечном	4	12
166	и с	17	12
167	как только	3	12
168	как к	2	11
169	он должен	2	11
170	отличие от	5	11
171	но совершенно	2	11
172	и других	2	11
173	его в	9	11
174	по поводу	2	11
175	была бы	2	11
176	с его	2	11
177	конечном счете	4	11
178	не было	2	11
179	конечно не	5	11
180	данном случае	4	10
181	от него	3	10
182	в тех	3	10
183	искусства но	4	10
184	в другом	2	10
185	здесь мы	2	10
186	отличается от	2	10
187	не является	3	10
188	материала и	2	10
189	во всем	2	10
190	но как	2	10
191	и у	2	10
192	в их	10	10
193	в данном	4	10
194	должно быть	5	10
195	и от	3	10
196	мы в	3	10
197	бы не	2	9
198	тем самым	4	9
199	и ее	2	9
200	с совершенно	2	9
201	на него	3	9
202	и наконец	6	9
203	не есть	6	9
204	должен быть	2	9
205	и именно	2	9
206	мы будем	3	9
207	к чему	2	9
208	в виде	2	9
209	в чем	2	9
210	в него	2	9
211	можно сказать	2	9
212	в отличие	5	9
213	не к	6	9
214	и другими	3	8
215	и во	2	8
216	иметь дело	2	8
217	и эта	2	8
218	теории искусства	2	8
219	и более	2	8
220	которую мы	3	8
221	имеет дело	9	8
222	художественного творчества	12	8
223	он может	2	8
224	том как	2	8
225	в произведении	4	8
226	место в	8	8
227	содержания и	6	8
228	относится к	4	8
229	к нему	10	8
230	и значение	2	8
231	и вообще	2	8
232	этом смысле	3	8
233	здесь совершенно	3	8
234	себе не	2	7
235	они не	3	7
236	только при	2	7
237	здесь в	2	7
238	должны быть	4	7
239	связи с	2	7
240	того или	2	7
241	дело в	2	7
242	себя и	3	7
243	все что	3	7
244	какой мере	2	7
245	в нашем	4	7
246	а как	3	7
247	и при	2	7
248	дело и	5	7
249	и те	2	7
250	имеет место	5	7
251	в особенности	2	7
252	со всеми	3	7
253	слова в	7	7
254	совпадает с	2	7
255	в каждом	2	7
256	в плане	7	6
257	для нее	8	6
258	отношение к	10	6
259	а только	2	6
260	приходится иметь	2	6
261	за пределы	12	6
262	слова и	3	6
263	не все	2	6
264	тем не	3	6
265	в себя	2	6
266	от всех	4	6
267	рядом с	5	6
268	оно не	3	6
269	в музыке	5	6
270	не дает	2	6
271	содержание и	2	6
272	нуждается в	2	6
273	поэтического произведения	3	6
274	и вся	2	6
275	для понимания	2	6
276	смысле слова	2	6
277	да и	3	6
278	или иного	2	6
279	независимо от	13	6
280	и которые	2	6
281	нами в	2	6
282	в эстетике	2	6
283	к его	2	6
284	приводит к	3	6
285	только как	6	6
286	говорить о	3	6
287	в область	3	5
288	не имеют	2	5
289	между ними	4	5
290	том же	2	5
291	лучшем случае	2	5
292	в других	4	5
293	связь с	3	5
294	не должна	4	5
295	все они	5	5
296	но они	4	5
297	материала в	10	5
298	не следует	2	5
299	не знает	3	5
300	бы то	3	5
301	чем в	2	5
302	этой области	2	5
303	к которому	4	5
304	тем как	5	5
305	в романе	4	5
306	его не	2	5
307	к действительности	3	5
308	хотя и	3	5
309	но она	2	5
310	себя в	2	5
311	задачи и	2	5
312	то или	2	5
313	человека в	2	5
314	она может	3	5
