N	2gram	Berdyaev_M	Myshleni
1	в том	9	195
2	в этом	34	167
3	то что	10	166
4	и в	61	162
5	том что	7	161
6	точки зрения	6	143
7	что в	12	119
8	не только	42	116
9	того что	13	109
10	так же	5	100
11	потому что	25	95
12	того чтобы	4	91
13	может быть	42	89
14	что он	16	86
15	не может	39	81
16	как и	14	79
17	так как	10	78
18	для того	4	78
19	и не	26	78
20	только в	7	75
21	но и	34	70
22	в его	10	67
23	сказать что	5	65
24	как бы	10	64
25	вместе с	7	62
26	и что	4	60
27	было бы	11	60
28	то же	4	58
29	в основе	4	58
30	в отношении	6	55
31	в самом	15	52
32	в сущности	2	51
33	по сравнению	3	51
34	к тому	6	49
35	что они	4	48
36	тем что	7	48
37	мы не	2	47
38	тогда когда	2	47
39	сравнению с	2	46
40	если бы	5	46
41	но не	8	45
42	по отношению	4	45
43	с тем	10	43
44	тому что	2	42
45	отношению к	4	42
46	по своей	4	40
47	о том	5	40
48	так и	5	39
49	никогда не	30	39
50	вопрос о	7	37
51	не в	16	37
52	в этой	12	37
53	и к	9	37
54	мы видим	4	37
55	в своем	17	36
56	все эти	3	36
57	и его	13	36
58	как в	9	36
59	а не	36	36
60	он не	34	35
61	в которой	8	35
62	в себе	12	35
63	и как	3	34
64	приводит к	2	34
65	прежде всего	18	33
66	по себе	2	33
67	что и	6	32
68	по своему	3	32
69	но в	12	32
70	той же	3	32
71	и на	9	32
72	и то	2	31
73	все же	2	31
74	мысли и	2	30
75	между тем	2	29
76	могут быть	2	29
77	от того	4	29
78	с этим	4	28
79	самом деле	2	28
80	что все	5	27
81	в своей	18	27
82	с этой	4	27
83	в то	2	27
84	и с	6	27
85	в их	4	26
86	что это	5	26
87	для него	28	26
88	все это	6	25
89	уже в	6	25
90	что она	5	25
91	это не	10	25
92	в чем	3	25
93	так что	3	24
94	целый ряд	2	24
95	в нем	26	24
96	того как	3	24
97	на этот	2	24
98	в высшей	4	24
99	в сфере	2	24
100	как он	4	23
101	друг друга	12	23
102	бы в	3	23
103	ни в	3	23
104	отношение между	2	23
105	высшей степени	4	22
106	не могут	6	22
107	то время	2	22
108	отношение к	9	21
109	в истории	2	21
110	отношений между	2	21
111	все время	3	21
112	и более	2	21
113	в нашем	2	21
114	его в	6	21
115	к этому	3	21
116	и все	13	21
117	и ее	2	21
118	не имеет	7	21
119	с таким	2	21
120	в свете	3	21
121	в такой	4	20
122	в котором	9	20
123	в виду	2	20
124	и других	2	20
125	а в	4	20
126	должно быть	5	20
127	время как	2	20
128	и их	3	20
129	на этом	5	20
130	говорит что	3	20
131	с ним	5	19
132	в той	3	19
133	но если	4	19
134	и по	4	19
135	во всех	3	19
136	один из	9	19
137	приходит к	2	18
138	во всем	5	18
139	чем в	3	18
140	но это	8	18
141	для этого	3	17
142	на деле	4	17
143	сих пор	5	17
144	и для	7	17
145	все что	5	17
146	в своих	4	17
147	в свою	5	17
148	и от	3	17
149	и есть	21	17
150	не есть	21	17
151	в этих	6	17
152	до конца	16	17
153	я не	4	17
154	и той	2	17
155	у него	38	17
156	до сих	5	17
157	тому как	2	16
158	одной и	2	16
159	в мысли	2	16
160	для нас	3	16
161	к одному	2	16
162	которые в	2	16
163	то в	2	16
164	мысль что	4	16
165	в которых	5	16
166	которые не	2	16
167	когда он	3	15
168	те же	5	15
169	значит что	4	15
170	в начале	2	15
171	от этого	4	15
172	подобно тому	2	15
173	хотя бы	8	15
174	отличается от	2	15
175	вообще не	2	15
176	ничего не	4	15
177	на все	3	15
178	и это	16	15
179	в них	5	15
180	он должен	4	14
181	и во	5	14
182	что у	3	14
183	это значит	3	14
184	это есть	4	14
185	когда мы	2	14
186	о чем	3	14
187	об этом	2	14
188	с его	6	14
189	одним из	2	14
190	и здесь	6	14
191	она не	9	13
192	и тот	2	13
193	лишь в	8	13
194	с ней	3	13
195	связана с	9	13
196	человека и	19	13
197	они не	4	13
198	его к	2	13
199	если в	2	13
200	смысле слова	7	13
201	но на	2	13
202	и потому	17	12
203	в ее	3	12
204	входит в	3	12
205	это и	7	12
206	к другу	6	12
207	в самых	2	12
208	ко всем	3	12
209	в ней	23	12
210	от его	3	12
211	с их	2	12
212	еще более	3	12
213	к нему	8	12
214	к другому	4	12
215	за пределы	5	12
216	мог бы	5	12
217	но он	17	12
218	на самом	2	11
219	в каком	2	11
220	в конце	11	11
221	одно из	3	11
222	с собой	5	11
223	есть не	9	11
224	на том	3	11
225	не означает	2	11
226	мы увидим	4	11
227	лежит в	2	11
228	нас в	3	11
229	он в	4	11
230	не знает	12	11
231	есть в	3	11
232	отношения к	6	11
233	с внутренней	2	10
234	относится к	2	10
235	у нас	13	10
236	что такое	2	10
237	за собой	2	10
238	но для	2	10
239	всякий раз	2	10
240	и у	3	10
241	привести к	9	10
242	этот процесс	5	10
243	но этот	3	10
244	учение о	3	10
245	к этим	3	9
246	в момент	3	9
247	и поэтому	3	9
248	также и	6	9
249	еще в	4	9
250	но эта	2	9
251	связано с	5	9
252	к этой	3	9
253	друг к	6	9
254	хотя и	2	9
255	и он	21	9
256	должны быть	3	9
257	та же	4	9
258	в самой	8	9
259	оно не	3	9
260	но с	2	9
261	этого вопроса	3	9
262	место в	4	9
263	может не	3	9
264	что же	2	9
265	в ином	2	9
266	должен быть	4	9
267	различие между	2	8
268	что не	3	8
269	которая не	2	8
270	себе и	4	8
271	этот путь	3	8
272	увидим что	5	8
273	в этот	2	8
274	должен был	4	8
275	тому чтобы	2	8
276	не как	4	8
277	в более	4	8
278	нет никаких	2	8
279	все равно	3	8
280	стоит в	3	8
281	от нее	5	8
282	сам по	2	8
283	не мог	6	8
284	только и	7	8
285	и те	4	8
286	и тогда	2	8
287	отношении к	4	8
288	не имеют	2	7
289	и вместе	4	7
290	у них	4	7
291	должна быть	7	7
292	на одной	2	7
293	в разных	3	7
294	которой он	2	7
295	его и	2	7
296	которых он	5	7
297	не существует	5	7
298	он сам	11	7
299	принадлежит к	3	7
300	в жизни	7	7
301	в значительной	2	7
302	сознания в	2	7
303	своему значению	3	7
304	его с	4	7
305	ничего кроме	2	7
306	его мысль	2	7
307	в каждом	4	6
308	не способен	6	6
309	заключает в	3	6
310	только один	3	6
311	что иное	4	6
312	с другим	3	6
313	роль в	2	6
314	социальной среды	4	6
315	том смысле	2	6
316	и самый	2	6
317	бы и	8	6
318	потому и	2	6
319	уже не	8	6
320	перед ним	3	6
321	его на	4	6
322	иное как	4	6
323	как к	2	6
324	всего в	2	6
325	ответить на	2	6
326	не остается	2	6
327	нет и	6	6
328	себе в	3	6
329	и там	10	6
330	что было	2	6
331	и мы	2	6
332	к ней	6	6
333	не что	4	6
334	только одно	3	6
335	этими двумя	2	6
336	с которым	2	6
337	к чему	5	6
338	от него	4	5
339	к самому	2	5
340	бы он	2	5
341	как у	2	5
342	от всех	2	5
343	после того	2	5
344	же что	2	5
345	есть только	2	5
346	не потому	2	5
347	в него	3	5
348	только с	3	5
349	все его	3	5
350	для них	3	5
351	эти слова	2	5
352	себя в	6	5
353	менее всего	10	5
354	ведет к	16	5
355	есть прежде	4	5
356	его отношение	2	5
357	оказывается что	2	5
358	конце концов	3	5
359	с такой	2	5
360	человека к	10	5
361	был бы	11	5
362	начинается в	4	5
363	никто не	3	5
364	прийти к	3	5
365	прежде чем	2	5
366	человеческого сознания	3	5
367	пути и	2	5
368	поэтому он	2	5
369	и человека	5	5
370	значительной степени	2	5
371	самого себя	6	5
372	чем у	8	5
373	на протяжении	2	5
374	человека с	2	5
375	новых и	2	5
376	не для	2	5
377	и вот	7	4
378	на пути	4	4
379	эта мысль	3	4
380	а как	2	4
381	с того	2	4
382	и та	2	4
383	должно привести	4	4
384	которую он	2	4
385	была в	2	4
386	думать что	4	4
387	другим и	2	4
388	в центре	4	4
389	если он	7	4
390	означает что	3	4
391	отношения и	2	4
392	долгое время	2	4
393	нет у	6	4
394	способность к	2	4
395	и характер	2	4
396	движения в	2	4
397	его не	5	4
398	быть может	9	4
399	можно ли	2	4
400	совсем не	3	4
401	и когда	2	4
402	и я	5	4
403	есть то	2	4
404	о своих	2	4
405	одни и	2	4
406	также в	2	4
407	в середине	4	4
408	и самое	3	4
409	что есть	7	4
410	про себя	2	4
411	отрывается от	2	4
412	много раз	2	4
413	не к	6	4
414	или к	4	4
415	и сама	2	4
416	она может	2	4
417	не могу	4	4
418	ни одного	2	4
419	средством для	2	4
420	себя и	6	4
421	как для	2	4
422	способен к	4	4
423	к которой	4	4
424	не до	2	4
425	и эта	3	4
426	то он	3	4
427	есть и	6	4
428	слова он	2	4
429	путь к	2	4
430	в единую	2	4
431	как будто	4	4
432	самому себе	2	4
433	направленной на	2	4
434	другого в	2	4
435	нас не	2	4
436	тем как	2	4
437	может ли	2	4
438	проблемы и	2	4
439	одно только	2	4
440	с которой	2	4
441	жизни и	6	4
442	не было	25	4
443	конечно не	3	4
444	в новых	2	4
445	у человека	6	3
446	к своему	2	3
447	о мире	2	3
448	она есть	3	3
449	не иметь	2	3
450	интерес к	5	3
451	движение в	3	3
452	и часто	2	3
453	из себя	2	3
454	но к	2	3
455	это верно	2	3
456	ее как	2	3
457	есть ли	2	3
458	не надо	2	3
459	отношением к	2	3
460	одна и	3	3
461	только это	2	3
462	ли может	2	3
463	личности не	2	3
464	и можно	3	3
465	а к	2	3
466	и еще	3	3
467	нельзя было	3	3
468	он и	2	3
469	и без	2	3
470	для человека	5	3
471	чем его	5	3
472	равно что	2	3
473	и всегда	3	3
474	что за	2	3
475	он мог	2	3
476	от всякого	2	3
477	не так	6	3
478	и этот	4	3
479	а для	2	3
480	по природе	2	3
481	и всю	2	3
482	же не	2	3
483	ли он	2	3
484	это все	2	3
485	во многих	2	3
486	открывает что	2	3
487	вопрос и	2	3
488	другу и	2	3
489	самого последнего	2	3
490	и именно	2	3
491	момент в	5	3
492	ведь это	2	3
493	он хочет	4	3
494	о нем	2	3
495	дальше и	2	3
496	он так	2	3
497	живет в	2	3
498	не были	2	3
499	он понял	2	3
500	и менее	2	3
501	из этой	2	3
502	но также	2	3
503	бы не	4	3
504	кто не	2	3
505	он ни	2	3
506	с предметом	2	3
507	своей книге	2	3
508	во власти	5	3
509	что всякий	3	3
510	быть не	2	3
511	мира и	6	3
512	как ее	2	2
513	о человеке	24	2
514	его до	2	2
515	мысли о	3	2
516	и против	3	2
517	не бывает	3	2
518	переходит в	23	2
519	и самого	2	2
520	начало в	3	2
521	это особенно	2	2
522	же этот	2	2
523	на два	2	2
524	еще до	2	2
525	бы это	2	2
526	но у	2	2
527	за его	2	2
528	ни к	2	2
