N	2gram	Bakhtin_Fr	DiskursI
1	может быть	11	56
2	не только	24	49
3	и в	105	49
4	как и	15	47
5	при этом	10	46
6	в том	17	44
7	и не	34	44
8	то есть	71	41
9	том что	9	40
10	в этом	22	38
11	в себе	7	37
12	в частности	6	36
13	но и	20	35
14	своего рода	2	32
15	и т.п	26	32
16	но не	7	31
17	так и	16	28
18	отличие от	5	28
19	но в	16	28
20	не может	9	27
21	в отличие	4	27
22	по своей	3	26
23	как в	6	25
24	еще не	8	23
25	все же	10	19
26	прежде всего	26	19
27	в нем	16	19
28	в своей	8	19
29	в основе	8	18
30	далеко не	6	18
31	по отношению	2	17
32	то же	6	17
33	с другой	3	17
34	отношению к	2	17
35	точки зрения	10	16
36	только в	16	16
37	роль в	6	15
38	в его	24	15
39	то что	7	15
40	о том	5	15
41	это не	4	14
42	или иной	5	14
43	не в	4	14
44	не менее	2	14
45	одной стороны	2	14
46	можно сказать	4	14
47	не является	4	14
48	ни к	2	14
49	с одной	2	14
50	в целом	3	13
51	речевого общения	3	13
52	для него	12	13
53	как бы	33	13
54	в своем	11	12
55	и все	7	12
56	при всей	2	12
57	в своих	8	12
58	и на	25	12
59	что в	4	11
60	по мысли	2	11
61	с его	9	11
62	и как	2	11
63	не было	3	11
64	а в	4	10
65	той или	5	10
66	также и	3	10
67	и т.д	2	10
68	же время	5	10
69	в то	5	9
70	между тем	5	9
71	в них	13	9
72	уже не	3	9
73	еще в	3	9
74	этом отношении	5	8
75	и о	4	8
76	к тому	3	8
77	потому что	6	8
78	не на	2	8
79	хотя и	4	8
80	в противоположность	3	8
81	и даже	10	8
82	жизни в	8	8
83	в этих	6	8
84	в себя	9	8
85	в творчестве	2	8
86	в одном	8	8
87	из них	7	8
88	он не	3	8
89	его в	7	7
90	о чем	3	7
91	могут быть	4	7
92	приводит к	2	7
93	одной из	3	7
94	и для	3	7
95	но это	5	7
96	в процессе	2	7
97	что и	2	7
98	например в	3	7
99	в этой	11	7
100	к этому	2	7
101	мира в	3	7
102	лишь в	4	7
103	в пределах	3	7
104	и его	24	7
105	таким образом	5	7
106	нового времени	17	7
107	основе своей	2	7
108	никогда не	11	6
109	отношение к	9	6
110	что он	5	6
111	не знает	6	6
112	одно из	7	6
113	одновременно и	3	6
114	именно в	6	6
115	тому как	2	6
116	здесь не	3	6
117	в сущности	20	6
118	в истории	5	6
119	в ее	5	6
120	имеет место	2	6
121	одна из	5	6
122	в эпоху	17	6
123	дело в	2	6
124	во всех	13	6
125	и одновременно	6	6
126	в особенности	7	6
127	времени и	9	6
128	с точки	6	6
129	ничего не	3	5
130	к себе	3	5
131	в другом	2	5
132	в виду	5	5
133	в их	6	5
134	и потому	14	5
135	того что	3	5
136	о нем	4	5
137	для своего	2	5
138	но одновременно	3	5
139	мира и	4	5
140	несмотря на	5	5
141	один из	5	5
142	здесь в	14	5
143	в ряду	3	5
144	сказать что	12	5
145	значительной степени	4	5
146	но при	2	5
147	из этих	7	5
148	так сказать	5	5
149	за пределы	10	5
150	с ее	3	5
151	во второй	2	5
152	в значительной	9	5
153	но они	4	5
154	что касается	3	5
155	известной степени	2	5
156	на протяжении	9	5
157	в литературе	9	5
158	подобно тому	2	5
159	можно говорить	3	5
160	оно не	2	5
161	зрения на	3	5
162	на этом	2	5
163	не вполне	3	5
164	в той	5	5
165	как раз	3	5
166	не к	2	5
167	в ней	7	5
168	тем что	5	5
169	не о	2	4
170	до конца	4	4
171	свое время	5	4
172	не могут	4	4
173	одну из	2	4
174	мире в	2	4
175	и прежде	4	4
176	и др	32	4
177	в свое	6	4
178	по своему	9	4
179	и это	3	4
180	более того	3	4
181	только на	3	4
182	его на	2	4
183	на его	4	4
184	что не	3	4
185	в году	13	4
186	к жизни	2	4
187	и до	6	4
188	и во	6	4
189	что они	2	4
190	во всяком	2	4
191	до известной	2	4
192	с ней	2	4
193	это в	5	4
194	существенную роль	3	4
195	по преимуществу	3	4
196	связи с	5	4
197	одним из	4	4
198	в какой	2	4
199	есть в	6	4
200	в жизни	7	4
201	в самом	7	4
202	и к	7	4
203	человеческого существования	2	4
204	не для	2	4
205	говорит о	2	4
206	точка зрения	3	4
207	или в	2	4
208	и само	2	4
209	с ним	6	4
210	еще и	6	3
211	не подлежит	3	3
212	в тех	5	3
213	вплоть до	2	3
214	в форме	6	3
215	там же	2	3
216	к которому	2	3
217	это и	3	3
218	в области	10	3
219	мире и	3	3
220	в формах	3	3
221	как на	4	3
222	а его	2	3
223	характер и	4	3
224	но как	3	3
225	значение для	2	3
226	она не	2	3
227	об этом	2	3
228	в романе	8	3
229	их с	2	3
230	но здесь	4	3
231	и он	3	3
232	различия между	2	3
233	числе и	7	3
234	все эти	15	3
235	было бы	4	3
236	начало в	5	3
237	на языке	2	3
238	том числе	10	3
239	как мы	12	3
240	себе самому	2	3
241	к миру	2	3
242	да и	5	3
243	содержит в	2	3
244	и от	3	3
245	в начале	4	3
246	бы быть	2	3
247	особенно в	2	3
248	с их	7	3
249	хотя бы	2	3
250	к ней	2	3
251	а о	2	3
252	и по	3	3
253	не просто	3	3
254	с миром	3	3
255	и наконец	2	3
256	автора и	2	3
257	перед лицом	2	3
258	и более	4	3
259	направлен на	4	3
260	но все	5	3
261	отношения к	5	3
262	их в	3	3
263	таковы например	4	3
264	входит в	4	3
265	уже в	5	3
266	всяком случае	2	3
267	жизни и	14	3
268	к числу	2	3
269	или даже	2	3
270	место в	4	3
271	и сам	2	3
272	в большинстве	2	3
273	жизни но	2	3
274	и без	4	3
275	в книге	3	2
276	в отношении	7	2
277	от всего	3	2
278	его к	2	2
279	мы должны	2	2
280	этого момента	2	2
281	они были	6	2
282	включает в	3	2
283	рассказы и	2	2
284	должно было	2	2
285	как к	3	2
286	друг друга	3	2
287	без учета	2	2
288	он как	2	2
289	литературы в	4	2
290	он всегда	2	2
291	от своего	2	2
292	и вся	2	2
293	о которых	2	2
294	в основном	4	2
295	самом деле	3	2
296	представления о	3	2
297	в чем	2	2
298	по существу	2	2
299	мы видели	3	2
300	так например	3	2
301	развития в	2	2
302	в него	2	2
303	картине мира	3	2
304	к нему	5	2
305	о мире	8	2
306	только с	3	2
307	в г	3	2
308	разного рода	3	2
309	так в	4	2
310	большинстве случаев	2	2
311	понимания и	4	2
312	или меньшей	7	2
313	в собственном	4	2
314	события и	2	2
315	себя и	2	2
316	всегда в	3	2
317	все это	16	2
318	по ходу	3	2
319	выходит за	5	2
320	своего развития	3	2
321	интерес к	2	2
322	на язык	2	2
323	вовсе не	25	2
324	на ранних	2	2
325	по поводу	2	2
326	представление о	2	2
327	и вообще	5	2
328	некоторые из	3	2
329	могла бы	2	2
330	до нас	11	2
331	тех же	3	2
332	время в	3	2
333	всем что	2	2
334	в новое	5	2
335	это было	2	2
336	мысли и	4	2
337	мы можем	2	2
338	на него	2	2
339	за ним	2	2
340	целый ряд	2	2
341	связаны с	5	2
342	в чужой	2	2
343	в xix	2	2
344	для того	2	2
345	и их	3	2
346	это всегда	2	2
347	себе и	2	2
348	на фоне	4	2
349	речи и	2	2
350	на этот	3	2
351	у него	2	2
352	ни с	3	2
353	из наиболее	2	2
354	ее в	2	2
355	поэтому в	3	2
356	на то	2	2
357	в самой	5	2
358	новое время	4	2
359	человек в	2	2
360	еще более	6	2
361	различные формы	2	2
362	под названием	3	2
363	видеть в	2	2
364	и с	8	2
365	жизни как	3	2
366	но для	3	2
367	но на	3	2
368	из которых	2	2
369	большей или	7	2
370	есть его	2	2
371	природу и	2	2
372	эти жанры	3	2
373	в некоторых	2	2
374	по его	3	2
375	во всем	5	2
376	в нашем	3	2
377	этих двух	2	2
378	народного творчества	3	2
