N	3gram	Vygotskiy_	Myslijsy
1	в том что	33	47
2	по отношению к	19	26
3	не может быть	4	19
4	только тогда когда	2	17
5	в свою очередь	4	14
6	само по себе	2	14
7	от того что	6	13
8	во всяком случае	2	12
9	с другой стороны	8	12
10	только в том	2	12
11	до сих пор	3	12
12	смысле этого слова	2	12
13	подобно тому как	6	11
14	для того чтобы	20	11
15	в то время	4	10
16	с одной стороны	10	10
17	то и другое	2	9
18	мы не можем	2	9
19	одного и того	8	9
20	о том что	7	9
21	на то что	5	9
22	и того же	8	9
23	потому что в	4	9
24	не могут быть	3	9
25	на самом деле	3	8
26	с тем что	3	8
27	вместе с тем	4	8
28	в этом случае	5	8
29	можно сказать что	7	7
30	одной и той	3	7
31	не только не	7	7
32	и той же	3	7
33	с точки зрения	12	7
34	не в состоянии	6	7
35	сама по себе	4	7
36	в этом смысле	5	7
37	то же самое	7	6
38	с самого начала	8	6
39	друг от друга	5	6
40	таким образом в	2	5
41	таким образом что	2	5
42	к тому что	5	5
43	не то что	4	5
44	и то что	6	5
45	что только в	2	4
46	все более и	3	4
47	и тот же	5	4
48	так что в	2	4
49	вопрос о том	4	4
50	в данном случае	3	4
51	мы видели что	2	4
52	не что иное	2	4
53	с этой точки	7	4
54	в этом отношении	7	4
55	то время как	4	4
56	в собственном смысле	2	4
57	тех и других	5	4
58	один и тот	5	4
59	и что в	2	4
60	на этот вопрос	5	4
61	что иное как	2	4
62	более и более	3	4
63	тем что мы	2	4
64	в том чтобы	3	4
65	из того что	4	3
66	в первом случае	2	3
67	этой точки зрения	7	3
68	на каждом шагу	3	3
69	таким образом мы	2	3
70	том что он	3	3
71	ничего общего с	3	3
72	что он не	3	3
73	потому что и	2	3
74	можно было бы	8	3
75	нам остается только	2	3
76	одной стороны и	2	3
77	и тем самым	3	3
78	потому что он	7	3
79	в связи с	6	3
80	заключается в том	12	3
81	именно то что	3	3
82	а потому что	2	3
83	когда мы говорим	2	3
84	того что мы	2	3
85	но при этом	2	2
86	а не как	2	2
87	друг к другу	3	2
88	в своем развитии	7	2
89	но вместе с	3	2
90	мы говорим что	2	2
91	это значит что	4	2
92	так же как	9	2
93	с каким мы	2	2
94	только то что	2	2
95	друг на друга	2	2
96	в свое время	2	2
97	как мы видели	4	2
98	о том как	3	2
99	и тем более	2	2
100	не иначе как	3	2
101	мы могли бы	15	2
102	состоит в том	7	2
103	мы говорим о	2	2
104	к тому чтобы	4	2
105	и не может	3	2
106	мы имеем дело	2	2
107	но все же	2	2
108	же самое что	2	2
