N	3gram	Vygotskiy_	VeschiIm
1	не может быть	6	24
2	содержит в себе	4	11
3	тем не менее	4	11
4	в том что	24	9
5	в самом деле	4	7
6	на то что	5	7
7	по сравнению с	20	7
8	то и другое	4	6
9	с точки зрения	31	6
10	одно и то	3	5
11	и то же	3	5
12	в то же	2	5
13	подобно тому как	2	5
14	не только в	2	5
15	в свою очередь	3	5
16	и то что	5	5
17	с этой точки	4	4
18	не только не	11	4
19	потому что они	2	4
20	то время как	7	4
21	этой точки зрения	4	4
22	сам по себе	2	4
23	о том что	4	4
24	в то время	8	4
25	от того что	2	4
26	в себе в	2	4
27	мы не можем	3	3
28	из того что	5	3
29	можно сказать что	7	3
30	то что мы	3	3
31	в собственном смысле	4	3
32	можно было бы	5	3
33	вместе с тем	6	3
34	заключается в том	9	3
35	так что в	2	3
36	с одной стороны	7	3
37	но то что	2	3
38	с другой стороны	3	3
39	мы видели что	3	3
40	так как мы	2	2
41	мы находим в	2	2
42	в этом и	2	2
43	бы сказать что	4	2
44	нужно было бы	2	2
45	и в конце	2	2
46	для того чтобы	24	2
47	в этом отношении	7	2
48	том что он	2	2
49	к тому что	10	2
50	так же как	13	2
51	друг с другом	6	2
52	в данном случае	5	2
53	как раз в	3	2
54	в этом смысле	2	2
55	той и другой	3	2
56	и в этом	2	2
57	мы имеем дело	2	2
58	в первом случае	5	2
