N	2gram	Bakhtin_Fr	Literetu
1	и не	34	47
2	не только	24	46
3	и в	105	44
4	может быть	11	43
5	при этом	10	41
6	но и	20	41
7	в том	17	39
8	в этом	22	38
9	своего рода	2	37
10	том что	9	32
11	в частности	6	30
12	то что	7	29
13	в году	13	26
14	то же	6	26
15	как и	15	23
16	в то	5	23
17	не в	4	22
18	так и	16	22
19	того что	3	22
20	не может	9	22
21	же время	5	21
22	в себе	7	20
23	и т.п	26	20
24	прежде всего	26	19
25	как бы	33	18
26	то есть	71	17
27	точки зрения	10	17
28	в его	24	17
29	с другой	3	17
30	в этой	11	16
31	в жизни	7	16
32	не менее	2	15
33	в целом	3	15
34	только в	16	15
35	по отношению	2	14
36	что он	5	14
37	и даже	10	14
38	в своем	11	13
39	с одной	2	13
40	но не	7	13
41	уже не	3	13
42	и его	24	13
43	к себе	3	12
44	в своей	8	12
45	еще не	8	12
46	одним из	4	12
47	отношению к	2	12
48	о том	5	12
49	одной стороны	2	12
50	никогда не	11	11
51	это не	4	11
52	в другом	2	11
53	еще в	3	11
54	отличие от	5	11
55	с его	9	11
56	и сам	2	11
57	как в	6	11
58	в отличие	4	11
59	а в	4	11
60	в основе	8	11
61	даже в	6	10
62	этом отношении	5	10
63	в области	10	10
64	что в	4	10
65	в ее	5	10
66	по мысли	2	10
67	жизни в	8	10
68	из них	7	10
69	и на	25	10
70	потому что	6	10
71	жизни и	14	10
72	одно из	7	9
73	к тому	3	9
74	один из	5	9
75	же в	4	9
76	связи с	5	9
77	в начале	4	9
78	лишь в	4	9
79	искусства и	6	9
80	и т.д	2	9
81	вплоть до	2	8
82	одна из	5	8
83	в конце	3	8
84	все же	10	8
85	в искусстве	3	8
86	по существу	2	8
87	xix века	6	8
88	но в	16	8
89	уже в	5	8
90	что не	3	8
91	для него	12	8
92	и как	2	8
93	мира в	3	8
94	тем что	5	8
95	в своих	8	8
96	с точки	6	8
97	как раз	3	8
98	до конца	4	7
99	в их	6	7
100	по своей	3	7
101	наконец в	2	7
102	друг друга	3	7
103	и других	6	7
104	это как	5	7
105	так в	4	7
106	в противоположность	3	7
107	и для	3	7
108	по преимуществу	3	7
109	перестает быть	3	7
110	именно в	6	7
111	в самом	7	7
112	и с	8	7
113	в одном	8	7
114	он и	3	7
115	тому как	2	7
116	в нем	16	7
117	он не	3	7
118	на фоне	4	7
119	еще и	6	6
120	его в	7	6
121	при всей	2	6
122	в виду	5	6
123	самом деле	3	6
124	но одновременно	3	6
125	культуры в	4	6
126	и он	3	6
127	и др	32	6
128	а затем	4	6
129	было бы	4	6
130	не было	3	6
131	например в	3	6
132	во всех	13	6
133	с ее	3	6
134	с миром	3	6
135	и наконец	2	6
136	далеко не	6	6
137	подобно тому	2	6
138	в ней	7	6
139	перед лицом	2	6
140	том числе	10	6
141	у него	2	6
142	как на	4	6
143	или иной	5	5
144	в литературе	9	5
145	так как	11	5
146	и за	2	5
147	в романе	8	5
148	не знает	6	5
149	более того	3	5
150	между тем	5	5
151	несмотря на	5	5
152	что и	2	5
153	себя и	2	5
154	мир в	3	5
155	в сущности	20	5
156	в связи	2	5
157	место в	4	5
158	хотя бы	2	5
159	и одновременно	6	5
160	автора и	2	5
161	в себя	9	5
162	в нашем	3	5
163	и к	7	5
164	жизни как	3	5
165	к жизни	2	5
166	не к	2	5
167	но с	2	5
168	входит в	4	4
169	себе и	2	4
170	для нас	5	4
171	не является	4	4
172	для которого	2	4
173	как к	3	4
174	и прежде	4	4
175	от своего	2	4
176	только на	3	4
177	в формах	3	4
178	в г	3	4
179	для своего	2	4
180	и все	7	4
181	на его	4	4
182	и само	2	4
183	могут быть	4	4
184	в них	13	4
185	художественное творчество	2	4
186	во всей	4	4
187	хотя и	4	4
188	как мы	12	4
189	себе самому	2	4
190	во всяком	2	4
191	одной из	3	4
192	тех же	3	4
193	но при	2	4
194	нет ничего	3	4
195	но это	5	4
196	за пределы	10	4
197	к этому	2	4
198	во второй	2	4
199	и вот	5	4
200	для того	2	4
201	совершенно не	5	4
202	со всеми	2	4
203	ни к	2	4
204	в пределах	3	4
205	первых десятилетий	2	4
206	можно сказать	4	4
207	на то	2	4
208	века в	5	4
209	под названием	3	4
210	приводит к	2	4
211	в единстве	2	4
212	на этом	2	4
213	человеческого существования	2	4
214	ко всему	2	4
215	не вполне	3	4
216	вовсе не	25	4
217	таким образом	5	4
218	отношения к	5	4
219	на самом	6	3
220	ничего не	3	3
221	и потому	14	3
222	от всего	3	3
223	так же	2	3
224	но как	3	3
225	о чем	3	3
226	одну из	2	3
227	в отношении	7	3
228	еще на	2	3
229	жизни здесь	3	3
230	отношение к	9	3
231	из тех	2	3
232	восходящая к	2	3
233	себе в	2	3
234	о нем	4	3
235	и о	4	3
236	это уже	4	3
237	той или	5	3
238	там где	3	3
239	того чтобы	3	3
240	числе и	7	3
241	и до	6	3
242	все эти	15	3
243	не на	2	3
244	он был	3	3
245	в истории	5	3
246	во время	14	3
247	на языке	2	3
248	и еще	5	3
249	тот же	4	3
250	ее в	2	3
251	да и	5	3
252	относится к	4	3
253	культуры но	4	3
254	и от	3	3
255	во многих	2	3
256	как например	2	3
257	жизнью в	2	3
258	можно было	4	3
259	имени в	2	3
260	дело в	2	3
261	с их	7	3
262	с ней	2	3
263	мысли и	4	3
264	и вовсе	5	3
265	постановка проблемы	2	3
266	превращается в	6	3
267	также и	3	3
268	в особенности	7	3
269	в этих	6	3
270	в какой	2	3
271	что для	3	3
272	за ним	2	3
273	в ту	2	3
274	ни с	3	3
275	из наиболее	2	3
276	целом ряде	2	3
277	в чем	2	3
278	он в	2	3
279	в творчестве	2	3
280	на страницах	2	3
281	со второй	2	3
282	из которых	2	3
283	всяком случае	2	3
284	между людьми	5	3
285	все что	2	3
286	здесь не	3	3
287	этой же	2	3
288	не просто	3	3
289	и перед	3	3
290	мира и	4	3
291	с ним	6	3
292	мы и	4	3
293	свое время	5	2
294	начиная с	2	2
295	не для	2	2
296	эти и	2	2
297	а и	2	2
298	от него	2	2
299	еще раз	4	2
300	человека и	4	2
301	оно было	2	2
302	и у	7	2
303	есть и	2	2
304	роль в	6	2
305	это и	3	2
306	это его	2	2
307	мире и	3	2
308	самой жизни	4	2
309	при таком	2	2
310	всех других	2	2
311	в свое	6	2
312	так например	3	2
313	в него	2	2
314	что касается	3	2
315	при всех	2	2
316	к нему	5	2
